Location,Cam nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour_exact,Hour_BERDS,Comment,Camera Brand,No_Sr,Easting,Northing,
Yalbac501c,501,C,,,92,Opossum,1,2015,4,23,3.02,3,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,140,Opossum,1,2015,4,24,20.59,21,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,164,Opossum,1,2015,4,28,22.58,23,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,170,Opossum,1,2015,4,29,20.54,21,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,173,Opossum,1,2015,4,30,1.04,1,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,191,Opossum,1,2015,5,2,0.07,0,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,200,Opossum,1,2015,5,3,4.51,5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,203,Opossum,1,2015,5,3,22.01,22,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,209,Opossum,1,2015,5,4,2,2,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,224,Opossum,1,2015,5,6,0.31,0.5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,257,Opossum,1,2015,5,8,23.54,24,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,269,Opossum,1,2015,5,10,3.39,4,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,278,Opossum,1,2015,5,11,1.02,1,,Bushnell,501 C,292447,1954693,
Yalbac509c,509,C,,,94,Opossum,1,2015,5,12,21.44,21.5,,Bushnell,509 C,280114,1935198,
Yalbac501c,501,C,,,317,Opossum,1,2015,5,13,22.49,23,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,368,Opossum,1,2015,5,17,21.56,22,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,386,Opossum,1,2015,5,21,1.29,1.5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,395,Opossum,1,2015,5,22,0.41,1,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,407,Opossum,1,2015,5,23,2.26,2.5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,410,Opossum,5,2015,5,23,3.56,4,Female with many babies on her back,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,416,Opossum,1,2015,5,23,21.56,22,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,434,Opossum,1,2015,5,25,2.32,2.5,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,497,Opossum,1,2015,5,29,22.42,22.5,,Bushnell,501 C,292447,1954693,
Yalbac502D,502,D,,,3304,Opossum,1,2015,6,7,22.21,22.5,,Moultrie,502 D,291686,1955608,
Yalbac506D,506,D,,,106,Opossum,1,2015,6,19,22.26,22.5,,Bushnell,506 D,291532,1956956,
Yalbac507D,507,D,,,106,Opossum,1,2015,7,25,14.06,14,,Bushnell,507 D,283856,1935164,
Yalbac503D,503,D,,,88,Opossum,1,2015,7,28,21.33,21.5,,Bushnell,503 D,292559,1958254,
Yalbac504F,504,F,,,334,Opossum,1,2015,9,24,3.08,3,,HCO ScoutGuard,504F,289314,1956370,
Yalbac504F,504,F,,,361,Opossum,1,2015,9,27,4.03,4,,HCO ScoutGuard,504F,289314,1956370,
Yalbac506G,506,G,,,184,Opossum,1,2015,11,19,4.4,4.5,,Bushnell,506G,292534,1956194,
Yalbac507H,507,H,,,325,Opossum,1,2016,1,6,21.12,21,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,331,Opossum,1,2016,1,8,2.35,2.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,622,Opossum,1,2016,1,26,23.12,23,Time off,Bushnell,507H,283483,1934993.94,
Yalbac509H,509,H,,,2353,Opossum,1,2016,2,15,5.17,5.5,,Bushnell,509H,283730,1935382.07,
Yalbac512E,512,E,,,719,Opossum,1,2015,8,6,20.39,20.5,,ScoutGuard,512 E,282178,1935684,
Yalbac506E,506,E,,,116,Opossum,1,2015,8,15,19.01,19,,Bushnell,506 E,292491,1955895,
Yalbac506E,506,E,,,154,Opossum,1,2015,8,22,1.55,2,,Bushnell,506 E,292491,1955895,
Yalbac506E,506,E,,,233,Opossum,1,2015,8,29,23.36,23.5,,Bushnell,506 E,292491,1955895,
Yalbac512E,512,E,,,1947,Opossum,1,2015,9,1,3.37,3.5,,ScoutGuard,512 E,282178,1935684,
Yalbac506E,506,E,,,280,Opossum,1,2015,9,4,19.18,19,,Bushnell,506 E,292491,1955895,
Yalbac506E,506,E,,,341,Opossum,1,2015,9,13,19.13,19,,Bushnell,506 E,292491,1955895,
Yalbac511G,511,G,,,34,Opossum,1,2015,9,27,2.59,3,,Moultrie,511FG,282114,1934484,
Yalbac511G,511,G,,,79,Opossum,1,2015,10,13,19.37,19.5,,Moultrie,511FG,282114,1934484,
Yalbac511G,511,G,,,89,Opossum,1,2015,10,27,4.18,4,,Moultrie,511FG,282114,1934484,
Yalbac512F,512,F,,,154,Opossum,1,2015,10,27,0.07,0,,ScoutGuard,512F,281718,1935445,
Yalbac512F,512,F,,,204,Opossum,1,2015,11,9,2.41,2.5,,ScoutGuard,512F,281718,1935445,
Yalbac511G,511,G,,,133,Opossum,1,2015,11,17,3.54,4,,Moultrie,511FG,282114,1934484,
Yalbac511G,511,G,,,151,Opossum,1,2015,11,24,4.33,4.5,,Moultrie,511FG,282114,1934484,
Yalbac503E,503,E,,,436,Ornate Hawk-Eagle,1,2015,8,24,11.42,11.5,,Bushnell,503 E,291322,1957347,
Yalbac505G,505,G,,,229,Paca,1,2016,1,1,19.58,9,,Moultrie,505G,291021,1956145,
Yalbac503G,503,G,,,41,Paca,1,2016,1,4,22.59,23,,Bushnell,503G,291304,1957372,
Yalbac503G,503,G,,,45,Paca,1,2016,1,4,22.15,22.5,,Bushnell,503G,291304,1957372,
Yalbac506G,506,G,,,595,Paca,1,2016,1,4,22.59,23,,Bushnell,506G,292534,1956194,
Yalbac510H,510,H,,,460,Paca,1,2016,1,14,4.29,4.5,,Moultrie,510H,282719,1935522.766,
Yalbac507c,507,C,,,79,Paca,1,2015,4,19,19.29,19.5,,Bushnell,507 C,283656,1935412,
Yalbac507c,507,C,,,91,Paca,1,2015,4,24,3.39,3.5,,Bushnell,507 C,283656,1935412,
Yalbac507c,507,C,,,133,Paca,1,2015,4,26,4.06,4,,Bushnell,507 C,283656,1935412,
Yalbac507c,507,C,,,223,Paca,1,2015,5,3,19.03,19,,Bushnell,507 C,283656,1935412,
Yalbac507c,507,C,,,343,Paca,1,2015,5,20,22.19,22.5,,Bushnell,507 C,283656,1935412,
Yalbac507c,507,C,,,349,Paca,1,2015,5,25,3.06,3,,Bushnell,507 C,283656,1935412,
Yalbac511D,511,D,,,79,Paca,1,2015,6,7,10.46,11,,Moultrie,511 D,283157,1935085,
Yalbac511D,511,D,,,94,Paca,1,2015,6,9,23.13,23,,Moultrie,511 D,283157,1935085,
Yalbac504D,504,D,,,48,Paca,1,2015,6,11,21.25,21.5,,Scoutguard,504 D,291590,1956114,
Yalbac505D,505,D,,,61,Paca,1,2015,6,19,10.35,10.5,,Moultrie,505 D,290391,1956661,
Yalbac511D,511,D,,,176,Paca,1,2015,6,19,21.38,21.5,,Moultrie,511 D,283157,1935085,
Yalbac506D,506,D,,,109,Paca,1,2015,6,20,23.2,23.5,,Bushnell,506 D,291532,1956956,
Yalbac511D,511,D,,,178,Paca,1,2015,6,20,1.29,1.5,,Moultrie,511 D,283157,1935085,
Yalbac505D,505,D,,,64,Paca,1,2015,6,21,23.27,23.5,,Moultrie,505 D,290391,1956661,
Yalbac506D,506,D,,,121,Paca,2,2015,6,25,3.22,3.5,,Bushnell,506 D,291532,1956956,
Yalbac502D,502,D,,,3338,Paca,1,2015,6,26,3.18,3.5,,Moultrie,502 D,291686,1955608,
Yalbac506D,506,D,,,166,Paca,1,2015,7,9,20.3,20.5,,Bushnell,506 D,291532,1956956,
Yalbac510D,510,D,,,163,Paca,1,2015,7,17,10.38,10.5,,Moultrie,510 D,282702,1935595,
Yalbac506D,506,D,,,220,Paca,1,2015,7,20,4.29,4.5,,Bushnell,506 D,291532,1956956,
Yalbac510D,510,D,,,223,Paca,1,2015,7,27,4.26,4.5,,Moultrie,510 D,282702,1935595,
Yalbac506E,506,E,,,37,Paca,1,2015,8,2,19.32,19.5,,Bushnell,506 E,292491,1955895,
Yalbac506E,506,E,,,64,Paca,1,2015,8,5,21.07,21,,Bushnell,506 E,292491,1955895,
Yalbac503E,503,E,,,70,Paca,1,2015,8,7,23.23,23.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,70,Paca,1,2015,8,7,23.23,23.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,106,Paca,1,2015,8,8,23.26,23.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,107,Paca,1,2015,8,8,23.26,23.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,128,Paca,1,2015,8,9,22.13,22,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,129,Paca,1,2015,8,9,22.13,22,,Bushnell,503 E,291322,1957347,
Yalbac504E,504,E,,,277,Paca,1,2015,8,9,23.59,24,,Scoutguard,504 E,290567,1955971,
Yalbac503E,503,E,,,205,Paca,1,2015,8,11,22.36,22.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,206,Paca,1,2015,8,11,22.36,22.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,214,Paca,1,2015,8,11,23.41,23.5,,Bushnell,503 E,291322,1957347,
Yalbac504E,504,E,,,297,Paca,1,2015,8,11,1.04,1,,Scoutguard,504 E,290567,1955971,
Yalbac506E,506,E,,,78,Paca,1,2015,8,11,3.4,3.5,,Bushnell,506 E,292491,1955895,
Yalbac503E,503,E,,,232,Paca,1,2015,8,13,22.19,22.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,234,Paca,1,2015,8,13,22.19,22,,Bushnell,503 E,291322,1957347,
Yalbac506E,506,E,,,89,Paca,1,2015,8,13,0.52,1,,Bushnell,506 E,292491,1955895,
Yalbac504E,504,E,,,327,Paca,1,2015,8,14,1.2,1.5,,Scoutguard,504 E,290567,1955971,
Yalbac506E,506,E,,,101,Paca,1,2015,8,14,1.59,2,,Bushnell,506 E,292491,1955895,
Yalbac504E,504,E,,,336,Paca,1,2015,8,15,23.11,23,,Scoutguard,504 E,290567,1955971,
Yalbac506E,506,E,,,124,Paca,1,2015,8,17,3.5,4,,Bushnell,506 E,292491,1955895,
Yalbac504E,504,E,,,351,Paca,1,2015,8,18,2.39,2.5,,Scoutguard,504 E,290567,1955971,
Yalbac503E,503,E,,,283,Paca,1,2015,8,20,0.07,0,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,284,Paca,1,2015,8,20,0.07,0,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,327,Paca,1,2015,8,20,23,23,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,346,Paca,1,2015,8,21,23.28,23.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,349,Paca,1,2015,8,21,23.3,23.5,,Bushnell,503 E,291322,1957347,
Yalbac504E,504,E,,,415,Paca,1,2015,8,21,4.23,4.5,,Scoutguard,504 E,290567,1955971,
Yalbac506E,506,E,,,147,Paca,1,2015,8,21,2.39,2.5,,Bushnell,506 E,292491,1955895,
Yalbac503E,503,E,,,442,Paca,1,2015,8,25,2.06,2,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,444,Paca,1,2015,8,25,2.06,2,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,460,Paca,1,2015,8,26,3.09,3,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,462,Paca,1,2015,8,26,3.1,3,,Bushnell,503 E,291322,1957347,
Yalbac504E,504,E,,,508,Paca,1,2015,8,26,5.09,5,,Scoutguard,504 E,290567,1955971,
Yalbac504E,504,E,,,568,Paca,1,2015,8,30,20.45,21,,Scoutguard,504 E,290567,1955971,
Yalbac506E,506,E,,,253,Paca,1,2015,8,31,21.3,21.5,,Bushnell,506 E,292491,1955895,
Yalbac504E,504,E,,,597,Paca,1,2015,9,2,22.35,22.5,,Scoutguard,504 E,290567,1955971,
Yalbac504E,504,E,,,645,Paca,1,2015,9,4,20.3,20.5,,Scoutguard,504 E,290567,1955971,
Yalbac506E,506,E,,,283,Paca,1,2015,9,4,21.36,21.5,,Bushnell,506 E,292491,1955895,
Yalbac503E,503,E,,,574,Paca,1,2015,9,6,19.36,19.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,576,Paca,1,2015,9,6,19.36,19.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,583,Paca,1,2015,9,6,22.32,22.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,622,Paca,1,2015,9,9,0.3,0.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,624,Paca,1,2015,9,9,0.3,0.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,688,Paca,1,2015,9,10,2.24,2.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,688,Paca,1,2015,9,10,2.24,2.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,757,Paca,1,2015,9,11,21.13,21,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,759,Paca,1,2015,9,11,21.13,21,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,811,Paca,1,2015,9,12,23.44,23.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,814,Paca,1,2015,9,12,23.45,23.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,817,Paca,1,2015,9,13,1.18,1.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,827,Paca,1,2015,9,13,3.46,3.5,,Bushnell,503 E,291322,1957347,
Yalbac505F,505,F,,,32,Paca,1,2015,9,16,22.32,22.5,,Moultrie,505F,290310,1956304,
Yalbac504F,504,F,,,30,Paca,1,2015,9,18,23.32,23.5,,HCO ScoutGuard,504F,289314,1956370,
Yalbac505F,505,F,,,79,Paca,1,2015,10,21,4.31,4.5,,Moultrie,505F,290310,1956304,
Yalbac505F,505,F,,,139,Paca,1,2015,11,2,23.05,23,,Moultrie,505F,290310,1956304,
Yalbac505G,505,G,,,22,Paca,1,2015,11,15,19.51,20,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,43,Paca,1,2015,11,23,17.07,17,,Moultrie,505G,291021,1956145,
Yalbac510H,510,H,,,25,Paca,1,2015,12,3,10.39,10.5,,Moultrie,510H,282719,1935522.766,
Yalbac505G,505,G,,,85,Paca,1,2015,12,4,23.09,23,,Moultrie,505G,291021,1956145,
Yalbac508E,508,E,,,30,Pauraque,1,2015,8,5,18.41,18.5,,Scoutguard,508 E,283447,1934597,
Yalbac503D,503,D,,,79,Plain Chachalaca,1,2015,6,4,10.41,10.5,,Bushnell,503 D,292559,1958254,
Yalbac505G,505,G,,,235,Puma,1,2016,1,4,1.23,1.5,,Moultrie,505G,291021,1956145,
Yalbac511H,511,H,,,217,Puma,1,2016,1,7,8.12,8,,Moultrie,511H,282087,1935456.716,
Yalbac509H,509,H,,,322,Puma,1,2016,1,8,7.37,7.5,,Bushnell,509H,283730,1935382.07,
Yalbac511H,511,H,,,229,Puma,1,2016,1,11,7.34,7.5,,Moultrie,511H,282087,1935456.716,
Yalbac510H,510,H,,,532,Puma,1,2016,1,16,18,18,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,268,Puma,1,2016,1,16,16.59,17,,Moultrie,511H,282087,1935456.716,
Yalbac511H,511,H,,,319,Puma,1,2016,1,20,7.41,7.5,,Moultrie,511H,282087,1935456.716,
Yalbac507H,507,H,,,553,Puma,1,2016,1,23,5.02,5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,643,Puma,1,2016,1,24,12.22,12.5,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,385,Puma,1,2016,1,24,6.17,6.5,,Moultrie,511H,282087,1935456.716,
Yalbac509H,509,H,,,2358,Puma,1,2016,2,15,20.23,20.5,,Bushnell,509H,283730,1935382.07,
Yalbac507H,507,H,,,1022,Puma,1,2016,2,24,23.23,23.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,936,Puma,1,2016,2,26,2.15,2.5,,Moultrie,510H,282719,1935522.766,
Yalbac501c,501,C,,,65,Puma,1,2015,4,18,3.46,4,,Bushnell,501 C,292447,1954693,
Yalbac507c,507,C,,,82,Puma,1,2015,4,23,3.01,3,,Bushnell,507 C,283656,1935412,
Yalbac507c,507,C,,,310,Puma,1,2015,5,14,5.42,5.5,,Bushnell,507 C,283656,1935412,
Yalbac504c,504,C,,,694,Puma,1,2015,5,15,17.08,17,,Scoutguard,504 C,292789,1954318,
Yalbac504D,504,D,,,57,Puma,1,2015,6,16,3.47,4,,Scoutguard,504 D,291590,1956114,
Yalbac509D,509,D,,,70,Puma,1,2015,7,6,14.49,15,,Bushnell,509 D,280713,1934457,
Yalbac507D,507,D,,,70,Puma,1,2015,7,8,6.28,6.5,,Bushnell,507 D,283856,1935164,
Yalbac510D,510,D,,,151,Puma,1,2015,7,15,6.52,7,,Moultrie,510 D,282702,1935595,
Yalbac501D,501,D,,,166,Puma,2,2015,7,26,7.47,8,,Bushnell,501 D,292588,1957992,
Yalbac502E,502,E,,,3412,Puma,2,2015,8,1,4.34,4.5,,Moultrie,502 E,290847,1955799,
Yalbac510E,510,E,,,35,Puma,2,2015,8,3,3.51,4,,Moultrie,510 E,281670,1934730,
Yalbac507E,507,E,,,70,Puma,1,2015,8,6,13.3,13.5,,Bushnell,507 E,283482,1934992,
Yalbac509E,509,E,,,82,Puma,2,2015,8,11,9.31,9.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,83,Puma,2,2015,8,11,9.31,9.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,85,Puma,1,2015,8,12,6.11,6,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,87,Puma,1,2015,8,12,6.11,6,,Bushnell,509 E,281203,1934430,
Yalbac501e,501,E,,,82,Puma,1,2015,8,20,21.22,21.5,,Bushnell,501 E,291363,1956977,
Yalbac503E,503,E,,,325,Puma,1,2015,8,20,23.01,23,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,329,Puma,1,2015,8,20,23.01,23,,Bushnell,503 E,291322,1957347,
Yalbac510E,510,E,,,110,Puma,1,2015,8,22,6.28,6.5,,Moultrie,510 E,281670,1934730,
Yalbac501e,501,E,,,103,Puma,1,2015,8,24,1.5,2,,Bushnell,501 E,291363,1956977,
Yalbac502E,502,E,,,3490,Puma,1,2015,8,24,5.36,5.5,,Moultrie,502 E,290847,1955799,
Yalbac510E,510,E,,,131,Puma,1,2015,8,27,19.33,19.5,,Moultrie,510 E,281670,1934730,
Yalbac501e,501,E,,,157,Puma,1,2015,9,1,21.5,22,,Bushnell,501 E,291363,1956977,
Yalbac512E,512,E,,,1948,Puma,1,2015,9,1,4.17,4,,ScoutGuard,512 E,282178,1935684,
Yalbac505E,505,E,,,49,Puma,1,2015,9,3,10.53,11,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,49,Puma,1,2015,9,3,22.53,23,,Moultrie,505 E,290522,1956892,
Yalbac502E,502,E,,,3532,Puma,1,2015,9,4,2.42,2.5,,Moultrie,502 E,290847,1955799,
Yalbac501e,501,E,,,205,Puma,2,2015,9,10,3.28,3.5,,Bushnell,501 E,291363,1956977,
Yalbac504E,504,E,,,748,Puma,1,2015,9,10,3.44,3.5,,Scoutguard,504 E,290567,1955971,
Yalbac511G,511,G,,,8,Puma,1,2015,9,16,6.56,7,,Moultrie,511FG,282114,1934484,
Yalbac504F,504,F,,,9,Puma,1,2015,9,17,3.26,3.5,,HCO ScoutGuard,504F,289314,1956370,
Yalbac502F,502,F,,,3580,Puma,1,2015,9,19,8.02,8,,Moultrie,502F,289306,1957023,
Yalbac504F,504,F,,,31,Puma,1,2015,9,19,7.09,7,,HCO ScoutGuard,504F,289314,1956370,
Yalbac507F,507,F,,,19,Puma,1,2015,9,28,10.15,10,male,Bushnell,507F,283119,1935211,
Yalbac509F,509,F,,,49,Puma,1,2015,9,28,17.13,17,,Bushnell,509F,283280,1934662,
Yalbac505F,505,F,,,88,Puma,1,2015,10,24,7.01,7,,Moultrie,505F,290310,1956304,
Yalbac511G,511,G,,,118,Puma,1,2015,11,6,17.1,17,,Moultrie,511FG,282114,1934484,
Yalbac505F,505,F,,,156,Puma,1,2015,11,8,10.37,10.5,male,Moultrie,505F,290310,1956304,
Yalbac507F,507,F,,,378,Puma,1,2015,11,9,7.03,7,,Bushnell,507F,283119,1935211,
Yalbac502G,502,G,,,3752,Puma,1,2015,12,2,6.45,7,,Moultrie,502G,289511,1956735,
Yalbac507H,507,H,,,148,Puma,1,2016,12,4,16.19,16.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac506G,506,G,,,337,Puma,1,2015,12,8,13.47,14,,Bushnell,506G,292534,1956194,
Yalbac511H,511,H,,,70,Puma,1,2015,12,12,15.41,15.5,,Moultrie,511H,282087,1935456.716,
Yalbac506G,506,G,,,400,Puma,1,2015,12,17,1.45,2,,Bushnell,506G,292534,1956194,
Yalbac510H,510,H,,,154,Puma,1,2015,12,17,17.56,18,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,79,Puma,1,2015,12,17,8.09,8,,Moultrie,511H,282087,1935456.716,
Yalbac509H,509,H,,,251,Puma,1,2015,12,30,7.26,7.5,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,247,Puma,1,2015,12,30,8.42,8.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,250,Puma,1,2015,12,30,9.56,10,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,145,Puma,1,2015,12,30,8.49,9,,Moultrie,511H,282087,1935456.716,
Yalbac501c,501,C,,,470,Racoon,1,2015,5,27,23.32,23.5,,Bushnell,501 C,292447,1954693,
Yalbac507H,507,H,,,263,Red Brocket Deer,1,2016,1,2,2.02,2,Time off,Bushnell,507H,283483,1934993.94,
Yalbac509H,509,H,,,335,Red Brocket Deer,1,2016,1,10,7.07,7,,Bushnell,509H,283730,1935382.07,
Yalbac507H,507,H,,,376,Red Brocket Deer,1,2016,1,14,1.25,1.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,473,Red Brocket Deer,1,2016,1,14,11.05,11,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,478,Red Brocket Deer,1,2016,1,18,20.11,20,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,649,Red Brocket Deer,1,2016,1,27,22.12,22,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,689,Red Brocket Deer,1,2016,1,28,9.18,9.5,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,682,Red Brocket Deer,1,2016,1,29,23.18,23.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,727,Red Brocket Deer,1,2016,2,1,13.26,13.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,757,Red Brocket Deer,1,2016,2,5,14.46,15,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,748,Red Brocket Deer,1,2016,2,7,3.01,3,Time off,Bushnell,507H,283483,1934993.94,
Yalbac509H,509,H,,,2212,Red Brocket Deer,1,2016,2,7,10.46,11,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,2233,Red Brocket Deer,1,2016,2,7,21.44,21.5,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,781,Red Brocket Deer,1,2016,2,9,7.3,7.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,805,Red Brocket Deer,1,2016,2,10,16.31,16.5,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,2344,Red Brocket Deer,2,2016,2,14,17.28,17.5,with fawn,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,2428,Red Brocket Deer,1,2016,2,16,18.17,18.5,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,836,Red Brocket Deer,1,2016,2,16,7.05,7,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,873,Red Brocket Deer,1,2016,2,19,2.22,2.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,900,Red Brocket Deer,1,2016,2,20,12.56,13,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,913,Red Brocket Deer,1,2016,2,22,18.1,18,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,926,Red Brocket Deer,1,2016,2,23,18.15,18.5,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,2697,Red Brocket Deer,1,2016,2,28,17.05,17,,Bushnell,509H,283730,1935382.07,
Yalbac507c,507,C,,,67,Red Brocket Deer,1,2015,4,16,16.26,16.5,,Bushnell,507 C,283656,1935412,
Yalbac509c,509,C,,,55,Red Brocket Deer,1,2015,4,17,7.34,7.5,,Bushnell,509 C,280114,1935198,
Yalbac504c,504,C,,,66,Red Brocket Deer,1,2015,4,22,7.2,7.5,,Scoutguard,504 C,292789,1954318,
Yalbac507c,507,C,,,139,Red Brocket Deer,1,2015,4,26,5.44,5.5,,Bushnell,507 C,283656,1935412,
Yalbac507c,507,C,,,202,Red Brocket Deer,1,2015,4,30,6.07,6,,Bushnell,507 C,283656,1935412,
Yalbac507c,507,C,,,214,Red Brocket Deer,1,2015,5,3,10.37,10.5,,Bushnell,507 C,283656,1935412,
Yalbac510D,510,D,,,27,Red Brocket Deer,1,2015,6,2,10.54,11,,Moultrie,510 D,282702,1935595,
Yalbac511D,511,D,,,58,Red Brocket Deer,1,2015,6,5,8.4,8.5,,Moultrie,511 D,283157,1935085,
Yalbac502D,502,D,,,3299,Red Brocket Deer,1,2015,6,6,8.09,8,,Moultrie,502 D,291686,1955608,
Yalbac511D,511,D,,,97,Red Brocket Deer,1,2015,6,10,10.25,10.5,,Moultrie,511 D,283157,1935085,
Yalbac506D,506,D,,,79,Red Brocket Deer,1,2015,6,14,7.43,7.5,,Bushnell,506 D,291532,1956956,
Yalbac511D,511,D,,,146,Red Brocket Deer,1,2015,6,16,6.1,6,,Moultrie,511 D,283157,1935085,
Yalbac510D,510,D,,,97,Red Brocket Deer,1,2015,6,26,15.02,15,,Moultrie,510 D,282702,1935595,
Yalbac506D,506,D,,,131,Red Brocket Deer,1,2015,6,28,9.33,9.5,,Bushnell,506 D,291532,1956956,
Yalbac510D,510,D,,,172,Red Brocket Deer,1,2015,7,19,3.08,3,,Moultrie,510 D,282702,1935595,
Yalbac501D,501,D,,,172,Red Brocket Deer,1,2015,7,29,8.51,9,,Bushnell,501 D,292588,1957992,
Yalbac509E,509,E,,,25,Red Brocket Deer,1,2015,7,31,15.16,15.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,27,Red Brocket Deer,1,2015,7,31,15.16,15,male,Bushnell,509 E,281203,1934430,
Yalbac507E,507,E,,,56,Red Brocket Deer,1,2015,8,1,13.3,13.5,male,Bushnell,507 E,283482,1934992,
Yalbac512E,512,E,,,174,Red Brocket Deer,1,2015,8,2,11.13,11,,ScoutGuard,512 E,282178,1935684,
