Location,Cam nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour_exact,Hour_BERDS,Comment,Camera Brand,,,,
Yalbac412D,412,D,283343,1933216,1243,Collared Peccary,3,2014,10,20,8.53,,,ScoutGuard,,,,
Yalbac404F,404,F,304653,1927840,924,Collared Peccary,1,2015,1,22,7.18,,,ScoutGuard,,,,
Yalbac404F,404,F,304653,1927840,1131,Collared Peccary,5,2015,2,12,10.58,,,ScoutGuard,,,,
Yalbac404F,404,F,304653,1927840,1191,Collared Peccary,5,2015,2,14,5.17,,,ScoutGuard,,,,
Yalbac409A,409,A,283362,1934000,83,Common Opossum,1,2014,3,22,8,8,,Moultriecam,,,,
Yalbac407A,407,A,282835,1934017,38,Common Opossum,1,2014,3,26,20.42,20.5,,Bushnell,,,,
Yalbac403A,403,A,291031,1926154,344,Common Opossum,1,2014,3,28,23.35,23.5,,Bushnell,,,,
Yalbac410A,410,A,282533,1934009,45,Common Opossum,1,2014,4,2,1.48,1.5,,Moultrie,,,,
Yalbac403A,403,A,291031,1926154,660,Common Opossum,1,2014,4,8,21.48,21.5,,Bushnell,,,,
Yalbac409A,409,A,283362,1934000,163,Common Opossum,1,2014,4,11,1.14,1,,Moultriecam,,,,
Yalbac401a,401,A,299505,1927437,94,Common Opossum,1,2014,4,16,2.35,2.5,either common or virginian,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,269,Common Opossum,1,2014,5,3,1.03,1.03,,Bushnell,,,,
Yalbac410B,410,B,282304,1934085,55,Common Opossum,1,2014,5,3,3.34,3.5,,Moultrie,,,,
Yalbac406B,406,B,283558,1934171,661,Common Opossum,1,2014,5,20,21.57,21.5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,742,Common Opossum,1,2014,5,23,19.21,19,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,793,Common Opossum,1,2014,5,27,2.29,2,,Bushnell,,,,
Yalbac406C,406,C,283359,1934195,33,Common Opossum,1,2014,5,31,0.03,0,very tiny individuals,Bushnell,,,,
Yalbac406C,406,C,283359,1934195,52,Common Opossum,1,2014,6,4,19.24,19,very tiny individuals,Bushnell,,,,
Yalbac413C,413,C,302854,1927594,159,Common Opossum,1,2014,6,5,19.34,19.5,,Bushnell,,,,
Yalbac412C,412,C,282701,1934210,48,Common Opossum,1,2014,6,10,19.19,19,,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,72,Common Opossum,1,2014,6,18,3.36,3.5,,HCO ScoutGuard,,,,
Yalbac403C,403,C,290976,1926510,152,Common Opossum,1,2014,6,27,21.29,21,,Bushnell,,,,
Yalbac405C,405,C,283406,1933798,211,Common Opossum,1,2014,6,27,1.05,1,,Moultrie,,,,
Yalbac407C,407,C,287745,1932109,214,Common Opossum,1,2014,7,1,23.04,23,,Bushnell,,,,
Yalbac413C,413,C2,302854,1927594,74,Common Opossum,1,2014,7,26,23.51,23.5,,Bushnell,,,,
Yalbac408,408,C2,283344,1933425,717,Common Opossum,1,2014,7,28,23.32,23.5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,733,Common Opossum,1,2014,7,31,3.18,3,,HCO ScoutGuard,,,,
Yalbac403,403,C2,290976,1926510,263,Common Opossum,1,2014,8,12,0.14,0,,Bushnell,,,,
Yalbac401,401,C2,306148,1928079,118,Common Opossum,1,2014,8,15,12.33,12.5,,Moultricam,,,,
Yalbac403,403,C2,290976,1926510,341,Common Opossum,1,2014,8,29,21.13,21,,Bushnell,,,,
Yalbac403,403,C2,290976,1926510,356,Common Opossum,1,2014,9,2,3.23,3,,Bushnell,,,,
Yalbac403D,403,D,290967,1926303,4,Common Opossum,1,2014,9,19,19.5,,,Bushnell,,,,
Yalbac412D,412,D,283343,1933216,18,Common Opossum,1,2014,9,21,22.09,,,ScoutGuard,,,,
Yalbac413D,413,D,302850,1927087,50,Common Opossum,1,2014,9,26,18.52,,,Bushnell,,,,
Yalbac413D,413,D,302850,1927087,79,Common Opossum,1,2014,9,30,2.35,,,Bushnell,,,,
Yalbac413D,413,D,302850,1927087,110,Common Opossum,1,2014,10,1,2.04,,,Bushnell,,,,
Yalbac403D,403,D,290967,1926303,67,Common Opossum,1,2014,10,6,5.02,,,Bushnell,,,,
Yalbac412D,412,D,283343,1933216,506,Common Opossum,1,2014,10,6,22.35,,,ScoutGuard,,,,
Yalbac412D,412,D,283343,1933216,1157,Common Opossum,1,2014,10,12,22.58,,,ScoutGuard,,,,
Yalbac403D,403,D,290967,1926303,127,Common Opossum,1,2014,10,16,22.15,,,Bushnell,,,,
Yalbac413D,413,D,302850,1927087,163,Common Opossum,1,2014,10,17,20.23,,,Bushnell,,,,
Yalbac403D,403,D,290967,1926303,143,Common Opossum,1,2014,10,20,19.23,,,Bushnell,,,,
Yalbac413D,413,D,302850,1927087,202,Common Opossum,1,2014,10,28,22.47,,,Bushnell,,,,
Yalbac413E,413,E,305716,1928611,239,Common Opossum,1,2014,11,14,1.24,,,ScoutGuard,,,,
Yalbac413E,413,E,305716,1928611,360,Common Opossum,1,2014,11,19,19.32,,,ScoutGuard,,,,
Yalbac402E,402,E,303760,1927582,70,Common Opossum,1,2014,11,22,1.07,,,Bushnell,,,,
Yalbac413E,413,E,305716,1928611,669,Common Opossum,1,2014,11,28,0.59,,,ScoutGuard,,,,
Yalbac413E,413,E,305716,1928611,745,Common Opossum,1,2014,12,1,1.57,,,ScoutGuard,,,,
Yalbac411F,411,F,291694,1928983,250,Common Opossum,1,2014,12,25,18.1,,,ScoutGuard,,,,
Yalbac413F,413,F,305716,1928611,326,Common Opossum,1,2015,1,1,22.45,,,ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,236,Common Pauraque,2,2014,7,7,18.54,18.5,,HCO ScoutGuard,,,,
Yalbac411C,411,C,283393,1933215,245,Common Pauraque,1,2014,7,9,18.47,18.5,,HCO ScoutGuard,,,,
Yalbac412D,412,D,283343,1933216,406,Common Pauraque,1,2014,10,5,5.35,,,ScoutGuard,,,,
Yalbac410A,410,A,282533,1934009,35,Crested Guan,4,2014,3,31,15.11,15,2 chicks and 2 adults,Moultrie,,,,
Yalbac410A,410,A,282533,1934009,46,Crested Guan,4,2014,4,6,8.22,8,2 chicks and 2 adults,Moultrie,,,,
Yalbac410A,410,A,282533,1934009,78,Crested Guan,4,2014,4,14,6.5,6.5,2 chicks and 2 adults,Moultrie,,,,
Yalbac411B,411,B,283544,1931474,259,Crested Guan,3,2014,4,27,15.53,15.5,1 chick and 2 adults,HCO ScoutGuard,,,,
Yalbac412B,412,B,283420,1931719,169,Crested Guan,2,2014,5,6,6.58,6.5,,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,573,Crested Guan,2,2014,5,10,5.46,5.5,1 chick 1 adult,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,586,Crested Guan,2,2014,5,10,8.15,8,1 chick 1 adult,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,719,Crested Guan,2,2014,5,13,9.08,9,1 chick 1 adult,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,813,Crested Guan,3,2014,5,14,13.48,13.5,1 chick 2 adults,HCO ScoutGuard,,,,
Yalbac411B,411,B,283544,1931474,1057,Crested Guan,2,2014,5,23,15.5,15.5,1 chick 1 adult,HCO ScoutGuard,,,,
Yalbac407C,407,C,287745,1932109,39,Crested Guan,2,2014,6,6,17.3,17.5,,Bushnell,,,,
Yalbac410C,410,C,286612,1934360,157,Crested Guan,3,2014,6,9,11.25,11,1 chick 2 adults,Moultrie,,,,
Yalbac404C,404,C,304607,1927908,69,Crested Guan,3,2014,6,11,16.42,16.5,2 chicks and 1 adult,HCO ScoutGuard,,,,
Yalbac404C,404,C,304607,1927908,190,Crested Guan,4,2014,6,21,8.43,8.5,2 chicks and 2 adult,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,220,Crested Guan,1,2014,6,21,17.54,17.5,,HCO ScoutGuard,,,,
Yalbac408C,408,C,283344,1933425,293,Crested Guan,1,2014,6,29,16.34,16.5,,HCO ScoutGuard,,,,
Yalbac412C,412,C,282701,1934210,128,Crested Guan,1,2014,7,2,12.03,12.03,,HCO ScoutGuard,,,,
Yalbac404C,404,C,304607,1927908,514,Crested Guan,2,2014,7,9,11.27,11,,HCO ScoutGuard,,,,
Yalbac410C,410,C,286612,1934360,315,Crested Guan,2,2014,7,12,10.11,10,1 chick 1 adult,Moultrie,,,,
Yalbac404C,404,C,304607,1927908,654,Crested Guan,1,2014,7,13,12.45,12.5,1 chick 1 adult,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,398,Crested Guan,4,2014,7,23,16.23,16,,HCO ScoutGuard,,,,
Yalbac406,406,C2,283359,1934195,53,Crested Guan,3,2014,7,24,8.56,8.5,1 adult and 2 chicks,Bushnell,,,,
Yalbac406,406,C2,283359,1934195,60,Crested Guan,2,2014,7,24,12.49,12.5,1 adult and a chick,Bushnell,,,,
Yalbac407,407,C2,287745,1932109,20,Crested Guan,1,2014,8,1,11.25,11,,Bushnell,,,,
Yalbac413C,413,C2,302854,1927594,216,Crested Guan,4,2014,8,15,15.21,15,,Bushnell,,,,
Yalbac408,408,C2,283344,1933425,1057,Crested Guan,1,2014,8,25,17.29,17,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1138,Crested Guan,3,2014,8,29,12.58,12.5,,HCO ScoutGuard,,,,
Yalbac405,405,C2,283406,1933798,326,Crested Guan,1,2014,9,4,10.28,10,,Moultricam,,,,
Yalbac407D,407,D,283444,1934825,19,Crested Guan,3,2014,9,22,8.4,,,Bushnell,,,,
Yalbac407D,407,D,283444,1934825,64,Crested Guan,1,2014,9,24,14.43,,,Bushnell,,,,
Yalbac405D,405,D,283565,1934622,142,Crested Guan,3,2014,10,14,15.23,,,Moultrie,,,,
Yalbac413E,413,E,305716,1928611,199,Crested Guan,1,2014,11,9,11.34,,,ScoutGuard,,,,
Yalbac403E,403,E,287303,1935282,49,Crested Guan,1,2014,11,20,12.53,,,Bushnell,,,,
Yalbac405E,405,E,283533,1933999,163,Crested Guan,2,2014,12,12,14.51,,,Moultrie,,,,
Yalbac409F,409,F,290371,1936481,7,Crested Guan,3,2014,12,25,17.08,,,Moultrie,,,,
Yalbac409F,409,F,290371,1936481,25,Crested Guan,3,2014,12,30,9,,,Moultrie,,,,
Yalbac407F,407,F,288175,1935951,106,Crested Guan,1,2015,1,11,17.34,,,Bushnell,,,,
Yalbac403D,403,D,290967,1926303,20,Deppe's Squirrel,1,2014,9,21,9.46,,,Bushnell,,,,
Yalbac412D,412,D,283343,1933216,131,Deppe's Squirrel,1,2014,10,3,7.16,,,ScoutGuard,,,,
Yalbac405E,405,E,283533,1933999,229,Deppe's Squirrel,1,2014,12,17,6.36,,,Moultrie,,,,
Yalbac402F,402,F,303762,1927588,122,Deppe's Squirrel,1,2015,2,1,13.21,,,Bushnell,,,,
Yalbac410A,410,A,282533,1934009,95,Deppe's Squirrel,1,2014,4,15,6.33,6.5,,Moultrie,,,,
Yalbac404B,404,B,305818,1928442,42,Deppe's Squirrel,1,2014,5,5,6.06,6,,HCO ScoutGuard,,,,
Yalbac406C,406,C,283359,1934195,164,Deppe's Squirrel,1,2014,6,30,6.25,6,,Bushnell,,,,
Yalbac404,404,C2,304607,1927908,499,Deppe's Squirrel,1,2014,7,26,16.12,16,,HCO ScoutGuard,,,,
Yalbac403,403,C2,290976,1926510,287,Deppe's Squirrel,1,2014,8,19,9.28,9,,Bushnell,,,,
Yalbac403,403,C2,290976,1926510,329,Deppe's Squirrel,1,2014,8,27,11.41,11.5,,Bushnell,,,,
Yalbac403,403,C2,290976,1926510,344,Deppe's Squirrel,1,2014,8,31,9.13,9,,Bushnell,,,,
Yalbac403,403,C2,290976,1926510,365,Deppe's Squirrel,1,2014,9,2,13.03,13,,Bushnell,,,,
Yalbac403,403,C2,290976,1926510,384,Deppe's Squirrel,1,2014,9,4,7.29,7,,Bushnell,,,,
Yalbac403,403,C2,290976,1926510,389,Deppe's Squirrel,1,2014,9,4,10.57,1.5,,Bushnell,,,,
Yalbac403,403,C2,290976,1926510,412,Deppe's Squirrel,1,2014,9,16,8.02,8,,Bushnell,,,,
Yalbac404B,404,B,305818,1928442,65,Four-eyed Oppossum,1,2014,5,20,23.54,23.54,,HCO ScoutGuard,,,,
Yalbac404C,404,C,304607,1927908,317,Four-eyed Oppossum,1,2014,6,25,0.03,0,,HCO ScoutGuard,,,,
Yalbac404C,404,C,304607,1927908,399,Four-eyed Oppossum,1,2014,7,3,1.48,1.5,,HCO ScoutGuard,,,,
Yalbac404E,404,E,304653,1927840,19,Four-eyed Oppossum,1,2014,11,6,21.56,,,ScoutGuard,,,,
Yalbac406A,406,A,283348,1933228,153,Gray Fox,1,2014,4,1,18.39,18.5,,Bushnell,,,,
Yalbac407A,407,A,282835,1934017,58,Gray Fox,1,2014,4,14,14.14,14,,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,284,Gray Fox,1,2014,4,15,5.45,5.5,,Bushnell,,,,
Yalbac406A,406,A,283348,1933228,290,Gray Fox,1,2014,4,15,7.59,7.5,carrying food source,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,24,Gray Fox,1,2014,4,24,3.45,3.45,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,146,Gray Fox,1,2014,4,27,23.57,23.5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,155,Gray Fox,1,2014,4,28,4.4,4.5,with a small rodent in mouth,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,171,Gray Fox,1,2014,4,28,10.18,10,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,202,Gray Fox,1,2014,4,29,4.52,4.52,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,243,Gray Fox,1,2014,4,30,4.25,4,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,252,Gray Fox,1,2014,4,30,9.51,9.5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,254,Gray Fox,1,2014,5,1,5.1,5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,259,Gray Fox,1,2014,5,1,11.11,11,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,274,Gray Fox,1,2014,5,3,7.32,7.5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,277,Gray Fox,1,2014,5,3,12.1,12,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,298,Gray Fox,1,2014,5,4,10.54,10.5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,311,Gray Fox,1,2014,5,5,4.43,4.5,deficating infront of camera,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,315,Gray Fox,1,2014,5,6,4.24,4,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,333,Gray Fox,1,2014,5,6,13.37,13.5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,380,Gray Fox,1,2014,5,10,10.34,10.5,,Bushnell,,,,
Yalbac404B,404,B,305818,1928442,53,Gray Fox,1,2014,5,11,19.12,19,,HCO ScoutGuard,,,,
Yalbac406B,406,B,283558,1934171,391,Gray Fox,1,2014,5,12,3.34,3.5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,485,Gray Fox,1,2014,5,16,8.05,8,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,487,Gray Fox,1,2014,5,16,9.07,9,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,552,Gray Fox,1,2014,5,18,4.21,4,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,683,Gray Fox,1,2014,5,21,10.04,10,deficating infront of camera,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,703,Gray Fox,1,2014,5,22,7.03,7,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,740,Gray Fox,1,2014,5,23,17.29,17,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,752,Gray Fox,1,2014,5,24,12.57,12.5,urinating for marking,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,759,Gray Fox,1,2014,5,25,5.43,5.5,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,797,Gray Fox,1,2014,5,27,4.29,4,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,800,Gray Fox,1,2014,5,27,6.27,6,,Bushnell,,,,
Yalbac406B,406,B,283558,1934171,811,Gray Fox,1,2014,5,28,4.24,4,,Bushnell,,,,
Yalbac406C,406,C,283359,1934195,118,Gray Fox,1,2014,6,17,17.26,17,,Bushnell,,,,
Yalbac406C,406,C,283359,1934195,140,Gray Fox,1,2014,6,19,4.55,4.5,,Bushnell,,,,
Yalbac406C,406,C,283359,1934195,160,Gray Fox,1,2014,6,24,17.3,17.3,,Bushnell,,,,
Yalbac412C,412,C,282701,1934210,147,Gray Fox,1,2014,7,10,15.4,15.5,,HCO ScoutGuard,,,,
Yalbac405,405,C2,283406,1933798,49,Gray Fox,1,2014,7,25,4.07,4,,Moultricam,,,,
Yalbac406,406,C2,283359,1934195,73,Gray Fox,1,2014,7,27,11.38,11.5,,Bushnell,,,,
Yalbac408,408,C2,283344,1933425,655,Gray Fox,1,2014,7,27,8.02,8,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,731,Gray Fox,1,2014,7,30,4.3,4.5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,743,Gray Fox,1,2014,8,1,11.29,11,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,805,Gray Fox,1,2014,8,6,12.13,12,,HCO ScoutGuard,,,,
Yalbac406,406,C2,283359,1934195,125,Gray Fox,1,2014,8,7,5.22,5,,Bushnell,,,,
Yalbac408,408,C2,283344,1933425,920,Gray Fox,1,2014,8,18,4.58,4.5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,963,Gray Fox,1,2014,8,20,9.36,9.5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,972,Gray Fox,1,2014,8,21,4.51,4.5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,977,Gray Fox,1,2014,8,21,9.41,9.5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1019,Gray Fox,1,2014,8,21,11.42,11.5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1022,Gray Fox,1,2014,8,22,5.02,5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1027,Gray Fox,1,2014,8,23,10.32,10.5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1029,Gray Fox,1,2014,8,23,11.01,11,,HCO ScoutGuard,,,,
Yalbac405,405,C2,283406,1933798,265,Gray Fox,1,2014,8,24,14.46,14.5,,Moultricam,,,,
Yalbac408,408,C2,283344,1933425,1037,Gray Fox,1,2014,8,24,9.17,9,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1116,Gray Fox,1,2014,8,27,4.32,4.5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1127,Gray Fox,1,2014,8,27,15.53,15.5,,HCO ScoutGuard,,,,
Yalbac405,405,C2,283406,1933798,301,Gray Fox,1,2014,8,28,9.41,9.5,,Moultricam,,,,
Yalbac405,405,C2,283406,1933798,307,Gray Fox,1,2014,8,30,14.06,14,,Moultricam,,,,
Yalbac408,408,C2,283344,1933425,1140,Gray Fox,1,2014,8,31,13.08,13,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1143,Gray Fox,1,2014,8,31,16.13,16.5,,HCO ScoutGuard,,,,
Yalbac407,407,C2,287745,1932109,110,Gray Fox,1,2014,9,2,16.16,16,,Bushnell,,,,
Yalbac408,408,C2,283344,1933425,1155,Gray Fox,1,2014,9,2,11.15,11,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1162,Gray Fox,1,2014,9,3,9.23,9,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1199,Gray Fox,1,2014,9,4,7.25,7,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1218,Gray Fox,1,2014,9,5,9.05,9.05,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1251,Gray Fox,1,2014,9,7,8.13,8,,HCO ScoutGuard,,,,
Yalbac403,403,C2,290976,1926510,401,Gray Fox,1,2014,9,11,0.04,0,,Bushnell,,,,
Yalbac403,403,C2,290976,1926510,405,Gray Fox,1,2014,9,11,22.41,22.5,,Bushnell,,,,
Yalbac408,408,C2,283344,1933425,1269,Gray Fox,1,2014,9,11,4.47,4.5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1270,Gray Fox,1,2014,9,11,9.46,9.5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1273,Gray Fox,1,2014,9,12,12.25,12,,HCO ScoutGuard,,,,
Yalbac406,406,C2,283359,1934195,248,Gray Fox,1,2014,9,13,2.18,2,,Bushnell,,,,
Yalbac406,406,C2,283359,1934195,250,Gray Fox,1,2014,9,13,8.17,8,,Bushnell,,,,
Yalbac408,408,C2,283344,1933425,1295,Gray Fox,1,2014,9,14,4.4,4.5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1311,Gray Fox,1,2014,9,16,16.32,16.5,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1314,Gray Fox,1,2014,9,17,10.25,10,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1336,Gray Fox,1,2014,9,17,13.06,13,,HCO ScoutGuard,,,,
Yalbac408,408,C2,283344,1933425,1338,Gray Fox,1,2014,9,18,4.37,4.5,,HCO ScoutGuard,,,,
Yalbac408D,408,D,291805,1929881,25,Gray Fox,1,2014,9,19,18.24,,,ScoutGuard,,,,
Yalbac408D,408,D,291805,1929881,28,Gray Fox,1,2014,9,20,4.54,,,ScoutGuard,,,,
Yalbac406D,406,D,292120,1930183,37,Gray Fox,1,2014,9,21,5.1,,,Bushnell,,,,
Yalbac408D,408,D,291805,1929881,38,Gray Fox,1,2014,9,23,8.38,,,ScoutGuard,,,,
Yalbac403D,403,D,290967,1926303,34,Gray Fox,1,2014,9,28,7.49,,,Bushnell,,,,
Yalbac412D,412,D,283343,1933216,87,Gray Fox,1,2014,9,28,12.49,,,ScoutGuard,,,,
Yalbac403D,403,D,290967,1926303,40,Gray Fox,1,2014,9,30,7.14,,,Bushnell,,,,
Yalbac404D,404,D,304744,1927456,177,Gray Fox,1,2014,10,16,12.2,,,ScoutGuard,,,,
Yalbac405D,405,D,283565,1934622,160,Gray Fox,1,2014,10,20,11.32,,,Moultrie,,,,
Yalbac405D,405,D,283565,1934622,166,Gray Fox,1,2014,10,22,13.28,,,Moultrie,,,,
Yalbac404D,404,D,304744,1927456,228,Gray Fox,1,2014,10,23,12.11,,,ScoutGuard,,,,
Yalbac406D,406,D,292120,1930183,201,Gray Fox,1,2014,10,23,9.43,,,Bushnell,,,,
Yalbac407D,407,D,283444,1934825,127,Gray Fox,1,2014,10,25,13.15,,,Bushnell,,,,
Yalbac405D,405,D,283565,1934622,190,Gray Fox,1,2014,10,26,9.26,,,Moultrie,,,,
Yalbac405D,405,D,283565,1934622,193,Gray Fox,1,2014,10,27,6.42,,,Moultrie,,,,
Yalbac407D,407,D,283444,1934825,175,Gray Fox,1,2014,10,30,9.17,,,Bushnell,,,,
Yalbac405D,405,D,283565,1934622,202,Gray Fox,1,2014,11,3,7.26,,,Moultrie,,,,
Yalbac406E,406,E,286926,1935340,4,Gray Fox,1,2014,11,4,11.52,,,Bushnell,,,,
Yalbac403E,403,E,287303,1935282,10,Gray Fox,1,2014,11,10,8.34,,,Bushnell,,,,
Yalbac407E,407,E,284554,1935262,115,Gray Fox,1,2014,11,11,9.53,,,Bushnell,,,,
Yalbac407E,407,E,284554,1935262,121,Gray Fox,1,2014,11,12,5.35,,,Bushnell,,,,
Yalbac413E,413,E,305716,1928611,236,Gray Fox,1,2014,11,13,11.12,,,ScoutGuard,,,,
Yalbac407E,407,E,284554,1935262,154,Gray Fox,1,2014,11,17,8.52,,,Bushnell,,,,
Yalbac405E,405,E,283533,1933999,31,Gray Fox,1,2014,11,23,15.34,,,Moultrie,,,,
Yalbac407E,407,E,284554,1935262,235,Gray Fox,1,2014,11,25,10.23,,,Bushnell,,,,
Yalbac407E,407,E,284554,1935262,244,Gray Fox,1,2014,11,25,13.06,,,Bushnell,,,,
Yalbac405E,405,E,283533,1933999,58,Gray Fox,1,2014,11,28,14.59,,,Moultrie,,,,
Yalbac405E,405,E,283533,1933999,64,Gray Fox,1,2014,11,29,6.53,,,Moultrie,,,,
Yalbac413E,413,E,305716,1928611,768,Gray Fox,1,2014,12,3,9.57,,,ScoutGuard,,,,
Yalbac405E,405,E,283533,1933999,76,Gray Fox,1,2014,12,5,4.47,,,Moultrie,,,,
Yalbac406E,406,E,286926,1935340,34,Gray Fox,1,2014,12,6,8.12,,,Bushnell,,,,
Yalbac407E,407,E,284554,1935262,367,Gray Fox,1,2014,12,8,13.06,,,Bushnell,,,,
Yalbac405E,405,E,283533,1933999,154,Gray Fox,1,2014,12,11,9.29,,,Moultrie,,,,
Yalbac407E,407,E,284554,1935262,388,Gray Fox,1,2014,12,11,2.07,,,Bushnell,,,,
Yalbac407E,407,E,284554,1935262,391,Gray Fox,1,2014,12,11,7.02,,,Bushnell,,,,
Yalbac405E,405,E,283533,1933999,175,Gray Fox,1,2014,12,12,15.3,,,Moultrie,,,,
Yalbac407E,407,E,284554,1935262,412,Gray Fox,1,2014,12,12,12.07,,,Bushnell,,,,
Yalbac405E,405,E,283533,1933999,211,Gray Fox,1,2014,12,14,7.47,,,Moultrie,,,,
Yalbac405E,405,E,283533,1933999,226,Gray Fox,1,2014,12,15,4.03,,,Moultrie,,,,
Yalbac407E,407,E,284554,1935262,448,Gray Fox,1,2014,12,17,10.13,,,Bushnell,,,,
Yalbac412E,412,E,283384,1933012,312,Gray Fox,1,2014,12,19,8.45,,,ScoutGuard,,,,
Yalbac412E,412,E,283384,1933012,313,Gray Fox,1,2014,12,20,10.23,,,ScoutGuard,,,,
Yalbac407E,407,E,284554,1935262,481,Gray Fox,1,2014,12,21,10.51,,,Bushnell,,,,
Yalbac413F,413,F,305716,1928611,162,Gray Fox,1,2014,12,26,12.32,,,ScoutGuard,,,,
Yalbac401a,401,A,299505,1927437,28,Gray Fox,1,2014,24,3,15.39,15.5,,Moultrie,,,,
Yalbac403F,403,F,291689,1929549,289,Gray Fox,1,2015,1,13,2.38,,,Bushnell,,,,
Yalbac403F,403,F,291689,1929549,631,Gray Fox,1,2015,1,16,4.58,,,Bushnell,,,,
Yalbac407F,407,F,288175,1935951,121,Gray Fox,1,2015,1,16,11.51,,,Bushnell,,,,
Yalbac404F,404,F,304653,1927840,930,Gray Fox,1,2015,1,25,6.14,,,ScoutGuard,,,,
Yalbac403F,403,F,291689,1929549,685,Gray Fox,1,2015,1,26,21.46,,,Bushnell,,,,
Yalbac403F,403,F,291689,1929549,862,Gray Fox,1,2015,1,28,22.13,,,Bushnell,,,,
Yalbac404F,404,F,304653,1927840,961,Gray Fox,1,2015,1,30,10.58,,,ScoutGuard,,,,
Yalbac403F,403,F,291689,1929549,907,Gray Fox,1,2015,2,2,4.38,,,Bushnell,,,,
Yalbac403F,403,F,291689,1929549,955,Gray Fox,1,2015,2,5,23.41,,,Bushnell,,,,
Yalbac404F,404,F,304653,1927840,1020,Gray Fox,1,2015,2,6,14.11,,,ScoutGuard,,,,
Yalbac404F,404,F,304653,1927840,1046,Gray Fox,1,2015,2,10,11.16,,,ScoutGuard,,,,
