Location,Camera,Easting,Northing,Cam nr,series,picture,species name,Nr,Year,Month ,Day,Hour Exact,Comment,camera brand,,Location,Logging,,
,810C,286074,1935990,810,c,304,Ocellated Turkey,1,,5,10,16.21,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,307,Ocellated Turkey,1,,5,10,17.56,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,335,Ocellated Turkey,1,,5,11,6.51,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,337,Ocellated Turkey,1,,5,11,7.43,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,340,Ocellated Turkey,1,,5,11,15.34,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,352,Ocellated Turkey,1,,5,13,14.40,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,355,Ocellated Turkey,1,,5,13,15.21,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,361,Ocellated Turkey,1,,5,14,5.40,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,365,Ocellated Turkey,1,,5,14,14.53,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,374,Ocellated Turkey,1,,5,15,5.28,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,377,Ocellated Turkey,1,,5,15,6.14,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,379,Ocellated Turkey,1,,5,15,7.14,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,383,Ocellated Turkey,1,,5,16,5.59,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,385,Ocellated Turkey,1,,5,16,6.56,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,388,Ocellated Turkey,1,,5,16,14.46,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,397,Ocellated Turkey,1,,5,16,16.59,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,401,Ocellated Turkey,1,,5,17,5.54,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,403,Ocellated Turkey,1,,5,17,7.13,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,407,Ocellated Turkey,1,,5,17,17.14,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,409,Ocellated Turkey,1,,5,17,17.48,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,415,Ocellated Turkey,1,,5,18,6.40,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,427,Ocellated Turkey,1,,5,18,8.45,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,463,Ocellated Turkey,1,,5,19,9.45,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,479,Ocellated Turkey,1,,5,20,14.44,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,481,Ocellated Turkey,1,,5,20,16.14,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,512,Ocellated Turkey,1,,5,21,16.12,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,514,Ocellated Turkey,1,,5,21,17.45,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,522,Ocellated Turkey,1,,5,22,6.56,,bushnell,810C,Laguna Seca,no,,
,810C,286074,1935990,810,c,527,Ocellated Turkey,1,,5,22,7.54,,bushnell,810C,Laguna Seca,no,,
,812D,286087,1935581,812,d,1,Ocellated Turkey,1,,5,22,8.45,,bushnell,812D,Laguna Seca,no,,
,812D,286087,1935581,812,d,4,Ocellated Turkey,1,,5,22,12.34,,bushnell,812D,Laguna Seca,no,,
,812D,286087,1935581,812,d,31,Ocellated Turkey,1,,5,25,8.18,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,49,Ocellated Turkey,1,,5,24,17.12,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,56,Ocellated Turkey,1,,5,27,6.16,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,62,Ocellated Turkey,1,,5,27,16.31,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,65,Ocellated Turkey,1,,5,28,12.25,,bushnell,810D,Laguna Seca,no,,
,807D,289277,1956284,807,d,66,Ocellated Turkey,1,,6,10,5.34,,bushnell,807D,Yalbac,no,,
,810D,285371,1935931,810,d,79,Ocellated Turkey,1,,5,31,5.33,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,82,Ocellated Turkey,1,,5,31,6.52,,bushnell,810D,Laguna Seca,no,,
,803D,293723,1956073,803,d,107,Ocellated Turkey,1,,5,25,5.39,,bushnell,803D,Yalbac,no,,
,812D,286087,1935581,812,d,112,Ocellated Turkey,1,,6,10,8.50,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,113,Ocellated Turkey,1,,6,3,7.28,,bushnell,810D,Laguna Seca,no,,
,807D,289277,1956284,807,d,114,Ocellated Turkey,1,,6,25,16.17,,bushnell,807D,Yalbac,no,,
,810D,285371,1935931,810,d,115,Ocellated Turkey,1,,6,3,15.40,,bushnell,810D,Laguna Seca,no,,
,812D,286087,1935581,812,d,118,Ocellated Turkey,3,,6,11,9.18,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,124,Ocellated Turkey,1,,6,5,9.13,,bushnell,810D,Laguna Seca,no,,
,812D,286087,1935581,812,d,130,Ocellated Turkey,1,,6,11,11.02,,bushnell,812D,Laguna Seca,no,,
,807D,289277,1956284,807,d,142,Ocellated Turkey,1,,6,10,5.51,,bushnell,807D,Yalbac,no,,
,810D,285371,1935931,810,d,145,Ocellated Turkey,1,,6,7,7.29,,bushnell,810D,Laguna Seca,no,,
,812D,286087,1935581,812,d,145,Ocellated Turkey,1,,6,12,13.25,,bushnell,812D,Laguna Seca,no,,
,812D,286087,1935581,812,d,148,Ocellated Turkey,1,,6,12,17.16,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,151,Ocellated Turkey,1,,6,7,9.40,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,157,Ocellated Turkey,1,,6,7,14.56,,bushnell,810D,Laguna Seca,no,,
,807D,289277,1956284,807,d,158,Ocellated Turkey,1,,6,10,7.06,,bushnell,807D,Yalbac,no,,
,812D,286087,1935581,812,d,163,Ocellated Turkey,1,,6,17,11.43,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,167,Ocellated Turkey,1,,6,8,5.52,,bushnell,810D,Laguna Seca,no,,
,807D,289277,1956284,807,d,170,Ocellated Turkey,1,,6,10,17.55,,bushnell,807D,Yalbac,no,,
,810D,285371,1935931,810,d,172,Ocellated Turkey,1,,6,8,9.38,,bushnell,810D,Laguna Seca,no,,
,807D,289277,1956284,807,d,178,Ocellated Turkey,1,,6,10,18.51,,bushnell,807D,Yalbac,no,,
,812D,286087,1935581,812,d,178,Ocellated Turkey,1,,6,18,17.12,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,185,Ocellated Turkey,1,,6,8,14.20,,bushnell,810D,Laguna Seca,no,,
,807D,289277,1956284,807,d,194,Ocellated Turkey,1,,6,11,15.46,,bushnell,807D,Yalbac,no,,
,812D,286087,1935581,812,d,196,Ocellated Turkey,1,,6,20,8.50,,bushnell,812D,Laguna Seca,no,,
,812D,286087,1935581,812,d,199,Ocellated Turkey,1,,6,20,9.26,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,202,Ocellated Turkey,1,,6,9,13.40,,bushnell,810D,Laguna Seca,no,,
,812D,286087,1935581,812,d,203,Ocellated Turkey,1,,6,20,13.58,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,208,Ocellated Turkey,1,,6,9,15.08,,bushnell,810D,Laguna Seca,no,,
,807D,289277,1956284,807,d,210,Ocellated Turkey,1,,6,12,5.38,,bushnell,807D,Yalbac,no,,
,810D,285371,1935931,810,d,211,Ocellated Turkey,1,,6,9,16.35,,bushnell,810D,Laguna Seca,no,,
,812D,286087,1935581,812,d,211,Ocellated Turkey,1,,6,21,7.31,,bushnell,812D,Laguna Seca,no,,
,812D,286087,1935581,812,d,217,Ocellated Turkey,1,,6,21,16.00,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,239,Ocellated Turkey,1,,6,11,16.27,,bushnell,810D,Laguna Seca,no,,
,812D,286087,1935581,812,d,247,Ocellated Turkey,1,,6,23,13.58,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,250,Ocellated Turkey,1,,6,13,5.58,,bushnell,810D,Laguna Seca,no,,
,812D,286087,1935581,812,d,256,Ocellated Turkey,1,,6,25,13.22,,bushnell,812D,Laguna Seca,no,,
,810D,285371,1935931,810,d,260,Ocellated Turkey,1,,6,13,16.02,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,265,Ocellated Turkey,1,,6,13,17.49,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,271,Ocellated Turkey,2,,6,14,5.44,,bushnell,810D,Laguna Seca,no,,
,807D,289277,1956284,807,d,281,Ocellated Turkey,1,,6,12,6.13,,bushnell,807D,Yalbac,no,,
,810D,285371,1935931,810,d,286,Ocellated Turkey,2,,6,14,6.43,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,292,Ocellated Turkey,2,,6,14,9.12,,bushnell,810D,Laguna Seca,no,,
,803D,293723,1956073,803,d,301,Ocellated Turkey,1,,5,28,5.24,,bushnell,803D,Yalbac,no,,
,810D,285371,1935931,810,d,307,Ocellated Turkey,1,,6,14,14.33,,bushnell,810D,Laguna Seca,no,,
,803D,293723,1956073,803,d,310,Ocellated Turkey,1,,5,28,5.55,,bushnell,803D,Yalbac,no,,
,810D,285371,1935931,810,d,316,Ocellated Turkey,1,,6,15,16.55,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,322,Ocellated Turkey,1,,6,16,11.18,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,328,Ocellated Turkey,1,,6,17,8.59,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,337,Ocellated Turkey,1,,6,17,17.46,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,346,Ocellated Turkey,1,,6,18,17.42,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,362,Ocellated Turkey,1,,6,19,16.52,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,367,Ocellated Turkey,3,,6,21,18.02,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,398,Ocellated Turkey,1,,6,23,10.18,,bushnell,810D,Laguna Seca,no,,
,810D,285371,1935931,810,d,409,Ocellated Turkey,1,,6,26,16.50,,bushnell,810D,Laguna Seca,no,,
,807D,289277,1956284,807,d,457,Ocellated Turkey,1,,5,26,16.01,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,467,Ocellated Turkey,1,,5,27,6.21,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,473,Ocellated Turkey,2,,5,27,9.16,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,490,Ocellated Turkey,1,,6,1,5.42,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,496,Ocellated Turkey,1,,6,1,7.12,,bushnell,803D,Yalbac,no,,
,807D,289277,1956284,807,d,497,Ocellated Turkey,1,,5,29,17.06,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,523,Ocellated Turkey,1,,5,30,14.49,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,532,Ocellated Turkey,1,,6,1,10.45,,bushnell,803D,Yalbac,no,,
,807D,289277,1956284,807,d,538,Ocellated Turkey,1,,6,22,7.51,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,541,Ocellated Turkey,1,,6,3,12.20,,bushnell,803D,Yalbac,no,,
,807D,289277,1956284,807,d,585,Ocellated Turkey,1,,6,1,16.41,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,597,Ocellated Turkey,1,,6,2,8.13,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,607,Ocellated Turkey,2,,6,4,5.30,,bushnell,803D,Yalbac,no,,
,807D,289277,1956284,807,d,613,Ocellated Turkey,1,,6,2,14.42,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,616,Ocellated Turkey,2,,6,4,6.05,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,628,Ocellated Turkey,1,,6,5,13.42,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,637,Ocellated Turkey,1,,6,5,16.25,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,640,Ocellated Turkey,1,,6,5,16.38,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,649,Ocellated Turkey,1,,6,6,6.36,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,652,Ocellated Turkey,1,,6,7,7.25,,bushnell,803D,Yalbac,no,,
,807D,289277,1956284,807,d,653,Ocellated Turkey,1,,6,4,6.47,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,655,Ocellated Turkey,1,,6,7,9.34,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,664,Ocellated Turkey,1,,6,8,7.38,,bushnell,803D,Yalbac,no,,
,807D,289277,1956284,807,d,665,Ocellated Turkey,1,,6,4,17.09,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,670,Ocellated Turkey,1,,6,8,13.24,,bushnell,803D,Yalbac,no,,
,807D,289277,1956284,807,d,677,Ocellated Turkey,1,,6,5,5.36,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,679,Ocellated Turkey,1,,6,9,6.22,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,721,Ocellated Turkey,1,,6,9,7.47,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,728,Ocellated Turkey,1,,6,9,10.12,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,742,Ocellated Turkey,1,,6,10,6.01,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,751,Ocellated Turkey,1,,6,10,9.23,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,754,Ocellated Turkey,1,,6,10,12.44,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,757,Ocellated Turkey,1,,6,11,5.39,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,769,Ocellated Turkey,1,,6,12,7.47,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,772,Ocellated Turkey,1,,6,12,13.43,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,778,Ocellated Turkey,1,,6,13,9.47,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,781,Ocellated Turkey,1,,6,13,11.02,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,816,Ocellated Turkey,1,,6,15,8.20,,bushnell,803D,Yalbac,no,,
,807D,289277,1956284,807,d,853,Ocellated Turkey,1,,6,7,5.38,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,875,Ocellated Turkey,1,,6,15,12.08,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,879,Ocellated Turkey,1,,6,15,13.07,,bushnell,803D,Yalbac,no,,
,807D,289277,1956284,807,d,893,Ocellated Turkey,1,,6,7,16.57,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,904,Ocellated Turkey,1,,6,16,7.05,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,922,Ocellated Turkey,1,,6,18,8.07,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,928,Ocellated Turkey,1,,6,18,10.19,,bushnell,803D,Yalbac,no,,
,807D,289277,1956284,807,d,933,Ocellated Turkey,1,,6,8,13.04,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,963,Ocellated Turkey,2,,6,21,16.57,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,967,Ocellated Turkey,2,,6,21,17.34,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,982,Ocellated Turkey,1,,6,23,16.11,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,985,Ocellated Turkey,1,,6,23,17.21,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,1021,Ocellated Turkey,1,,6,26,15.35,,bushnell,803D,Yalbac,no,,
,812E,287809,1935980,812,e,31,Ocellated Turkey,1,,9,15,12.18,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,40,Ocellated Turkey,1,,9,16,6.59,,bushnell,812E,Laguna Seca,no,,
,807E,289279,1956285,807,e,41,Ocellated Turkey,1,,7,1,16.07,,bushnell,807E,Yalbac,no,,
,812E,287809,1935980,812,e,46,Ocellated Turkey,1,,9,16,8.06,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,187,Ocellated Turkey,1,,7,16,6.30,,bushnell,812E,Laguna Seca,no,,
,810E,285378,1935930,810,e,194,Ocellated turkey,4,,7,19,10.59,,bushnell,810E,Laguna Seca,no,,
,812E,287809,1935980,812,e,217,Ocellated Turkey,1,,7,18,6.05,,bushnell,812E,Laguna Seca,no,,
,810E,285378,1935930,810,e,220,Ocellated turkey,1,,7,23,18.05,,bushnell,810E,Laguna Seca,no,,
,812E,287809,1935980,812,e,241,Ocellated Turkey,1,,7,18,13.39,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,268,Ocellated Turkey,1,,7,19,5.59,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,373,Ocellated Turkey,1,,7,26,14.31,,bushnell,812E,Laguna Seca,no,,
,810E,285378,1935930,810,e,472,Ocellated turkey,1,,8,29,8.58,,bushnell,810E,Laguna Seca,no,,
,810E,285378,1935930,810,e,523,Ocellated turkey,1,,9,8,12.26,,bushnell,810E,Laguna Seca,no,,
,812E,287809,1935980,812,e,763,Ocellated Turkey,1,,9,10,7.54,,bushnell,812E,Laguna Seca,no,,
,801E,292709,1955722,801,e,5302,Ocellated Turkey,3,2018,8,29,16.56,,Moultrie,801E,Yalbac,no,,
,801E,292709,1955722,801,e,5326,Ocellated Turkey,1,2018,9,5,16.56,,Moultrie,801E,Yalbac,no,,
,810F,285385,1935920,810,f,19,Ocellated Turkey,1,,9,10,13.41,,bushnell,810F,Laguna Seca,no,,
,810F,285385,1935920,810,f,43,Ocellated Turkey,1,,9,13,13.24,,bushnell,810F,Laguna Seca,no,,
,810F,285385,1935920,810,f,67,Ocellated Turkey,1,,9,17,13.20,,bushnell,810F,Laguna Seca,no,,
,810F,285385,1935920,810,f,217,Ocellated Turkey,1,,10,12,14.29,,bushnell,810F,Laguna Seca,no,,
,810F,285385,1935920,810,f,238,Ocellated Turkey,1,,10,14,12.13,,bushnell,810F,Laguna Seca,no,,
,809F,290102,1941262,809,f,444,Ocellated Turkey,3,,9,20,15.29,,bushnell,809F,Laguna Seca,no,,
,811G,287914,1943199,811,g,28,Ocellated Turkey,2,,11,22,17.07,,bushnell,811G,Laguna Seca,no,,
,810G,285375,1935724,810,g,76,Ocellated Turkey,1,,11,28,9.32,,bushnell,810G,Laguna Seca,no,,
,810G,285375,1935724,810,g,79,Ocellated Turkey,1,,11,28,13.11,,bushnell,810G,Laguna Seca,no,,
,810G,285375,1935724,810,g,151,Ocellated Turkey,1,,12,9,10.47,,bushnell,810G,Laguna Seca,no,,
,810G,285375,1935724,810,g,208,Ocellated Turkey,1,,12,21,15.06,,bushnell,810G,Laguna Seca,no,,
,810G,285375,1935724,810,g,268,Ocellated Turkey,1,,12,27,15.57,,bushnell,810G,Laguna Seca,no,,
,814A,289441,1941086,814,a,6,Ocelot,2,,1,24,19.38,,bushnell,814A,Laguna Seca,no,,
,802A,291990,1954863,802,a,31,Ocelot,1,2018,1,14,12.35,,Moultrie,802A,Yalbac,no,,
,804A,288916,1956673,804,a,55,Ocelot,1,,1,5,0.04,,moultrie,804A,Yalbac,no,,
,804A,288916,1956673,804,a,97,Ocelot,1,,1,11,2.05,,moultrie,804A,Yalbac,no,,
,812A,286543,1935392,812,a,106,Ocelot,1,,1,14,0.30,,bushnell,812A,Laguna Seca,no,,
,812A,286543,1935392,812,a,130,Ocelot,1,,1,19,0.27,,bushnell,812A,Laguna Seca,no,,
,803A,289440,1956750,803,a,188,Ocelot,1,,1,13,5.12,,bushnell,803A,Yalbac,no,,
,804A,288916,1956673,804,a,193,Ocelot,1,,1,20,23.26,,moultrie,804A,Yalbac,no,,
,804A,288916,1956673,804,a,197,Ocelot,1,,1,21,0.31,With Prey,moultrie,804A,Yalbac,no,,
,804A,288916,1956673,804,a,199,Ocelot,1,,1,21,3.47,,moultrie,804A,Yalbac,no,,
,803A,289440,1956750,803,a,203,Ocelot,1,,1,15,1.54,,bushnell,803A,Yalbac,no,,
,803A,289440,1956750,803,a,292,Ocelot,1,,1,19,4.13,,bushnell,803A,Yalbac,no,,
,814A,289441,1941086,814,a,297,Ocelot,1,,1,12,23.26,,bushnell,814A,Laguna Seca,no,,
,812A,286543,1935392,812,a,325,Ocelot,1,,2,7,4.30,,bushnell,812A,Laguna Seca,no,,
,812A,286543,1935392,812,a,415,Ocelot,1,,2,16,11.34,,bushnell,812A,Laguna Seca,no,,
,812A,286543,1935392,812,a,451,Ocelot,1,,2,19,20.18,,bushnell,812A,Laguna Seca,no,,
,812A,286543,1935392,812,a,460,Ocelot,1,,2,21,9.50,,bushnell,812A,Laguna Seca,no,,
,812A,286543,1935392,812,a,485,Ocelot,1,,2,24,2.52,,bushnell,812A,Laguna Seca,no,,
,812A,286543,1935392,812,a,532,Ocelot,1,,3,3,20.14,,bushnell,812A,Laguna Seca,no,,
,803A,289440,1956750,803,a,599,Ocelot,1,,2,6,3.35,,bushnell,803A,Yalbac,no,,
,803A,289440,1956750,803,a,713,Ocelot,1,,2,12,5.34,,bushnell,803A,Yalbac,no,,
,803A,289440,1956750,803,a,889,Ocelot,1,,2,21,20.50,,bushnell,803A,Yalbac,no,,
,803A,289440,1956750,803,a,900,Ocelot,1,,2,23,0.56,,bushnell,803A,Yalbac,no,,
,814A,289441,1941086,814,a,901,Ocelot,1,,1,23,1.35,,bushnell,814A,Laguna Seca,no,,
,803A,289440,1956750,803,a,1019,Ocelot,1,,3,3,8.28,,bushnell,803A,Yalbac,no,,
,807B,291485,1956145,807,b,47,Ocelot,1,,3,8,20.48,,bushnell,807B,Yalbac,no,,
,807B,291485,1956145,807,b,57,Ocelot,1,,3,9,21.02,,bushnell,807B,Yalbac,no,,
,803B,289436,1956746,803,b,59,Ocelot,1,,3,10,0.48,,bushnell,803B,Yalbac,no,,
,805B,290411,1956668,805,b,79,Ocelot,1,,3,30,4.10,,bushnell,805B,Yalbac,no,,
,807B,291485,1956145,807,b,109,Ocelot,1,,3,13,6.05,,bushnell,807B,Yalbac,no,,
,812B,286540,1935398,812,b,110,Ocelot,1,,3,17,3.41,,bushnell,812B,Laguna Seca,no,,
,805B,290411,1956668,805,b,136,Ocelot,1,,4,17,22.02,,bushnell,805B,Yalbac,no,,
,807B,291485,1956145,807,b,225,Ocelot,1,,3,15,5.30,,bushnell,807B,Yalbac,no,,
,807B,291485,1956145,807,b,329,Ocelot,1,,3,18,5.35,,bushnell,807B,Yalbac,no,,
,812B,286540,1935398,812,b,344,Ocelot,1,,4,5,20.16,,bushnell,812B,Laguna Seca,no,,
,803B,289436,1956746,803,b,371,Ocelot,1,,4,5,3.15,,bushnell,803B,Yalbac,no,,
,803B,289436,1956746,803,b,377,Ocelot,1,,4,5,4.49,,bushnell,803B,Yalbac,no,,
,812B,286540,1935398,812,b,389,Ocelot,1,,4,13,0.19,,bushnell,812B,Laguna Seca,no,,
,807B,291485,1956145,807,b,397,Ocelot,1,,3,23,4.01,,bushnell,807B,Yalbac,no,,
,803B,289436,1956746,803,b,494,Ocelot,1,,4,10,23.09,returning 25 minutes later with prey,bushnell,803B,Yalbac,no,,
,803B,289436,1956746,803,b,530,Ocelot,1,,4,13,1.28,,bushnell,803B,Yalbac,no,,
,807B,291485,1956145,807,b,741,Ocelot,1,,4,15,2.48,,bushnell,807B,Yalbac,no,,
,804C,288918,1956756,804,c,81,Ocelot,1,,5,8,18.47,,bushnell,804C,Yalbac,no,,
,810C,286074,1935990,810,c,319,Ocelot,1,,5,11,2.32,,bushnell,810C,Laguna Seca,no,,
,812D,286087,1935581,812,d,103,Ocelot,1,,6,7,23.25,,bushnell,812D,Laguna Seca,no,,
,803D,293723,1956073,803,d,145,Ocelot,1,,5,26,3.22,,bushnell,803D,Yalbac,no,,
,807D,289277,1956284,807,d,182,Ocelot,1,,6,10,21.55,,bushnell,807D,Yalbac,no,,
,812D,286087,1935581,812,d,262,Ocelot,1,,6,25,19.38,,bushnell,812D,Laguna Seca,no,,
,812D,286087,1935581,812,d,265,Ocelot,1,,6,25,4.27,,bushnell,812D,Laguna Seca,no,,
,807D,289277,1956284,807,d,313,Ocelot,1,,6,15,5.16,,bushnell,807D,Yalbac,no,,
,807D,289277,1956284,807,d,325,Ocelot,1,,6,15,22.25,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,406,Ocelot,1,,5,28,21.46,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,484,Ocelot,1,,5,31,20.06,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,487,Ocelot,1,,5,31,22.56,,bushnell,803D,Yalbac,no,,
,807D,289277,1956284,807,d,598,Ocelot,1,,6,23,19.41,,bushnell,807D,Yalbac,no,,
,803D,293723,1956073,803,d,676,Ocelot,1,,6,8,22.37,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,766,Ocelot,1,,6,12,4.53,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,910,Ocelot,1,,6,16,22.59,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,919,Ocelot,1,,6,18,2.52,,bushnell,803D,Yalbac,no,,
,803D,293723,1956073,803,d,934,Ocelot,1,,6,18,14.08,,bushnell,803D,Yalbac,no,,
,812E,287809,1935980,812,e,64,Ocelot,1,,9,17,1.11,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,130,Ocelot,1,,9,30,22.15,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,170,Ocelot,1,,10,9,23.53,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,172,Ocelot,1,,10,10,20.59,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,226,Ocelot,1,,10,19,3.47,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,254,Ocelot,1,,10,24,5.57,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,286,Ocelot,1,,11,5,22.04,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,301,Ocelot,1,,11,15,2.24,,bushnell,812E,Laguna Seca,no,,
,812E,287809,1935980,812,e,370,Ocelot,1,,7,25,22.55,,bushnell,812E,Laguna Seca,no,,
,810F,285385,1935920,810,f,58,Ocelot,1,,9,17,2.06,,bushnell,810F,Laguna Seca,no,,
,810F,285385,1935920,810,f,205,Ocelot,1,,10,10,20.33,,bushnell,810F,Laguna Seca,no,,
,810F,285385,1935920,810,f,256,Ocelot,1,,10,19,4.35,,bushnell,810F,Laguna Seca,no,,
