"Name","Logging.x","Property.x","Easting.x","Northing.x","Lat.x","Long.x","Cam.nr","series","picture","species.name","Species","Type","Nr","Year","Month","Day","Hour.Exact","Comment","Mammal","Logging.y","Property.y","Brand","Date.Placement","Date.Removed","Last.record","Days","Easting.y","Northing.y","Lat.y","Long.y","obsdate","visit","date_time_obs"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",904,"Ocelot","Leopardus pardalis","Mammal",1,2020,11,22,3.34,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-22,30,"2020-11-22 3.34"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",853,"Paca","Cuniculus paca","Mammal",1,2020,11,3,19.05,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-03,11,"2020-11-03 19.05"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",901,"Paca","Cuniculus paca","Mammal",1,2020,11,22,0.48,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-22,30,"2020-11-22 0.48"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",931,"Puma","Puma concolor","Mammal",1,2020,11,26,10.06,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-11-26,34,"2020-11-26 10.06"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",829,"White-nosed Coati","Nasua narica","Mammal",1,2020,10,28,6.03,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-10-28,5,"2020-10-28 6.03"
"06H","Yes","Yalbac",285400,1935914,17.499154,-89.021176,6,"H",844,"White-nosed Coati","Nasua narica","Mammal",1,2020,10,31,6.38,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,285400,1935914,17.499154,-89.021176,2020-10-31,8,"2020-10-31 6.38"
"05D","No","Laguna Seca",285350,1956957,17.689239,-89.023768,5,"D",1031,"White-lipped Peccary","Tayassu pecari","Mammal",95,2020,7,24,12.24,"","Yes","No","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,285350,1956957,17.689239,-89.023768,2020-07-24,28,"2020-07-24 12.24"
"05D","No","Laguna Seca",285350,1956957,17.689239,-89.023768,5,"D",1121,"White-lipped Peccary","Tayassu pecari","Mammal",58,2020,7,24,16.13,"","Yes","No","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,285350,1956957,17.689239,-89.023768,2020-07-24,28,"2020-07-24 16.13"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",211,"White-lipped Peccary","Tayassu pecari","Mammal",21,2020,3,2,6.45,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-03-02,31,"2020-03-02 6.45"
"13A","No","Laguna Seca",289492,1951376,17.639221,-88.98418,13,"A",686,"White-lipped Peccary","Tayassu pecari","Mammal",19,2020,3,1,10.21,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,289492,1951376,17.639221,-88.98418,2020-03-01,30,"2020-03-01 10.21"
"05D","No","Laguna Seca",285350,1956957,17.689239,-89.023768,5,"D",1001,"White-lipped Peccary","Tayassu pecari","Mammal",12,2020,7,24,10.56,"","Yes","No","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,285350,1956957,17.689239,-89.023768,2020-07-24,28,"2020-07-24 10.56"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",118,"White-lipped Peccary","Tayassu pecari","Mammal",6,2020,2,20,9.44,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-20,20,"2020-02-20 9.44"
"04A","No","Laguna Seca",286227,1954694,17.668885,-89.015273,4,"A",357,"Ocellated Turkey","Meleagris ocellata","Bird",4,2020,3,10,12,"","No","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286227,1954694,17.668885,-89.015273,2020-03-10,39,"2020-03-10 12.00"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",136,"Ocellated Turkey","Meleagris ocellata","Bird",4,2020,2,20,10.43,"","No","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-20,20,"2020-02-20 10.43"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",187,"Ocellated Turkey","Meleagris ocellata","Bird",4,2020,2,26,16.31,"","No","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-26,26,"2020-02-26 16.31"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",100,"Great Curassow","Crax rubra","Bird",3,2020,3,18,7.44,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-03-18,5,"2020-03-18 7.44"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",457,"Great Curassow","Crax rubra","Bird",3,2020,5,17,6.07,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-05-17,65,"2020-05-17 6.07"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",220,"Ocellated Turkey","Meleagris ocellata","Bird",3,2020,5,2,7.27,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-05-02,50,"2020-05-02 7.27"
"12C","No","Laguna Seca",286025,1953545,17.658479,-89.017063,12,"C",160,"Ocellated Turkey","Meleagris ocellata","Bird",3,2020,6,5,13.43,"","No","No","Laguna Seca","Bushnel",2020-05-22,2020-06-27,2020-06-27,36,286025,1953545,17.658479,-89.017063,2020-06-05,15,"2020-06-05 13.43"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",161,"Collared Peccary","Pecari tajacu","Mammal",3,2020,2,23,11.35,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-23,23,"2020-02-23 11.35"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",731,"Collared Peccary","Pecari tajacu","Mammal",3,2020,4,8,8.56,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-04-08,26,"2020-04-08 8.56"
"13G","No","Laguna Seca",288353,1950631,17.63238,-88.994834,13,"G",91,"White-tailed Deer","Odocoileus virginianus","Mammal",3,2020,11,2,11.53,"","Yes","No","Laguna Seca","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,288353,1950631,17.63238,-88.994834,2020-11-02,10,"2020-11-02 11.53"
"01A","No","Yalbac",284283,1938201,17.519712,-89.031925,1,"A",164,"Ocellated Turkey","Meleagris ocellata","Bird",3,2020,2,11,7.51,"","No","No","Yalbac","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,284283,1938201,17.519712,-89.031925,2020-02-11,11,"2020-02-11 7.51"
"01A","No","Yalbac",284283,1938201,17.519712,-89.031925,1,"A",227,"Ocellated Turkey","Meleagris ocellata","Bird",3,2020,2,16,13.5,"","No","No","Yalbac","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,284283,1938201,17.519712,-89.031925,2020-02-16,16,"2020-02-16 13.50"
"01A","No","Yalbac",284283,1938201,17.519712,-89.031925,1,"A",242,"Ocellated Turkey","Meleagris ocellata","Bird",3,2020,2,16,15.51,"","No","No","Yalbac","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,284283,1938201,17.519712,-89.031925,2020-02-16,16,"2020-02-16 15.51"
"01A","No","Yalbac",284283,1938201,17.519712,-89.031925,1,"A",569,"Ocellated Turkey","Meleagris ocellata","Bird",3,2020,3,9,7.09,"","No","No","Yalbac","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,284283,1938201,17.519712,-89.031925,2020-03-09,38,"2020-03-09 7.09"
"01A","No","Yalbac",284283,1938201,17.519712,-89.031925,1,"A",623,"Ocellated Turkey","Meleagris ocellata","Bird",3,2020,3,11,8.04,"","No","No","Yalbac","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,284283,1938201,17.519712,-89.031925,2020-03-11,40,"2020-03-11 8.04"
"01A","No","Yalbac",284283,1938201,17.519712,-89.031925,1,"A",659,"Ocellated Turkey","Meleagris ocellata","Bird",3,2020,3,13,7.13,"","No","No","Yalbac","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,284283,1938201,17.519712,-89.031925,2020-03-13,42,"2020-03-13 7.13"
"01A","No","Yalbac",284283,1938201,17.519712,-89.031925,1,"A",677,"Ocellated Turkey","Meleagris ocellata","Bird",3,2020,3,14,7.53,"","No","No","Yalbac","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,284283,1938201,17.519712,-89.031925,2020-03-14,43,"2020-03-14 7.53"
"02A","No","Yalbac",284995,1938088,17.518753,-89.025215,2,"A",61,"Ocellated Turkey","Meleagris ocellata","Bird",3,2020,2,10,12.4,"","No","No","Yalbac","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,284995,1938088,17.518753,-89.025215,2020-02-10,10,"2020-02-10 12.40"
"03A","No","Yalbac",284479,1939227,17.528991,-89.030179,3,"A",364,"Great Curassow","Crax rubra","Bird",3,2020,2,23,6.19,"","No","No","Yalbac","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,284479,1939227,17.528991,-89.030179,2020-02-23,23,"2020-02-23 6.19"
"03A","No","Yalbac",284479,1939227,17.528991,-89.030179,3,"A",739,"Ocellated Turkey","Meleagris ocellata","Bird",3,2020,3,12,6.39,"","No","No","Yalbac","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,284479,1939227,17.528991,-89.030179,2020-03-12,41,"2020-03-12 6.39"
"01A","No","Yalbac",284283,1938201,17.519712,-89.031925,1,"A",662,"White-lipped Peccary","Tayassu pecari","Mammal",3,2020,3,13,7.3,"","Yes","No","Yalbac","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,284283,1938201,17.519712,-89.031925,2020-03-13,42,"2020-03-13 7.30"
"02A","No","Yalbac",284995,1938088,17.518753,-89.025215,2,"A",97,"Collared Peccary","Pecari tajacu","Mammal",2,2020,2,15,15.06,"","Yes","No","Yalbac","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,284995,1938088,17.518753,-89.025215,2020-02-15,15,"2020-02-15 15.06"
"05D","No","Laguna Seca",285350,1956957,17.689239,-89.023768,5,"D",28,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,7,2,15.24,"with fawn","Yes","No","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,285350,1956957,17.689239,-89.023768,2020-07-02,6,"2020-07-02 15.24"
"05D","No","Laguna Seca",285350,1956957,17.689239,-89.023768,5,"D",34,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,7,3,5.52,"with fawn","Yes","No","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,285350,1956957,17.689239,-89.023768,2020-07-03,7,"2020-07-03 5.52"
"05D","No","Laguna Seca",285350,1956957,17.689239,-89.023768,5,"D",94,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,7,4,23.31,"with fawn","Yes","No","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,285350,1956957,17.689239,-89.023768,2020-07-04,8,"2020-07-04 23.31"
"05D","No","Laguna Seca",285350,1956957,17.689239,-89.023768,5,"D",316,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,7,6,13.35,"with fawn","Yes","No","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,285350,1956957,17.689239,-89.023768,2020-07-06,10,"2020-07-06 13.35"
"05D","No","Laguna Seca",285350,1956957,17.689239,-89.023768,5,"D",325,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,7,7,3.02,"with fawn","Yes","No","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,285350,1956957,17.689239,-89.023768,2020-07-07,11,"2020-07-07 3.02"
"05D","No","Laguna Seca",285350,1956957,17.689239,-89.023768,5,"D",496,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,7,7,6.08,"with fawn","Yes","No","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,285350,1956957,17.689239,-89.023768,2020-07-07,11,"2020-07-07 6.08"
"05D","No","Laguna Seca",285350,1956957,17.689239,-89.023768,5,"D",688,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,7,14,7.59,"with fawn","Yes","No","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,285350,1956957,17.689239,-89.023768,2020-07-14,18,"2020-07-14 7.59"
"06A","No","Yalbac",286075,1935603,17.496408,-89.014795,6,"A",199,"Gray Fox","Urocyon cinereoargenteus","Mammal",2,2020,2,19,2.02,"with kit","Yes","No","Yalbac","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286075,1935603,17.496408,-89.014795,2020-02-19,19,"2020-02-19 2.02"
"04A","No","Laguna Seca",286227,1954694,17.668885,-89.015273,4,"A",141,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,2,20,15.02,"","No","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286227,1954694,17.668885,-89.015273,2020-02-20,20,"2020-02-20 15.02"
"04A","No","Laguna Seca",286227,1954694,17.668885,-89.015273,4,"A",145,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,2,20,16.45,"","No","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286227,1954694,17.668885,-89.015273,2020-02-20,20,"2020-02-20 16.45"
"04A","No","Laguna Seca",286227,1954694,17.668885,-89.015273,4,"A",177,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,2,23,15.05,"","No","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286227,1954694,17.668885,-89.015273,2020-02-23,23,"2020-02-23 15.05"
"04A","No","Laguna Seca",286227,1954694,17.668885,-89.015273,4,"A",433,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,3,14,6.45,"","No","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286227,1954694,17.668885,-89.015273,2020-03-14,43,"2020-03-14 6.45"
"05A","No","Laguna Seca",285539,1956765,17.68752,-89.021967,5,"A",70,"Great Curassow","Crax rubra","Bird",2,2020,2,12,16.53,"","No","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,285539,1956765,17.68752,-89.021967,2020-02-12,12,"2020-02-12 16.53"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",76,"Great Curassow","Crax rubra","Bird",2,2020,3,29,8.07,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-03-29,16,"2020-03-29 8.07"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",88,"Great Curassow","Crax rubra","Bird",2,2020,3,31,9.55,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-03-31,18,"2020-03-31 9.55"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",100,"Great Curassow","Crax rubra","Bird",2,2020,4,4,11.29,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-04-04,22,"2020-04-04 11.29"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",109,"Great Curassow","Crax rubra","Bird",2,2020,4,6,9.28,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-04-06,24,"2020-04-06 9.28"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",136,"Great Curassow","Crax rubra","Bird",2,2020,4,9,6.46,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-04-09,27,"2020-04-09 6.46"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",169,"Great Curassow","Crax rubra","Bird",2,2020,4,15,5.27,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-04-15,33,"2020-04-15 5.27"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",193,"Great Curassow","Crax rubra","Bird",2,2020,4,17,5.58,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-04-17,35,"2020-04-17 5.58"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",241,"Great Curassow","Crax rubra","Bird",2,2020,4,22,6,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-04-22,40,"2020-04-22 6.00"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",307,"Great Curassow","Crax rubra","Bird",2,2020,4,29,5.21,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-04-29,47,"2020-04-29 5.21"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",328,"Great Curassow","Crax rubra","Bird",2,2020,5,2,5.22,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-05-02,50,"2020-05-02 5.22"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",352,"Great Curassow","Crax rubra","Bird",2,2020,5,3,16.28,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-05-03,51,"2020-05-03 16.28"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",391,"Great Curassow","Crax rubra","Bird",2,2020,5,6,18.08,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-05-06,54,"2020-05-06 18.08"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",49,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,3,20,7.36,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-03-20,7,"2020-03-20 7.36"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",61,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,3,24,9.53,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-03-24,11,"2020-03-24 9.53"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",127,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,4,7,8.39,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-04-07,25,"2020-04-07 8.39"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",157,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,4,14,7.43,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-04-14,32,"2020-04-14 7.43"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",334,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,5,2,6.1,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-05-02,50,"2020-05-02 6.10"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",442,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,5,11,6.53,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-05-11,59,"2020-05-11 6.53"
"05C","No","Laguna Seca",285349,1956946,17.689141,-89.023771,5,"C",25,"Great Curassow","Crax rubra","Bird",2,2020,6,12,10.27,"","No","No","Laguna Seca","Bushnel",2020-05-22,2020-06-27,2020-06-27,36,285349,1956946,17.689141,-89.023771,2020-06-12,22,"2020-06-12 10.27"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",175,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,2,25,18.09,"","No","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-25,25,"2020-02-25 18.09"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",313,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,3,9,17.24,"","No","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-03-09,38,"2020-03-09 17.24"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",167,"Great Curassow","Crax rubra","Bird",2,2020,2,13,8.49,"","No","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-13,13,"2020-02-13 8.49"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",40,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,3,15,13.1,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-03-15,2,"2020-03-15 13.10"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",73,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,3,16,5.49,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-03-16,3,"2020-03-16 5.49"
"12B","No","Laguna Seca",286513,1952783,17.65165,-89.012387,12,"B",203,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,3,19,8.51,"","No","No","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-05-22,69,286513,1952783,17.65165,-89.012387,2020-03-19,6,"2020-03-19 8.51"
"13A","No","Laguna Seca",289492,1951376,17.639221,-88.98418,13,"A",34,"Great Curassow","Crax rubra","Bird",2,2020,2,2,16.25,"","No","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,289492,1951376,17.639221,-88.98418,2020-02-02,2,"2020-02-02 16.25"
"13A","No","Laguna Seca",289492,1951376,17.639221,-88.98418,13,"A",277,"Great Curassow","Crax rubra","Bird",2,2020,2,15,8.19,"","No","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,289492,1951376,17.639221,-88.98418,2020-02-15,15,"2020-02-15 8.19"
"04A","No","Laguna Seca",286227,1954694,17.668885,-89.015273,4,"A",349,"Puma","Puma concolor","Mammal",2,2020,3,9,23.27,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286227,1954694,17.668885,-89.015273,2020-03-09,38,"2020-03-09 23.27"
"04A","No","Laguna Seca",286227,1954694,17.668885,-89.015273,4,"A",41,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,2,6,15.13,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286227,1954694,17.668885,-89.015273,2020-02-06,6,"2020-02-06 15.13"
"04A","No","Laguna Seca",286227,1954694,17.668885,-89.015273,4,"A",313,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,3,2,17.27,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286227,1954694,17.668885,-89.015273,2020-03-02,31,"2020-03-02 17.27"
"04A","No","Laguna Seca",286227,1954694,17.668885,-89.015273,4,"A",329,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,3,8,14.07,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286227,1954694,17.668885,-89.015273,2020-03-08,37,"2020-03-08 14.07"
"05A","No","Laguna Seca",285539,1956765,17.68752,-89.021967,5,"A",196,"Puma","Puma concolor","Mammal",2,2020,3,6,6.24,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,285539,1956765,17.68752,-89.021967,2020-03-06,35,"2020-03-06 6.24"
"05A","No","Laguna Seca",285539,1956765,17.68752,-89.021967,5,"A",211,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,3,9,6.25,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,285539,1956765,17.68752,-89.021967,2020-03-09,38,"2020-03-09 6.25"
"05B","No","Laguna Seca",285537,1956759,17.687468,-89.02198,5,"B",37,"Puma","Puma concolor","Mammal",2,2020,3,19,17.2,"","Yes","No","Laguna Seca","Bushnel",2020-03-14,2020-05-22,2020-05-22,69,285537,1956759,17.687468,-89.02198,2020-03-19,6,"2020-03-19 17.20"
"05D","No","Laguna Seca",285350,1956957,17.689239,-89.023768,5,"D",667,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,7,13,20.26,"","Yes","No","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,285350,1956957,17.689239,-89.023768,2020-07-13,17,"2020-07-13 20.26"
