"site","Camera","picture","species.name","Nr","Year","Month","Day","Hour.Exact","Comment","camera.brand","Location.1","Logging","Mammal","Easting.y","Northing.y","Site","Active_Log","obsdate","First_Obs","Last.Record_clean","Days","date_time_obs"
"810C","810C",466,"Baird's Tapir",1,2018,5,19,19.01,"","bushnell","Laguna Seca","no","Yes",286074,1935990,"Laguna Seca","no",2018-05-19,2018-04-20,2018-05-22,33,"2018-05-19 19.01"
"810D","810D",118,"Baird's Tapir",1,2018,6,3,22.55,"","bushnell","Laguna Seca","no","Yes",285371,1935931,"Laguna Seca","no",2018-06-03,2018-05-22,2018-06-27,36,"2018-06-03 22.55"
"810D","810D",127,"Baird's Tapir",1,2018,6,6,0.04,"","bushnell","Laguna Seca","no","Yes",285371,1935931,"Laguna Seca","no",2018-06-06,2018-05-22,2018-06-27,36,"2018-06-06 0.04"
"810D","810D",304,"Baird's Tapir",1,2018,6,14,9.38,"","bushnell","Laguna Seca","no","Yes",285371,1935931,"Laguna Seca","no",2018-06-14,2018-05-22,2018-06-27,36,"2018-06-14 9.38"
"810D","810D",350,"Baird's Tapir",1,2018,6,18,22.14,"","bushnell","Laguna Seca","no","Yes",285371,1935931,"Laguna Seca","no",2018-06-18,2018-05-22,2018-06-27,36,"2018-06-18 22.14"
"812E","812E",19,"Baird's Tapir",1,2018,9,11,19.41,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-09-11,2018-06-27,2018-11-17,140,"2018-09-11 19.41"
"812E","812E",148,"Baird's Tapir",1,2018,10,7,19.46,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-10-07,2018-06-27,2018-11-17,140,"2018-10-07 19.46"
"812E","812E",184,"Baird's Tapir",1,2018,10,11,19.48,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-10-11,2018-06-27,2018-11-17,140,"2018-10-11 19.48"
"812E","812E",263,"Baird's Tapir",1,2018,10,24,21.18,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-10-24,2018-06-27,2018-11-17,140,"2018-10-24 21.18"
"812E","812E",290,"Baird's Tapir",1,2018,11,6,18.43,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-11-06,2018-06-27,2018-11-17,140,"2018-11-06 18.43"
"812E","812E",358,"Baird's Tapir",1,2018,7,24,23.06,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-07-24,2018-06-27,2018-11-17,140,"2018-07-24 23.06"
"812E","812E",436,"Baird's Tapir",1,2018,7,30,21.54,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-07-30,2018-06-27,2018-11-17,140,"2018-07-30 21.54"
"812E","812E",487,"Baird's Tapir",1,2018,7,31,23.04,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-07-31,2018-06-27,2018-11-17,140,"2018-07-31 23.04"
"812E","812E",583,"Baird's Tapir",1,2018,8,14,22.42,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-08-14,2018-06-27,2018-11-17,140,"2018-08-14 22.42"
"812E","812E",622,"Baird's Tapir",1,2018,8,22,21.05,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-08-22,2018-06-27,2018-11-17,140,"2018-08-22 21.05"
"812E","812E",760,"Baird's Tapir",1,2018,9,9,21.41,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-09-09,2018-06-27,2018-11-17,140,"2018-09-09 21.41"
"810F","810F",214,"Baird's Tapir",1,2018,10,11,19.07,"","bushnell","Laguna Seca","no","Yes",285385,1935920,"Laguna Seca","no",2018-10-11,2018-09-10,2018-11-17,68,"2018-10-11 19.07"
"810F","810F",262,"Baird's Tapir",1,2018,10,20,1.26,"","bushnell","Laguna Seca","no","Yes",285385,1935920,"Laguna Seca","no",2018-10-20,2018-09-10,2018-11-17,68,"2018-10-20 1.26"
"810F","810F",319,"Baird's Tapir",1,2018,11,6,19.19,"","bushnell","Laguna Seca","no","Yes",285385,1935920,"Laguna Seca","no",2018-11-06,2018-09-10,2018-11-17,68,"2018-11-06 19.19"
"810F","810F",331,"Baird's Tapir",1,2018,11,9,20.5,"","bushnell","Laguna Seca","no","Yes",285385,1935920,"Laguna Seca","no",2018-11-09,2018-09-10,2018-11-17,68,"2018-11-09 20.50"
"810G","810G",91,"Baird's Tapir",1,2018,12,1,3.44,"","bushnell","Laguna Seca","no","Yes",285375,1935724,"Laguna Seca","no",2018-12-01,2018-11-17,2018-12-28,34,"2018-12-01 3.44"
"810G","810G",127,"Baird's Tapir",1,2018,12,4,19.23,"","bushnell","Laguna Seca","no","Yes",285375,1935724,"Laguna Seca","no",2018-12-04,2018-11-17,2018-12-28,34,"2018-12-04 19.23"
"807A","807A",245,"Chachalaca",2,2018,2,7,9.52,"","bushnell","Yalbac","no","No",292291,1954813,"Yalbac","no",2018-02-07,2018-01-02,2018-03-05,63,"2018-02-07 9.52"
"807A","807A",253,"Chachalaca",2,2018,2,9,7.15,"","bushnell","Yalbac","no","No",292291,1954813,"Yalbac","no",2018-02-09,2018-01-02,2018-03-05,63,"2018-02-09 7.15"
"807A","807A",269,"Chachalaca",2,2018,2,16,11.28,"","bushnell","Yalbac","no","No",292291,1954813,"Yalbac","no",2018-02-16,2018-01-02,2018-03-05,63,"2018-02-16 11.28"
"812A","812A",409,"Chachalaca",1,2018,2,16,8.1,"","bushnell","Laguna Seca","no","No",286543,1935392,"Laguna Seca","no",2018-02-16,2018-01-02,2018-03-05,63,"2018-02-16 8.10"
"803A","803A",222,"Clay-coloured Thrush",1,2018,1,16,7.06,"","bushnell","Yalbac","no","No",289440,1956750,"Yalbac","no",2018-01-16,2018-01-02,2018-03-05,63,"2018-01-16 7.06"
"814A","814A",257,"Clay-coloured Thrush",1,2018,1,11,17.2,"","bushnell","Laguna Seca","no","No",289441,1941086,"Laguna Seca","no",2018-01-11,2018-01-02,2018-03-05,63,"2018-01-11 17.20"
"814A","814A",277,"Clay-coloured Thrush",1,2018,1,12,6.05,"","bushnell","Laguna Seca","no","No",289441,1941086,"Laguna Seca","no",2018-01-12,2018-01-02,2018-03-05,63,"2018-01-12 6.05"
"814A","814A",409,"Clay-coloured Thrush",1,2018,1,15,6.4,"","bushnell","Laguna Seca","no","No",289441,1941086,"Laguna Seca","no",2018-01-15,2018-01-02,2018-03-05,63,"2018-01-15 6.40"
"807B","807B",157,"Clay-coloured Thrush",1,2018,3,14,8.48,"","bushnell","Yalbac","no","No",291485,1956145,"Yalbac","no",2018-03-14,2018-03-05,2018-04-20,46,"2018-03-14 8.48"
"803B","803B",185,"Collared Peccary",1,2018,3,17,7.35,"","bushnell","Yalbac","no","Yes",289436,1956746,"Yalbac","no",2018-03-17,2018-03-05,2018-04-20,46,"2018-03-17 7.35"
"803B","803B",389,"Collared Peccary",1,2018,4,8,12.3,"","bushnell","Yalbac","no","Yes",289436,1956746,"Yalbac","no",2018-04-08,2018-03-05,2018-04-20,46,"2018-04-08 12.30"
"810B","810B",481,"Collared Peccary",1,2018,4,1,9.41,"","bushnell","Laguna Seca","no","Yes",286075,1935996,"Laguna Seca","no",2018-04-01,2018-03-05,2018-04-20,46,"2018-04-01 9.41"
"812D","812D",136,"Collared Peccary",1,2018,6,11,14.57,"","bushnell","Laguna Seca","no","Yes",286087,1935581,"Laguna Seca","no",2018-06-11,2018-05-22,2018-06-27,36,"2018-06-11 14.57"
"812E","812E",65,"Collared Peccary",2,2018,7,4,15.24,"plus piglet","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-07-04,2018-06-27,2018-11-17,140,"2018-07-04 15.24"
"813A","813A",55,"Common Opossum",1,2018,1,24,20.39,"","bushnell","Laguna Seca","no","Yes",287746,1943221,"Laguna Seca","no",2018-01-24,2018-01-02,2018-03-05,63,"2018-01-24 20.39"
"807A","807A",128,"Common Opossum",1,2018,1,9,23.26,"","bushnell","Yalbac","no","Yes",292291,1954813,"Yalbac","no",2018-01-09,2018-01-02,2018-03-05,63,"2018-01-09 23.26"
"814A","814A",304,"Common Opossum",1,2018,2,1,2.35,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-02-01,2018-01-02,2018-03-05,63,"2018-02-01 2.35"
"812A","812A",364,"Common Opossum",1,2018,2,12,4.33,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-02-12,2018-01-02,2018-03-05,63,"2018-02-12 4.33"
"812A","812A",458,"Common Opossum",1,2018,2,19,22.26,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-02-19,2018-01-02,2018-03-05,63,"2018-02-19 22.26"
"812A","812A",538,"Common Opossum",1,2018,3,4,3.23,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-03-04,2018-01-02,2018-03-05,63,"2018-03-04 3.23"
"812B","812B",298,"Common Opossum",1,2018,3,31,22.32,"","bushnell","Laguna Seca","no","Yes",286540,1935398,"Laguna Seca","no",2018-03-31,2018-03-05,2018-04-20,46,"2018-03-31 22.32"
"813B","813B",301,"Common Opossum",1,2018,4,3,22.15,"","bushnell","Laguna Seca","no","Yes",288932,1943570,"Laguna Seca","no",2018-04-03,2018-03-05,2018-04-20,46,"2018-04-03 22.15"
"812B","812B",331,"Common Opossum",1,2018,4,4,23.18,"","bushnell","Laguna Seca","no","Yes",286540,1935398,"Laguna Seca","no",2018-04-04,2018-03-05,2018-04-20,46,"2018-04-04 23.18"
"803B","803B",608,"Common Opossum",1,2018,4,15,2.41,"tail 1/3 white","bushnell","Yalbac","no","Yes",289436,1956746,"Yalbac","no",2018-04-15,2018-03-05,2018-04-20,46,"2018-04-15 2.41"
"810D","810D",76,"Common Opossum",1,2018,5,30,21.09,"","bushnell","Laguna Seca","no","Yes",285371,1935931,"Laguna Seca","no",2018-05-30,2018-05-22,2018-06-27,36,"2018-05-30 21.09"
"803D","803D",97,"Common Opossum",1,2018,5,25,1.46,"","bushnell","Yalbac","no","Yes",293723,1956073,"Yalbac","no",2018-05-25,2018-05-22,2018-06-27,36,"2018-05-25 1.46"
"807D","807D",589,"Common Opossum",1,2018,6,2,1.24,"","bushnell","Yalbac","no","Yes",289277,1956284,"Yalbac","no",2018-06-02,2018-05-22,2018-06-25,34,"2018-06-02 1.24"
"812E","812E",4,"Common Opossum",1,2018,6,28,20.47,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-06-28,2018-06-27,2018-11-17,140,"2018-06-28 20.47"
"812E","812E",349,"Common Opossum",1,2018,7,23,18.57,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-07-23,2018-06-27,2018-11-17,140,"2018-07-23 18.57"
"812E","812E",523,"Common Opossum",1,2018,8,3,22.38,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-08-03,2018-06-27,2018-11-17,140,"2018-08-03 22.38"
"812E","812E",553,"Common Opossum",1,2018,8,5,22.16,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-08-05,2018-06-27,2018-11-17,140,"2018-08-05 22.16"
"812E","812E",646,"Common Opossum",1,2018,8,25,20.54,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-08-25,2018-06-27,2018-11-17,140,"2018-08-25 20.54"
"812E","812E",727,"Common Opossum",1,2018,9,1,2.26,"","bushnell","Laguna Seca","no","Yes",287809,1935980,"Laguna Seca","no",2018-09-01,2018-06-27,2018-11-17,140,"2018-09-01 2.26"
"810F","810F",289,"Common Opossum",1,2018,10,30,22.02,"","bushnell","Laguna Seca","no","Yes",285385,1935920,"Laguna Seca","no",2018-10-30,2018-09-10,2018-11-17,68,"2018-10-30 22.02"
"811G","811G",46,"Common Opossum",1,2018,11,23,19.58,"","bushnell","Laguna Seca","no","Yes",287914,1943199,"Laguna Seca","no",2018-11-23,2018-11-17,2018-12-10,23,"2018-11-23 19.58"
"810G","810G",235,"Common Opossum",1,2018,12,24,19.02,"","bushnell","Laguna Seca","no","Yes",285375,1935724,"Laguna Seca","no",2018-12-24,2018-11-17,2018-12-28,34,"2018-12-24 19.02"
"810G","810G",271,"Common Opossum",1,2018,12,28,2.27,"","bushnell","Laguna Seca","no","Yes",285375,1935724,"Laguna Seca","no",2018-12-28,2018-11-17,2018-12-28,34,"2018-12-28 2.27"
"810E","810E",463,"Common Opossum",1,2018,8,27,23.12,"","bushnell","Laguna Seca","no","Yes",285378,1935930,"Laguna Seca","no",2018-08-27,2018-06-27,2018-09-10,75,"2018-08-27 23.12"
"803B","803B",65,"Crested Guan",2,2018,3,11,9,"","bushnell","Yalbac","no","No",289436,1956746,"Yalbac","no",2018-03-11,2018-03-05,2018-04-20,46,"2018-03-11 9.00"
"813B","813B",286,"Crested Guan",2,2018,4,2,7.26,"","bushnell","Laguna Seca","no","No",288932,1943570,"Laguna Seca","no",2018-04-02,2018-03-05,2018-04-20,46,"2018-04-02 7.26"
"807B","807B",585,"Crested Guan",1,2018,4,3,8.01,"","bushnell","Yalbac","no","No",291485,1956145,"Yalbac","no",2018-04-03,2018-03-05,2018-04-20,46,"2018-04-03 8.01"
"807D","807D",125,"Crested Guan",2,2018,5,24,7.57,"","bushnell","Yalbac","no","No",289277,1956284,"Yalbac","no",2018-05-24,2018-05-22,2018-06-25,34,"2018-05-24 7.57"
"812D","812D",142,"Crested Guan",1,2018,6,12,7.07,"","bushnell","Laguna Seca","no","No",286087,1935581,"Laguna Seca","no",2018-06-12,2018-05-22,2018-06-27,36,"2018-06-12 7.07"
"803D","803D",626,"Crested Guan",1,2018,6,5,11.45,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-05,2018-05-22,2018-06-27,36,"2018-06-05 11.45"
"803D","803D",775,"Crested Guan",2,2018,6,13,9.45,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-13,2018-05-22,2018-06-27,36,"2018-06-13 9.45"
"803D","803D",937,"Crested Guan",1,2018,6,18,17.59,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-18,2018-05-22,2018-06-27,36,"2018-06-18 17.59"
"803D","803D",940,"Crested Guan",1,2018,6,19,13.55,"","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-19,2018-05-22,2018-06-27,36,"2018-06-19 13.55"
"803D","803D",1003,"Crested Guan",3,2018,6,26,10.15,"pa, ma + 1 chick","bushnell","Yalbac","no","No",293723,1956073,"Yalbac","no",2018-06-26,2018-05-22,2018-06-27,36,"2018-06-26 10.15"
"810F","810F",295,"Crested Guan",2,2018,10,31,12.04,"","bushnell","Laguna Seca","no","No",285385,1935920,"Laguna Seca","no",2018-10-31,2018-09-10,2018-11-17,68,"2018-10-31 12.04"
"813G","813G",133,"Crested Guan",1,2018,12,13,9.5,"","bushnell","Laguna Seca","no","No",287451,1942515,"Laguna Seca","no",2018-12-13,2018-11-17,2018-12-28,34,"2018-12-13 9.50"
"810G","810G",196,"Crested Guan",3,2018,12,21,9.32,"","bushnell","Laguna Seca","no","No",285375,1935724,"Laguna Seca","no",2018-12-21,2018-11-17,2018-12-28,34,"2018-12-21 9.32"
"813G","813G",202,"Crested Guan",1,2018,12,22,16.37,"","bushnell","Laguna Seca","no","No",287451,1942515,"Laguna Seca","no",2018-12-22,2018-11-17,2018-12-28,34,"2018-12-22 16.37"
"810G","810G",205,"Crested Guan",1,2018,12,21,10.28,"","bushnell","Laguna Seca","no","No",285375,1935724,"Laguna Seca","no",2018-12-21,2018-11-17,2018-12-28,34,"2018-12-21 10.28"
"814G","814G",344,"Gray Four-eyed Opossum",1,2018,12,16,2.34,"","bushnell","Laguna Seca","no","Yes",287795,1943100,"Laguna Seca","no",2018-12-16,2018-11-17,2018-12-28,34,"2018-12-16 2.34"
"814G","814G",376,"Gray Four-eyed Opossum",1,2018,12,17,3.2,"","bushnell","Laguna Seca","no","Yes",287795,1943100,"Laguna Seca","no",2018-12-17,2018-11-17,2018-12-28,34,"2018-12-17 3.20"
"814G","814G",700,"Gray Four-eyed Opossum",1,2018,12,24,19.29,"","bushnell","Laguna Seca","no","Yes",287795,1943100,"Laguna Seca","no",2018-12-24,2018-11-17,2018-12-28,34,"2018-12-24 19.29"
"803A","803A",8,"Gray Fox",1,2018,1,2,13.02,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-01-02,2018-01-02,2018-03-05,63,"2018-01-02 13.02"
"812A","812A",12,"Gray Fox",1,2018,1,2,9.29,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-02,2018-01-02,2018-03-05,63,"2018-01-02 9.29"
"814A","814A",13,"Gray Fox",1,2018,1,2,12.48,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-02,2018-01-02,2018-03-05,63,"2018-01-02 12.48"
"814A","814A",21,"Gray Fox",1,2018,1,3,3.47,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-03,2018-01-02,2018-03-05,63,"2018-01-03 3.47"
"802A","802A",22,"Gray Fox",1,2018,1,12,16.22,"","Moultrie","Yalbac","no","Yes",291990,1954863,"Yalbac","no",2018-01-12,2018-01-02,2018-02-14,43,"2018-01-12 16.22"
"812A","812A",25,"Gray Fox",1,2018,1,3,1.27,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-03,2018-01-02,2018-03-05,63,"2018-01-03 1.27"
"812A","812A",28,"Gray Fox",1,2018,1,3,5.12,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-03,2018-01-02,2018-03-05,63,"2018-01-03 5.12"
"802A","802A",34,"Gray Fox",1,2018,1,14,9.53,"","Moultrie","Yalbac","no","Yes",291990,1954863,"Yalbac","no",2018-01-14,2018-01-02,2018-02-14,43,"2018-01-14 9.53"
"803A","803A",35,"Gray Fox",1,2018,1,3,11.09,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-01-03,2018-01-02,2018-03-05,63,"2018-01-03 11.09"
"812A","812A",37,"Gray Fox",1,2018,1,5,5.12,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-05,2018-01-02,2018-03-05,63,"2018-01-05 5.12"
"812A","812A",46,"Gray Fox",1,2018,1,6,18.08,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-06,2018-01-02,2018-03-05,63,"2018-01-06 18.08"
"814A","814A",57,"Gray Fox",1,2018,1,4,7.05,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-04,2018-01-02,2018-03-05,63,"2018-01-04 7.05"
"812A","812A",58,"Gray Fox",1,2018,1,7,17.44,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-07,2018-01-02,2018-03-05,63,"2018-01-07 17.44"
"814A","814A",61,"Gray Fox",1,2018,1,4,10.2,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-04,2018-01-02,2018-03-05,63,"2018-01-04 10.20"
"812A","812A",64,"Gray Fox",1,2018,1,9,2.05,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-09,2018-01-02,2018-03-05,63,"2018-01-09 2.05"
"814A","814A",69,"Gray Fox",1,2018,1,4,18.13,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-04,2018-01-02,2018-03-05,63,"2018-01-04 18.13"
"814A","814A",73,"Gray Fox",1,2018,1,5,1.26,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-05,2018-01-02,2018-03-05,63,"2018-01-05 1.26"
"814A","814A",85,"Gray Fox",1,2018,1,5,9.27,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-05,2018-01-02,2018-03-05,63,"2018-01-05 9.27"
"814A","814A",97,"Gray Fox",1,2018,1,5,17.4,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-05,2018-01-02,2018-03-05,63,"2018-01-05 17.40"
"803A","803A",101,"Gray Fox",2,2018,1,7,4.31,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-01-07,2018-01-02,2018-03-05,63,"2018-01-07 4.31"
"814A","814A",105,"Gray Fox",1,2018,1,6,5.05,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-06,2018-01-02,2018-03-05,63,"2018-01-06 5.05"
"804A","804A",115,"Gray Fox",1,2018,1,12,21.32,"","moultrie","Yalbac","no","Yes",288916,1956673,"Yalbac","no",2018-01-12,2018-01-02,2018-02-02,31,"2018-01-12 21.32"
"812A","812A",115,"Gray Fox",1,2018,1,17,3.52,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-17,2018-01-02,2018-03-05,63,"2018-01-17 3.52"
"814A","814A",117,"Gray Fox",1,2018,1,6,11.23,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-06,2018-01-02,2018-03-05,63,"2018-01-06 11.23"
"812A","812A",118,"Gray Fox",1,2018,1,17,5.54,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-17,2018-01-02,2018-03-05,63,"2018-01-17 5.54"
"804A","804A",124,"Gray Fox",1,2018,1,13,22.58,"","moultrie","Yalbac","no","Yes",288916,1956673,"Yalbac","no",2018-01-13,2018-01-02,2018-02-02,31,"2018-01-13 22.58"
"814A","814A",125,"Gray Fox",1,2018,1,7,1.55,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-07,2018-01-02,2018-03-05,63,"2018-01-07 1.55"
"814A","814A",137,"Gray Fox",1,2018,1,7,10.23,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-07,2018-01-02,2018-03-05,63,"2018-01-07 10.23"
"812A","812A",145,"Gray Fox",1,2018,1,19,21.36,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-19,2018-01-02,2018-03-05,63,"2018-01-19 21.36"
"814A","814A",145,"Gray Fox",1,2018,1,7,11.47,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-07,2018-01-02,2018-03-05,63,"2018-01-07 11.47"
"814A","814A",149,"Gray Fox",1,2018,1,7,17.48,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-07,2018-01-02,2018-03-05,63,"2018-01-07 17.48"
"814A","814A",153,"Gray Fox",1,2018,1,8,2.39,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-08,2018-01-02,2018-03-05,63,"2018-01-08 2.39"
"814A","814A",153,"Gray Fox",1,2018,1,28,18.32,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-28,2018-01-02,2018-03-05,63,"2018-01-28 18.32"
"803A","803A",155,"Gray Fox",1,2018,1,10,12.28,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-01-10,2018-01-02,2018-03-05,63,"2018-01-10 12.28"
"814A","814A",165,"Gray Fox",1,2018,1,8,19.31,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-08,2018-01-02,2018-03-05,63,"2018-01-08 19.31"
"814A","814A",169,"Gray Fox",1,2018,1,8,20.44,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-08,2018-01-02,2018-03-05,63,"2018-01-08 20.44"
"814A","814A",177,"Gray Fox",1,2018,1,9,4.5,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-09,2018-01-02,2018-03-05,63,"2018-01-09 4.50"
"803A","803A",182,"Gray Fox",1,2018,1,11,10.07,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-01-11,2018-01-02,2018-03-05,63,"2018-01-11 10.07"
"814A","814A",189,"Gray Fox",1,2018,1,10,3.37,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-10,2018-01-02,2018-03-05,63,"2018-01-10 3.37"
"804A","804A",190,"Gray Fox",1,2018,1,20,18.35,"","moultrie","Yalbac","no","Yes",288916,1956673,"Yalbac","no",2018-01-20,2018-01-02,2018-02-02,31,"2018-01-20 18.35"
"814A","814A",193,"Gray Fox",1,2018,1,10,4.22,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-10,2018-01-02,2018-03-05,63,"2018-01-10 4.22"
"814A","814A",197,"Gray Fox",1,2018,1,10,5.07,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-10,2018-01-02,2018-03-05,63,"2018-01-10 5.07"
"812A","812A",199,"Gray Fox",1,2018,1,25,19.29,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-25,2018-01-02,2018-03-05,63,"2018-01-25 19.29"
"814A","814A",201,"Gray Fox",1,2018,1,10,5.13,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-10,2018-01-02,2018-03-05,63,"2018-01-10 5.13"
"814A","814A",205,"Gray Fox",1,2018,1,10,5.23,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-10,2018-01-02,2018-03-05,63,"2018-01-10 5.23"
"803A","803A",215,"Gray Fox",1,2018,1,15,12.59,"","bushnell","Yalbac","no","Yes",289440,1956750,"Yalbac","no",2018-01-15,2018-01-02,2018-03-05,63,"2018-01-15 12.59"
"814A","814A",217,"Gray Fox",1,2018,1,10,18.06,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-10,2018-01-02,2018-03-05,63,"2018-01-10 18.06"
"814A","814A",224,"Gray Fox",1,2018,1,30,4.29,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-30,2018-01-02,2018-03-05,63,"2018-01-30 4.29"
"814A","814A",225,"Gray Fox",1,2018,1,11,0.43,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-11,2018-01-02,2018-03-05,63,"2018-01-11 0.43"
"814A","814A",229,"Gray Fox",2,2018,1,11,1.2,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-11,2018-01-02,2018-03-05,63,"2018-01-11 1.20"
"814A","814A",237,"Gray Fox",1,2018,1,11,4.53,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-11,2018-01-02,2018-03-05,63,"2018-01-11 4.53"
"812A","812A",244,"Gray Fox",1,2018,1,29,2.03,"","bushnell","Laguna Seca","no","Yes",286543,1935392,"Laguna Seca","no",2018-01-29,2018-01-02,2018-03-05,63,"2018-01-29 2.03"
"814A","814A",246,"Gray Fox",1,2018,1,11,7.06,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-11,2018-01-02,2018-03-05,63,"2018-01-11 7.06"
"814A","814A",256,"Gray Fox",1,2018,1,31,4.39,"","bushnell","Laguna Seca","no","Yes",289441,1941086,"Laguna Seca","no",2018-01-31,2018-01-02,2018-03-05,63,"2018-01-31 4.39"
