"","site","picture","Species","Number_recorded","Year","Month","Day","Hour","obsdate","Mammal","Easting","Northing","date_time_obs"
"228","410A",11,"Collared Peccary",1,2014,3,21,10.27,"2014-03-21","Yes",282533,1934009,"2014-03-21 10.27"
"229","406A",38,"Collared Peccary",3,2014,3,22,7.18,"2014-03-22","Yes",283348,1933228,"2014-03-22 7.18"
"230","403A",147,"Collared Peccary",1,2014,3,24,9.16,"2014-03-24","Yes",291031,1926154,"2014-03-24 9.16"
"231","406A",113,"Collared Peccary",2,2014,3,29,7.12,"2014-03-29","Yes",283348,1933228,"2014-03-29 7.12"
"232","406A",322,"Collared Peccary",1,2014,4,17,6.49,"2014-04-17","Yes",283348,1933228,"2014-04-17 6.49"
"233","412B",211,"Collared Peccary",1,2014,5,9,10.19,"2014-05-09","Yes",283420,1931719,"2014-05-09 10.19"
"234","406B",576,"Collared Peccary",2,2014,5,18,10.58,"2014-05-18","Yes",283558,1934171,"2014-05-18 10.58"
"235","403B",133,"Collared Peccary",2,2014,5,21,5.59,"2014-05-21","Yes",291227,1926257,"2014-05-21 5.59"
"236","403B",152,"Collared Peccary",2,2014,5,22,16.5,"2014-05-22","Yes",291227,1926257,"2014-05-22 16.50"
"237","413C",116,"Collared Peccary",2,2014,5,31,14.58,"2014-05-31","Yes",302854,1927594,"2014-05-31 14.58"
"238","403C",117,"Collared Peccary",2,2014,6,12,13.25,"2014-06-12","Yes",290976,1926510,"2014-06-12 13.25"
"239","403C",123,"Collared Peccary",1,2014,6,12,14.47,"2014-06-12","Yes",290976,1926510,"2014-06-12 14.47"
"240","410C",253,"Collared Peccary",1,2014,7,1,9.03,"2014-07-01","Yes",286612,1934360,"2014-07-01 9.03"
"241","411C",267,"Collared Peccary",1,2014,7,13,14.01,"2014-07-13","Yes",283393,1933215,"2014-07-13 14.01"
"242","412C",204,"Collared Peccary",1,2014,7,16,10.37,"2014-07-16","Yes",282701,1934210,"2014-07-16 10.37"
"243","412D",1243,"Collared Peccary",3,2014,10,20,8.53,"2014-10-20","Yes",283343,1933216,"2014-10-20 8.53"
"244","404F",924,"Collared Peccary",1,2015,1,22,7.18,"2015-01-22","Yes",304653,1927840,"2015-01-22 7.18"
"245","404F",1131,"Collared Peccary",5,2015,2,12,10.58,"2015-02-12","Yes",304653,1927840,"2015-02-12 10.58"
"246","404F",1191,"Collared Peccary",5,2015,2,14,5.17,"2015-02-14","Yes",304653,1927840,"2015-02-14 5.17"
"247","409A",83,"Common Opossum",1,2014,3,22,8,"2014-03-22","Yes",283362,1934000,"2014-03-22 8.00"
"248","407A",38,"Common Opossum",1,2014,3,26,20.42,"2014-03-26","Yes",282835,1934017,"2014-03-26 20.42"
"249","403A",344,"Common Opossum",1,2014,3,28,23.35,"2014-03-28","Yes",291031,1926154,"2014-03-28 23.35"
"250","410A",45,"Common Opossum",1,2014,4,2,1.48,"2014-04-02","Yes",282533,1934009,"2014-04-02 1.48"
"251","403A",660,"Common Opossum",1,2014,4,8,21.48,"2014-04-08","Yes",291031,1926154,"2014-04-08 21.48"
"252","409A",163,"Common Opossum",1,2014,4,11,1.14,"2014-04-11","Yes",283362,1934000,"2014-04-11 1.14"
"253","401A",94,"Common Opossum",1,2014,4,16,2.35,"2014-04-16","Yes",299505,1927437,"2014-04-16 2.35"
"254","406B",269,"Common Opossum",1,2014,5,3,1.03,"2014-05-03","Yes",283558,1934171,"2014-05-03 1.03"
"255","410B",55,"Common Opossum",1,2014,5,3,3.34,"2014-05-03","Yes",282304,1934085,"2014-05-03 3.34"
"256","406B",661,"Common Opossum",1,2014,5,20,21.57,"2014-05-20","Yes",283558,1934171,"2014-05-20 21.57"
"257","406B",742,"Common Opossum",1,2014,5,23,19.21,"2014-05-23","Yes",283558,1934171,"2014-05-23 19.21"
"258","406B",793,"Common Opossum",1,2014,5,27,2.29,"2014-05-27","Yes",283558,1934171,"2014-05-27 2.29"
"259","406C",33,"Common Opossum",1,2014,5,31,0.03,"2014-05-31","Yes",283359,1934195,"2014-05-31 0.03"
"260","406C",52,"Common Opossum",1,2014,6,4,19.24,"2014-06-04","Yes",283359,1934195,"2014-06-04 19.24"
"261","413C",159,"Common Opossum",1,2014,6,5,19.34,"2014-06-05","Yes",302854,1927594,"2014-06-05 19.34"
"262","412C",48,"Common Opossum",1,2014,6,10,19.19,"2014-06-10","Yes",282701,1934210,"2014-06-10 19.19"
"263","412C",72,"Common Opossum",1,2014,6,18,3.36,"2014-06-18","Yes",282701,1934210,"2014-06-18 3.36"
"264","403C",152,"Common Opossum",1,2014,6,27,21.29,"2014-06-27","Yes",290976,1926510,"2014-06-27 21.29"
"265","405C",211,"Common Opossum",1,2014,6,27,1.05,"2014-06-27","Yes",283406,1933798,"2014-06-27 1.05"
"266","407C",214,"Common Opossum",1,2014,7,1,23.04,"2014-07-01","Yes",287745,1932109,"2014-07-01 23.04"
"267","413C2",74,"Common Opossum",1,2014,7,26,23.51,"2014-07-26","Yes",302854,1927594,"2014-07-26 23.51"
"268","408C2",717,"Common Opossum",1,2014,7,28,23.32,"2014-07-28","Yes",283344,1933425,"2014-07-28 23.32"
"269","408C2",733,"Common Opossum",1,2014,7,31,3.18,"2014-07-31","Yes",283344,1933425,"2014-07-31 3.18"
"270","403C2",263,"Common Opossum",1,2014,8,12,0.14,"2014-08-12","Yes",290976,1926510,"2014-08-12 0.14"
"271","401C2",118,"Common Opossum",1,2014,8,15,12.33,"2014-08-15","Yes",306148,1928079,"2014-08-15 12.33"
"272","403C2",341,"Common Opossum",1,2014,8,29,21.13,"2014-08-29","Yes",290976,1926510,"2014-08-29 21.13"
"273","403C2",356,"Common Opossum",1,2014,9,2,3.23,"2014-09-02","Yes",290976,1926510,"2014-09-02 3.23"
"274","403D",4,"Common Opossum",1,2014,9,19,19.5,"2014-09-19","Yes",290967,1926303,"2014-09-19 19.50"
"275","412D",18,"Common Opossum",1,2014,9,21,22.09,"2014-09-21","Yes",283343,1933216,"2014-09-21 22.09"
"276","413D",50,"Common Opossum",1,2014,9,26,18.52,"2014-09-26","Yes",302850,1927087,"2014-09-26 18.52"
"277","413D",79,"Common Opossum",1,2014,9,30,2.35,"2014-09-30","Yes",302850,1927087,"2014-09-30 2.35"
"278","413D",110,"Common Opossum",1,2014,10,1,2.04,"2014-10-01","Yes",302850,1927087,"2014-10-01 2.04"
"279","403D",67,"Common Opossum",1,2014,10,6,5.02,"2014-10-06","Yes",290967,1926303,"2014-10-06 5.02"
"280","412D",506,"Common Opossum",1,2014,10,6,22.35,"2014-10-06","Yes",283343,1933216,"2014-10-06 22.35"
"281","412D",1157,"Common Opossum",1,2014,10,12,22.58,"2014-10-12","Yes",283343,1933216,"2014-10-12 22.58"
"282","403D",127,"Common Opossum",1,2014,10,16,22.15,"2014-10-16","Yes",290967,1926303,"2014-10-16 22.15"
"283","413D",163,"Common Opossum",1,2014,10,17,20.23,"2014-10-17","Yes",302850,1927087,"2014-10-17 20.23"
"284","403D",143,"Common Opossum",1,2014,10,20,19.23,"2014-10-20","Yes",290967,1926303,"2014-10-20 19.23"
"285","413D",202,"Common Opossum",1,2014,10,28,22.47,"2014-10-28","Yes",302850,1927087,"2014-10-28 22.47"
"286","413E",239,"Common Opossum",1,2014,11,14,1.24,"2014-11-14","Yes",305716,1928611,"2014-11-14 1.24"
"287","413E",360,"Common Opossum",1,2014,11,19,19.32,"2014-11-19","Yes",305716,1928611,"2014-11-19 19.32"
"288","402E",70,"Common Opossum",1,2014,11,22,1.07,"2014-11-22","Yes",303760,1927582,"2014-11-22 1.07"
"289","413E",669,"Common Opossum",1,2014,11,28,0.59,"2014-11-28","Yes",305716,1928611,"2014-11-28 0.59"
"290","413E",745,"Common Opossum",1,2014,12,1,1.57,"2014-12-01","Yes",305716,1928611,"2014-12-01 1.57"
"291","411F",250,"Common Opossum",1,2014,12,25,18.1,"2014-12-25","Yes",291694,1928983,"2014-12-25 18.10"
"292","413F",326,"Common Opossum",1,2015,1,1,22.45,"2015-01-01","Yes",305716,1928611,"2015-01-01 22.45"
"293","411C",236,"Common Pauraque",2,2014,7,7,18.54,"2014-07-07","No",283393,1933215,"2014-07-07 18.54"
"294","411C",245,"Common Pauraque",1,2014,7,9,18.47,"2014-07-09","No",283393,1933215,"2014-07-09 18.47"
"295","412D",406,"Common Pauraque",1,2014,10,5,5.35,"2014-10-05","No",283343,1933216,"2014-10-05 5.35"
"296","410A",35,"Crested Guan",4,2014,3,31,15.11,"2014-03-31","No",282533,1934009,"2014-03-31 15.11"
"297","410A",46,"Crested Guan",4,2014,4,6,8.22,"2014-04-06","No",282533,1934009,"2014-04-06 8.22"
"298","410A",78,"Crested Guan",4,2014,4,14,6.5,"2014-04-14","No",282533,1934009,"2014-04-14 6.50"
"299","411B",259,"Crested Guan",3,2014,4,27,15.53,"2014-04-27","No",283544,1931474,"2014-04-27 15.53"
"300","412B",169,"Crested Guan",2,2014,5,6,6.58,"2014-05-06","No",283420,1931719,"2014-05-06 6.58"
"301","411B",573,"Crested Guan",2,2014,5,10,5.46,"2014-05-10","No",283544,1931474,"2014-05-10 5.46"
"302","411B",586,"Crested Guan",2,2014,5,10,8.15,"2014-05-10","No",283544,1931474,"2014-05-10 8.15"
"303","411B",719,"Crested Guan",2,2014,5,13,9.08,"2014-05-13","No",283544,1931474,"2014-05-13 9.08"
"304","411B",813,"Crested Guan",3,2014,5,14,13.48,"2014-05-14","No",283544,1931474,"2014-05-14 13.48"
"305","411B",1057,"Crested Guan",2,2014,5,23,15.5,"2014-05-23","No",283544,1931474,"2014-05-23 15.50"
"306","407C",39,"Crested Guan",2,2014,6,6,17.3,"2014-06-06","No",287745,1932109,"2014-06-06 17.30"
"307","410C",157,"Crested Guan",3,2014,6,9,11.25,"2014-06-09","No",286612,1934360,"2014-06-09 11.25"
"308","404C",69,"Crested Guan",3,2014,6,11,16.42,"2014-06-11","No",304607,1927908,"2014-06-11 16.42"
"309","404C",190,"Crested Guan",4,2014,6,21,8.43,"2014-06-21","No",304607,1927908,"2014-06-21 8.43"
"310","408C",220,"Crested Guan",1,2014,6,21,17.54,"2014-06-21","No",283344,1933425,"2014-06-21 17.54"
"311","408C",293,"Crested Guan",1,2014,6,29,16.34,"2014-06-29","No",283344,1933425,"2014-06-29 16.34"
"312","412C",128,"Crested Guan",1,2014,7,2,12.03,"2014-07-02","No",282701,1934210,"2014-07-02 12.03"
"313","404C",514,"Crested Guan",2,2014,7,9,11.27,"2014-07-09","No",304607,1927908,"2014-07-09 11.27"
"314","410C",315,"Crested Guan",2,2014,7,12,10.11,"2014-07-12","No",286612,1934360,"2014-07-12 10.11"
"315","404C",654,"Crested Guan",1,2014,7,13,12.45,"2014-07-13","No",304607,1927908,"2014-07-13 12.45"
"316","408C2",398,"Crested Guan",4,2014,7,23,16.23,"2014-07-23","No",283344,1933425,"2014-07-23 16.23"
"317","406C2",53,"Crested Guan",3,2014,7,24,8.56,"2014-07-24","No",283359,1934195,"2014-07-24 8.56"
"318","406C2",60,"Crested Guan",2,2014,7,24,12.49,"2014-07-24","No",283359,1934195,"2014-07-24 12.49"
"319","407C2",20,"Crested Guan",1,2014,8,1,11.25,"2014-08-01","No",287745,1932109,"2014-08-01 11.25"
"320","413C2",216,"Crested Guan",4,2014,8,15,15.21,"2014-08-15","No",302854,1927594,"2014-08-15 15.21"
"321","408C2",1057,"Crested Guan",1,2014,8,25,17.29,"2014-08-25","No",283344,1933425,"2014-08-25 17.29"
"322","408C2",1138,"Crested Guan",3,2014,8,29,12.58,"2014-08-29","No",283344,1933425,"2014-08-29 12.58"
"323","405C2",326,"Crested Guan",1,2014,9,4,10.28,"2014-09-04","No",283406,1933798,"2014-09-04 10.28"
"324","407D",19,"Crested Guan",3,2014,9,22,8.4,"2014-09-22","No",283444,1934825,"2014-09-22 8.40"
"325","407D",64,"Crested Guan",1,2014,9,24,14.43,"2014-09-24","No",283444,1934825,"2014-09-24 14.43"
"326","405D",142,"Crested Guan",3,2014,10,14,15.23,"2014-10-14","No",283565,1934622,"2014-10-14 15.23"
"327","413E",199,"Crested Guan",1,2014,11,9,11.34,"2014-11-09","No",305716,1928611,"2014-11-09 11.34"
"328","403E",49,"Crested Guan",1,2014,11,20,12.53,"2014-11-20","No",287303,1935282,"2014-11-20 12.53"
"329","405E",163,"Crested Guan",2,2014,12,12,14.51,"2014-12-12","No",283533,1933999,"2014-12-12 14.51"
"330","409F",7,"Crested Guan",3,2014,12,25,17.08,"2014-12-25","No",290371,1936481,"2014-12-25 17.08"
"331","409F",25,"Crested Guan",3,2014,12,30,9,"2014-12-30","No",290371,1936481,"2014-12-30 9.00"
"332","407F",106,"Crested Guan",1,2015,1,11,17.34,"2015-01-11","No",288175,1935951,"2015-01-11 17.34"
"333","403D",20,"Deppe's Squirrel",1,2014,9,21,9.46,"2014-09-21","Yes",290967,1926303,"2014-09-21 9.46"
"334","412D",131,"Deppe's Squirrel",1,2014,10,3,7.16,"2014-10-03","Yes",283343,1933216,"2014-10-03 7.16"
"335","405E",229,"Deppe's Squirrel",1,2014,12,17,6.36,"2014-12-17","Yes",283533,1933999,"2014-12-17 6.36"
"336","402F",122,"Deppe's Squirrel",1,2015,2,1,13.21,"2015-02-01","Yes",303762,1927588,"2015-02-01 13.21"
"337","410A",95,"Deppe's Squirrel",1,2014,4,15,6.33,"2014-04-15","Yes",282533,1934009,"2014-04-15 6.33"
"338","404B",42,"Deppe's Squirrel",1,2014,5,5,6.06,"2014-05-05","Yes",305818,1928442,"2014-05-05 6.06"
"339","406C",164,"Deppe's Squirrel",1,2014,6,30,6.25,"2014-06-30","Yes",283359,1934195,"2014-06-30 6.25"
"340","404C2",499,"Deppe's Squirrel",1,2014,7,26,16.12,"2014-07-26","Yes",304607,1927908,"2014-07-26 16.12"
"341","403C2",287,"Deppe's Squirrel",1,2014,8,19,9.28,"2014-08-19","Yes",290976,1926510,"2014-08-19 9.28"
"342","403C2",329,"Deppe's Squirrel",1,2014,8,27,11.41,"2014-08-27","Yes",290976,1926510,"2014-08-27 11.41"
"343","403C2",344,"Deppe's Squirrel",1,2014,8,31,9.13,"2014-08-31","Yes",290976,1926510,"2014-08-31 9.13"
"344","403C2",365,"Deppe's Squirrel",1,2014,9,2,13.03,"2014-09-02","Yes",290976,1926510,"2014-09-02 13.03"
"345","403C2",384,"Deppe's Squirrel",1,2014,9,4,7.29,"2014-09-04","Yes",290976,1926510,"2014-09-04 7.29"
"346","403C2",389,"Deppe's Squirrel",1,2014,9,4,10.57,"2014-09-04","Yes",290976,1926510,"2014-09-04 10.57"
"347","403C2",412,"Deppe's Squirrel",1,2014,9,16,8.02,"2014-09-16","Yes",290976,1926510,"2014-09-16 8.02"
"348","404B",65,"Four-eyed Opossum",1,2014,5,20,23.54,"2014-05-20","Yes",305818,1928442,"2014-05-20 23.54"
"349","404C",317,"Four-eyed Opossum",1,2014,6,25,0.03,"2014-06-25","Yes",304607,1927908,"2014-06-25 0.03"
"350","404C",399,"Four-eyed Opossum",1,2014,7,3,1.48,"2014-07-03","Yes",304607,1927908,"2014-07-03 1.48"
"351","404E",19,"Four-eyed Opossum",1,2014,11,6,21.56,"2014-11-06","Yes",304653,1927840,"2014-11-06 21.56"
"352","406A",153,"Gray Fox",1,2014,4,1,18.39,"2014-04-01","Yes",283348,1933228,"2014-04-01 18.39"
"353","407A",58,"Gray Fox",1,2014,4,14,14.14,"2014-04-14","Yes",282835,1934017,"2014-04-14 14.14"
"354","406A",284,"Gray Fox",1,2014,4,15,5.45,"2014-04-15","Yes",283348,1933228,"2014-04-15 5.45"
"355","406A",290,"Gray Fox",1,2014,4,15,7.59,"2014-04-15","Yes",283348,1933228,"2014-04-15 7.59"
"356","406B",24,"Gray Fox",1,2014,4,24,3.45,"2014-04-24","Yes",283558,1934171,"2014-04-24 3.45"
"357","406B",146,"Gray Fox",1,2014,4,27,23.57,"2014-04-27","Yes",283558,1934171,"2014-04-27 23.57"
"358","406B",155,"Gray Fox",1,2014,4,28,4.4,"2014-04-28","Yes",283558,1934171,"2014-04-28 4.40"
"359","406B",171,"Gray Fox",1,2014,4,28,10.18,"2014-04-28","Yes",283558,1934171,"2014-04-28 10.18"
"360","406B",202,"Gray Fox",1,2014,4,29,4.52,"2014-04-29","Yes",283558,1934171,"2014-04-29 4.52"
"361","406B",243,"Gray Fox",1,2014,4,30,4.25,"2014-04-30","Yes",283558,1934171,"2014-04-30 4.25"
"362","406B",252,"Gray Fox",1,2014,4,30,9.51,"2014-04-30","Yes",283558,1934171,"2014-04-30 9.51"
"363","406B",254,"Gray Fox",1,2014,5,1,5.1,"2014-05-01","Yes",283558,1934171,"2014-05-01 5.10"
"364","406B",259,"Gray Fox",1,2014,5,1,11.11,"2014-05-01","Yes",283558,1934171,"2014-05-01 11.11"
"365","406B",274,"Gray Fox",1,2014,5,3,7.32,"2014-05-03","Yes",283558,1934171,"2014-05-03 7.32"
"366","406B",277,"Gray Fox",1,2014,5,3,12.1,"2014-05-03","Yes",283558,1934171,"2014-05-03 12.10"
"367","406B",298,"Gray Fox",1,2014,5,4,10.54,"2014-05-04","Yes",283558,1934171,"2014-05-04 10.54"
"368","406B",311,"Gray Fox",1,2014,5,5,4.43,"2014-05-05","Yes",283558,1934171,"2014-05-05 4.43"
"369","406B",315,"Gray Fox",1,2014,5,6,4.24,"2014-05-06","Yes",283558,1934171,"2014-05-06 4.24"
"370","406B",333,"Gray Fox",1,2014,5,6,13.37,"2014-05-06","Yes",283558,1934171,"2014-05-06 13.37"
"371","406B",380,"Gray Fox",1,2014,5,10,10.34,"2014-05-10","Yes",283558,1934171,"2014-05-10 10.34"
"372","404B",53,"Gray Fox",1,2014,5,11,19.12,"2014-05-11","Yes",305818,1928442,"2014-05-11 19.12"
"373","406B",391,"Gray Fox",1,2014,5,12,3.34,"2014-05-12","Yes",283558,1934171,"2014-05-12 3.34"
"374","406B",485,"Gray Fox",1,2014,5,16,8.05,"2014-05-16","Yes",283558,1934171,"2014-05-16 8.05"
"375","406B",487,"Gray Fox",1,2014,5,16,9.07,"2014-05-16","Yes",283558,1934171,"2014-05-16 9.07"
"376","406B",552,"Gray Fox",1,2014,5,18,4.21,"2014-05-18","Yes",283558,1934171,"2014-05-18 4.21"
"377","406B",683,"Gray Fox",1,2014,5,21,10.04,"2014-05-21","Yes",283558,1934171,"2014-05-21 10.04"
"378","406B",703,"Gray Fox",1,2014,5,22,7.03,"2014-05-22","Yes",283558,1934171,"2014-05-22 7.03"
"379","406B",740,"Gray Fox",1,2014,5,23,17.29,"2014-05-23","Yes",283558,1934171,"2014-05-23 17.29"
"380","406B",752,"Gray Fox",1,2014,5,24,12.57,"2014-05-24","Yes",283558,1934171,"2014-05-24 12.57"
"381","406B",759,"Gray Fox",1,2014,5,25,5.43,"2014-05-25","Yes",283558,1934171,"2014-05-25 5.43"
"382","406B",797,"Gray Fox",1,2014,5,27,4.29,"2014-05-27","Yes",283558,1934171,"2014-05-27 4.29"
"383","406B",800,"Gray Fox",1,2014,5,27,6.27,"2014-05-27","Yes",283558,1934171,"2014-05-27 6.27"
"384","406B",811,"Gray Fox",1,2014,5,28,4.24,"2014-05-28","Yes",283558,1934171,"2014-05-28 4.24"
"385","406C",118,"Gray Fox",1,2014,6,17,17.26,"2014-06-17","Yes",283359,1934195,"2014-06-17 17.26"
"386","406C",140,"Gray Fox",1,2014,6,19,4.55,"2014-06-19","Yes",283359,1934195,"2014-06-19 4.55"
"387","406C",160,"Gray Fox",1,2014,6,24,17.3,"2014-06-24","Yes",283359,1934195,"2014-06-24 17.30"
"388","412C",147,"Gray Fox",1,2014,7,10,15.4,"2014-07-10","Yes",282701,1934210,"2014-07-10 15.40"
"389","405C2",49,"Gray Fox",1,2014,7,25,4.07,"2014-07-25","Yes",283406,1933798,"2014-07-25 4.07"
"390","406C2",73,"Gray Fox",1,2014,7,27,11.38,"2014-07-27","Yes",283359,1934195,"2014-07-27 11.38"
"391","408C2",655,"Gray Fox",1,2014,7,27,8.02,"2014-07-27","Yes",283344,1933425,"2014-07-27 8.02"
"392","408C2",731,"Gray Fox",1,2014,7,30,4.3,"2014-07-30","Yes",283344,1933425,"2014-07-30 4.30"
"393","408C2",743,"Gray Fox",1,2014,8,1,11.29,"2014-08-01","Yes",283344,1933425,"2014-08-01 11.29"
"394","408C2",805,"Gray Fox",1,2014,8,6,12.13,"2014-08-06","Yes",283344,1933425,"2014-08-06 12.13"
"395","406C2",125,"Gray Fox",1,2014,8,7,5.22,"2014-08-07","Yes",283359,1934195,"2014-08-07 5.22"
"396","408C2",920,"Gray Fox",1,2014,8,18,4.58,"2014-08-18","Yes",283344,1933425,"2014-08-18 4.58"
"397","408C2",963,"Gray Fox",1,2014,8,20,9.36,"2014-08-20","Yes",283344,1933425,"2014-08-20 9.36"
"398","408C2",972,"Gray Fox",1,2014,8,21,4.51,"2014-08-21","Yes",283344,1933425,"2014-08-21 4.51"
"399","408C2",977,"Gray Fox",1,2014,8,21,9.41,"2014-08-21","Yes",283344,1933425,"2014-08-21 9.41"
"400","408C2",1019,"Gray Fox",1,2014,8,21,11.42,"2014-08-21","Yes",283344,1933425,"2014-08-21 11.42"
"401","408C2",1022,"Gray Fox",1,2014,8,22,5.02,"2014-08-22","Yes",283344,1933425,"2014-08-22 5.02"
"402","408C2",1027,"Gray Fox",1,2014,8,23,10.32,"2014-08-23","Yes",283344,1933425,"2014-08-23 10.32"
"403","408C2",1029,"Gray Fox",1,2014,8,23,11.01,"2014-08-23","Yes",283344,1933425,"2014-08-23 11.01"
"404","405C2",265,"Gray Fox",1,2014,8,24,14.46,"2014-08-24","Yes",283406,1933798,"2014-08-24 14.46"
"405","408C2",1037,"Gray Fox",1,2014,8,24,9.17,"2014-08-24","Yes",283344,1933425,"2014-08-24 9.17"
"406","408C2",1116,"Gray Fox",1,2014,8,27,4.32,"2014-08-27","Yes",283344,1933425,"2014-08-27 4.32"
"407","408C2",1127,"Gray Fox",1,2014,8,27,15.53,"2014-08-27","Yes",283344,1933425,"2014-08-27 15.53"
"408","405C2",301,"Gray Fox",1,2014,8,28,9.41,"2014-08-28","Yes",283406,1933798,"2014-08-28 9.41"
"409","405C2",307,"Gray Fox",1,2014,8,30,14.06,"2014-08-30","Yes",283406,1933798,"2014-08-30 14.06"
"410","408C2",1140,"Gray Fox",1,2014,8,31,13.08,"2014-08-31","Yes",283344,1933425,"2014-08-31 13.08"
"411","408C2",1143,"Gray Fox",1,2014,8,31,16.13,"2014-08-31","Yes",283344,1933425,"2014-08-31 16.13"
"412","407C2",110,"Gray Fox",1,2014,9,2,16.16,"2014-09-02","Yes",287745,1932109,"2014-09-02 16.16"
"413","408C2",1155,"Gray Fox",1,2014,9,2,11.15,"2014-09-02","Yes",283344,1933425,"2014-09-02 11.15"
"414","408C2",1162,"Gray Fox",1,2014,9,3,9.23,"2014-09-03","Yes",283344,1933425,"2014-09-03 9.23"
"415","408C2",1199,"Gray Fox",1,2014,9,4,7.25,"2014-09-04","Yes",283344,1933425,"2014-09-04 7.25"
"416","408C2",1218,"Gray Fox",1,2014,9,5,9.05,"2014-09-05","Yes",283344,1933425,"2014-09-05 9.05"
"417","408C2",1251,"Gray Fox",1,2014,9,7,8.13,"2014-09-07","Yes",283344,1933425,"2014-09-07 8.13"
"418","403C2",401,"Gray Fox",1,2014,9,11,0.04,"2014-09-11","Yes",290976,1926510,"2014-09-11 0.04"
"419","403C2",405,"Gray Fox",1,2014,9,11,22.41,"2014-09-11","Yes",290976,1926510,"2014-09-11 22.41"
"420","408C2",1269,"Gray Fox",1,2014,9,11,4.47,"2014-09-11","Yes",283344,1933425,"2014-09-11 4.47"
"421","408C2",1270,"Gray Fox",1,2014,9,11,9.46,"2014-09-11","Yes",283344,1933425,"2014-09-11 9.46"
"422","408C2",1273,"Gray Fox",1,2014,9,12,12.25,"2014-09-12","Yes",283344,1933425,"2014-09-12 12.25"
"423","406C2",248,"Gray Fox",1,2014,9,13,2.18,"2014-09-13","Yes",283359,1934195,"2014-09-13 2.18"
"424","406C2",250,"Gray Fox",1,2014,9,13,8.17,"2014-09-13","Yes",283359,1934195,"2014-09-13 8.17"
"425","408C2",1295,"Gray Fox",1,2014,9,14,4.4,"2014-09-14","Yes",283344,1933425,"2014-09-14 4.40"
"426","408C2",1311,"Gray Fox",1,2014,9,16,16.32,"2014-09-16","Yes",283344,1933425,"2014-09-16 16.32"
"427","408C2",1314,"Gray Fox",1,2014,9,17,10.25,"2014-09-17","Yes",283344,1933425,"2014-09-17 10.25"
"428","408C2",1336,"Gray Fox",1,2014,9,17,13.06,"2014-09-17","Yes",283344,1933425,"2014-09-17 13.06"
"429","408C2",1338,"Gray Fox",1,2014,9,18,4.37,"2014-09-18","Yes",283344,1933425,"2014-09-18 4.37"
"430","408D",25,"Gray Fox",1,2014,9,19,18.24,"2014-09-19","Yes",291805,1929881,"2014-09-19 18.24"
"431","408D",28,"Gray Fox",1,2014,9,20,4.54,"2014-09-20","Yes",291805,1929881,"2014-09-20 4.54"
"432","406D",37,"Gray Fox",1,2014,9,21,5.1,"2014-09-21","Yes",292120,1930183,"2014-09-21 5.10"
"433","408D",38,"Gray Fox",1,2014,9,23,8.38,"2014-09-23","Yes",291805,1929881,"2014-09-23 8.38"
"434","403D",34,"Gray Fox",1,2014,9,28,7.49,"2014-09-28","Yes",290967,1926303,"2014-09-28 7.49"
"435","412D",87,"Gray Fox",1,2014,9,28,12.49,"2014-09-28","Yes",283343,1933216,"2014-09-28 12.49"
"436","403D",40,"Gray Fox",1,2014,9,30,7.14,"2014-09-30","Yes",290967,1926303,"2014-09-30 7.14"
"437","404D",177,"Gray Fox",1,2014,10,16,12.2,"2014-10-16","Yes",304744,1927456,"2014-10-16 12.20"
"438","405D",160,"Gray Fox",1,2014,10,20,11.32,"2014-10-20","Yes",283565,1934622,"2014-10-20 11.32"
"439","405D",166,"Gray Fox",1,2014,10,22,13.28,"2014-10-22","Yes",283565,1934622,"2014-10-22 13.28"
"440","404D",228,"Gray Fox",1,2014,10,23,12.11,"2014-10-23","Yes",304744,1927456,"2014-10-23 12.11"
