site,Location,Cam.nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour,Hour_BERDS,Comment,Camera.Brand,Brand,obsdate,Last_Record_clean,Date.Placement,Date.Removed,Functioning.,visit,Mammal,Days,date_time_obs
408C,Yalbac408C,408,C,283344,1933425,156,Ocelot,1,2014,6,14,6.16,6,male,HCO ScoutGuard,Scoutguard,6/14/2014,7/18/2014,5/28/2014,7/18/2014,,18,Yes,48,2014-06-14 6.16
408C,Yalbac408C,408,C,283344,1933425,308,Ocelot,1,2014,6,29,16.58,16.5,,HCO ScoutGuard,Scoutguard,6/29/2014,7/18/2014,5/28/2014,7/18/2014,,33,Yes,48,2014-06-29 16.58
412C,Yalbac412C,412,C,282701,1934210,110,Ocelot,1,2014,6,29,10.53,10.5,,HCO ScoutGuard,Scoutguard,6/29/2014,7/17/2014,5/28/2014,7/18/2014,,33,Yes,48,2014-06-29 10.53
406C,Yalbac406C,406,C,283359,1934195,169,Ocelot,1,2014,6,30,23.41,23.5,,Bushnell,Bushnell,6/30/2014,7/14/2014,5/28/2014,7/18/2014,,34,Yes,45,2014-06-30 23.41
408C,Yalbac408C,408,C,283344,1933425,314,Ocelot,1,2014,6,30,3.09,3,,HCO ScoutGuard,Scoutguard,6/30/2014,7/18/2014,5/28/2014,7/18/2014,,34,Yes,48,2014-06-30 3.09
405C,Yalbac405C,405,C,283406,1933798,259,Ocelot,1,2014,7,1,12.19,12,male,Moultrie,Moultry,7/1/2014,7/16/2014,5/28/2014,7/18/2014,,35,Yes,48,2014-07-01 12.19
408C,Yalbac408C,408,C,283344,1933425,321,Ocelot,1,2014,7,1,0.24,0,,HCO ScoutGuard,Scoutguard,7/1/2014,7/18/2014,5/28/2014,7/18/2014,,35,Yes,48,2014-07-01 0.24
408C,Yalbac408C,408,C,283344,1933425,387,Ocelot,1,2014,7,6,3.25,3,male,HCO ScoutGuard,Scoutguard,7/6/2014,7/18/2014,5/28/2014,7/18/2014,,40,Yes,48,2014-07-06 3.25
405C,Yalbac405C,405,C,283406,1933798,307,Ocelot,1,2014,7,11,9.3,9.3,,Moultrie,Moultry,7/11/2014,7/16/2014,5/28/2014,7/18/2014,,45,Yes,48,2014-07-11 9.30
408C,Yalbac408C,408,C,283344,1933425,414,Ocelot,1,2014,7,14,8.28,8,,HCO ScoutGuard,Scoutguard,7/14/2014,7/18/2014,5/28/2014,7/18/2014,,48,Yes,48,2014-07-14 8.28
408C,Yalbac408C,408,C,283344,1933425,416,Ocelot,1,2014,7,16,22.24,22,,HCO ScoutGuard,Scoutguard,7/16/2014,7/18/2014,5/28/2014,7/18/2014,,50,Yes,48,2014-07-16 22.24
408C,Yalbac408C,408,C,283344,1933425,421,Ocelot,1,2014,7,17,18.42,18.5,male,HCO ScoutGuard,Scoutguard,7/17/2014,7/18/2014,5/28/2014,7/18/2014,,51,Yes,48,2014-07-17 18.42
410C,Yalbac410C,410,C,286612,1934360,328,Ocelot,1,2014,7,17,20.41,20.5,,Moultrie,Moultry,7/17/2014,7/18/2014,5/28/2014,7/18/2014,,51,Yes,50,2014-07-17 20.41
405C2,Yalbac405,405,C2,283406,1933798,38,Ocelot,1,2014,7,22,20.37,20.5,,Moultricam,Moultry,7/22/2014,9/7/2014,7/18/2014,9/18/2014,,5,Yes,50,2014-07-22 20.37
413C2,Yalbac413C,413,C2,302854,1927594,32,Ocelot,1,2014,7,22,21.32,21.5,,Bushnell,Bushnell,7/22/2014,9/17/2014,7/18/2014,9/18/2014,,5,Yes,50,2014-07-22 21.32
413C2,Yalbac413C,413,C2,302854,1927594,39,Ocelot,1,2014,7,25,4.54,4.5,,Bushnell,Bushnell,7/25/2014,9/17/2014,7/18/2014,9/18/2014,,8,Yes,50,2014-07-25 4.54
413C2,Yalbac413C,413,C2,302854,1927594,40,Ocelot,1,2014,7,26,1.38,1.5,,Bushnell,Bushnell,7/26/2014,9/17/2014,7/18/2014,9/18/2014,,9,Yes,50,2014-07-26 1.38
405C2,Yalbac405,405,C2,283406,1933798,64,Ocelot,1,2014,7,28,11.55,11.5,,Moultricam,Moultry,7/28/2014,9/7/2014,7/18/2014,9/18/2014,,11,Yes,50,2014-07-28 11.55
406C2,Yalbac406,406,C2,283359,1934195,80,Ocelot,1,2014,7,29,0.1,0,,Bushnell,Bushnell,7/29/2014,9/17/2014,7/18/2014,9/18/2014,,12,Yes,50,2014-07-29 0.10
409C2,Yalbac409,409,C2,287509,1932206,7,Ocelot,1,2014,7,29,0.15,0,,Moultricam,Moultry,7/29/2014,9/17/2014,7/18/2014,9/18/2014,,12,Yes,50,2014-07-29 0.15
405C2,Yalbac405,405,C2,283406,1933798,88,Ocelot,1,2014,7,30,23.24,23,,Moultricam,Moultry,7/30/2014,9/7/2014,7/18/2014,9/18/2014,,13,Yes,50,2014-07-30 23.24
407C2,Yalbac407,407,C2,287745,1932109,18,Ocelot,1,2014,7,30,23.41,23.5,,Bushnell,Bushnell,7/30/2014,9/14/2014,7/18/2014,9/18/2014,,13,Yes,50,2014-07-30 23.41
413C2,Yalbac413C,413,C2,302854,1927594,138,Ocelot,1,2014,8,3,19.24,19,,Bushnell,Bushnell,8/3/2014,9/17/2014,7/18/2014,9/18/2014,,17,Yes,50,2014-08-03 19.24
401C2,Yalbac401,401,C2,306148,1928079,56,Ocelot,1,2014,8,4,12.58,12.5,,Moultricam,Moultry,8/4/2014,9/17/2014,7/18/2014,9/18/2014,,18,Yes,60,2014-08-04 12.58
401C2,Yalbac401,401,C2,306148,1928079,82,Ocelot,1,2014,8,9,22.37,22.5,,Moultricam,Moultry,8/9/2014,9/17/2014,7/18/2014,9/18/2014,,23,Yes,60,2014-08-09 22.37
409C2,Yalbac409,409,C2,287509,1932206,64,Ocelot,1,2014,8,11,6.28,6,,Moultricam,Moultry,8/11/2014,9/17/2014,7/18/2014,9/18/2014,,25,Yes,50,2014-08-11 6.28
413C2,Yalbac413C,413,C2,302854,1927594,198,Ocelot,1,2014,8,12,14.31,14.5,,Bushnell,Bushnell,8/12/2014,9/17/2014,7/18/2014,9/18/2014,,26,Yes,50,2014-08-12 14.31
405C2,Yalbac405,405,C2,283406,1933798,178,Ocelot,1,2014,8,13,5.51,5.5,,Moultricam,Moultry,8/13/2014,9/7/2014,7/18/2014,9/18/2014,,27,Yes,50,2014-08-13 5.51
408C2,Yalbac408,408,C2,283344,1933425,904,Ocelot,1,2014,8,14,5.09,5,,HCO ScoutGuard,Scoutguard,8/14/2014,9/18/2014,7/18/2014,9/18/2014,,28,Yes,50,2014-08-14 5.09
413C2,Yalbac413C,413,C2,302854,1927594,604,Ocelot,1,2014,8,21,6.23,6,,Bushnell,Bushnell,8/21/2014,9/17/2014,7/18/2014,9/18/2014,,35,Yes,50,2014-08-21 6.23
406C2,Yalbac406,406,C2,283359,1934195,218,Ocelot,1,2014,9,1,14.43,14.5,,Bushnell,Bushnell,9/1/2014,9/17/2014,7/18/2014,9/18/2014,,46,Yes,50,2014-09-01 14.43
413C2,Yalbac413C,413,C2,302854,1927594,788,Ocelot,1,2014,9,17,19.59,19.5,,Bushnell,Bushnell,9/17/2014,9/17/2014,7/18/2014,9/18/2014,,62,Yes,50,2014-09-17 19.59
413D,Yalbac413D,413,D,302850,1927087,25,Ocelot,1,2014,9,21,18.02,NA,,Bushnell,Bushnell,9/21/2014,11/2/2014,9/18/2014,11/3/2014,,4,Yes,44,2014-09-21 18.02
405D,Yalbac405D,405,D,283565,1934622,31,Ocelot,1,2014,9,22,19.07,NA,,Moultrie,Moultry,9/22/2014,11/3/2014,9/18/2014,11/3/2014,,5,Yes,44,2014-09-22 19.07
412D,Yalbac412D,412,D,283343,1933216,59,Ocelot,1,2014,9,24,12.4,NA,,ScoutGuard,Scoutguard,9/24/2014,11/2/2014,9/18/2014,11/3/2014,,7,Yes,44,2014-09-24 12.40
401D,Yalbac401D,401,D,305786,1928483,10,Ocelot,1,2014,9,26,22.56,NA,,Moultricam,Moultry,9/26/2014,11/3/2014,9/18/2014,11/3/2014,,9,Yes,40,2014-09-26 22.56
413D,Yalbac413D,413,D,302850,1927087,76,Ocelot,1,2014,9,29,18.01,NA,,Bushnell,Bushnell,9/29/2014,11/2/2014,9/18/2014,11/3/2014,,12,Yes,44,2014-09-29 18.01
413D,Yalbac413D,413,D,302850,1927087,106,Ocelot,1,2014,9,30,20.38,NA,,Bushnell,Bushnell,9/30/2014,11/2/2014,9/18/2014,11/3/2014,,13,Yes,44,2014-09-30 20.38
412D,Yalbac412D,412,D,283343,1933216,107,Ocelot,1,2014,10,2,2.51,NA,,ScoutGuard,Scoutguard,10/2/2014,11/2/2014,9/18/2014,11/3/2014,,15,Yes,44,2014-10-02 2.51
405D,Yalbac405D,405,D,283565,1934622,103,Ocelot,1,2014,10,3,6.17,NA,,Moultrie,Moultry,10/3/2014,11/3/2014,9/18/2014,11/3/2014,,16,Yes,44,2014-10-03 6.17
412D,Yalbac412D,412,D,283343,1933216,118,Ocelot,1,2014,10,3,4.51,NA,,ScoutGuard,Scoutguard,10/3/2014,11/2/2014,9/18/2014,11/3/2014,,16,Yes,44,2014-10-03 4.51
407D,Yalbac407D,407,D,283444,1934825,92,Ocelot,1,2014,10,5,5.3,NA,,Bushnell,Bushnell,10/5/2014,11/2/2014,9/18/2014,11/3/2014,,18,Yes,44,2014-10-05 5.30
412D,Yalbac412D,412,D,283343,1933216,148,Ocelot,1,2014,10,5,3.11,NA,,ScoutGuard,Scoutguard,10/5/2014,11/2/2014,9/18/2014,11/3/2014,,18,Yes,44,2014-10-05 3.11
405D,Yalbac405D,405,D,283565,1934622,124,Ocelot,1,2014,10,8,18.17,NA,,Moultrie,Moultry,10/8/2014,11/3/2014,9/18/2014,11/3/2014,,21,Yes,44,2014-10-08 18.17
407D,Yalbac407D,407,D,283444,1934825,100,Ocelot,1,2014,10,8,18,NA,,Bushnell,Bushnell,10/8/2014,11/2/2014,9/18/2014,11/3/2014,,21,Yes,44,2014-10-08 18.00
412D,Yalbac412D,412,D,283343,1933216,1189,Ocelot,1,2014,10,15,19.16,NA,,ScoutGuard,Scoutguard,10/15/2014,11/2/2014,9/18/2014,11/3/2014,,28,Yes,44,2014-10-15 19.16
412D,Yalbac412D,412,D,283343,1933216,1190,Ocelot,1,2014,10,15,19.38,NA,,ScoutGuard,Scoutguard,10/15/2014,11/2/2014,9/18/2014,11/3/2014,,28,Yes,44,2014-10-15 19.38
406D,Yalbac406D,406,D,292120,1930183,151,Ocelot,1,2014,10,16,22.04,NA,,Bushnell,Bushnell,10/16/2014,11/2/2014,9/18/2014,11/3/2014,,29,Yes,44,2014-10-16 22.04
407D,Yalbac407D,407,D,283444,1934825,115,Ocelot,1,2014,10,17,20.29,NA,,Bushnell,Bushnell,10/17/2014,11/2/2014,9/18/2014,11/3/2014,,30,Yes,44,2014-10-17 20.29
412D,Yalbac412D,412,D,283343,1933216,1220,Ocelot,1,2014,10,18,5.25,NA,,ScoutGuard,Scoutguard,10/18/2014,11/2/2014,9/18/2014,11/3/2014,,31,Yes,44,2014-10-18 5.25
401D,Yalbac401D,401,D,305786,1928483,70,Ocelot,1,2014,10,22,13.51,NA,,Moultricam,Moultry,10/22/2014,11/3/2014,9/18/2014,11/3/2014,,35,Yes,40,2014-10-22 13.51
413D,Yalbac413D,413,D,302850,1927087,184,Ocelot,1,2014,10,26,8.29,NA,,Bushnell,Bushnell,10/26/2014,11/2/2014,9/18/2014,11/3/2014,,39,Yes,44,2014-10-26 8.29
406D,Yalbac406D,406,D,292120,1930183,232,Ocelot,1,2014,10,28,23.12,NA,,Bushnell,Bushnell,10/28/2014,11/2/2014,9/18/2014,11/3/2014,,41,Yes,44,2014-10-28 23.12
409D,Yalbac409D,409,D,283208,1934953,73,Ocelot,1,2014,11,2,11.49,NA,,Moultrie,Moultry,11/2/2014,11/2/2014,9/18/2014,11/3/2014,,46,Yes,44,2014-11-02 11.49
407E,Yalbac407E,407,E,284554,1935262,82,Ocelot,1,2014,11,8,5.22,NA,,Bushnell,Bushnell,11/8/2014,12/22/2014,11/3/2014,12/22/2014,,6,Yes,45,2014-11-08 5.22
407E,Yalbac407E,407,E,284554,1935262,94,Ocelot,1,2014,11,9,5.03,NA,,Bushnell,Bushnell,11/9/2014,12/22/2014,11/3/2014,12/22/2014,,7,Yes,45,2014-11-09 5.03
407E,Yalbac407E,407,E,284554,1935262,259,Ocelot,1,2014,11,26,22.22,NA,,Bushnell,Bushnell,11/26/2014,12/22/2014,11/3/2014,12/22/2014,,24,Yes,45,2014-11-26 22.22
413E,Yalbac413E,413,E,305716,1928611,746,Ocelot,1,2014,12,1,4.16,NA,,ScoutGuard,Scoutguard,12/1/2014,12/14/2014,11/3/2014,12/22/2014,,29,Yes,35,2014-12-01 4.16
402E,Yalbac402E,402,E,303760,1927582,100,Ocelot,1,2014,12,2,2.27,NA,,Bushnell,Bushnell,12/2/2014,12/18/2014,11/3/2014,12/22/2014,,30,Yes,44,2014-12-02 2.27
405E,Yalbac405E,405,E,283533,1933999,70,Ocelot,1,2014,12,3,2.52,NA,,Moultrie,Moultry,12/3/2014,12/18/2014,11/3/2014,12/22/2014,,31,Yes,32,2014-12-03 2.52
405E,Yalbac405E,405,E,283533,1933999,148,Ocelot,1,2014,12,11,1.32,NA,,Moultrie,Moultry,12/11/2014,12/18/2014,11/3/2014,12/22/2014,,39,Yes,32,2014-12-11 1.32
405E,Yalbac405E,405,E,283533,1933999,160,Ocelot,1,2014,12,12,0.01,NA,,Moultrie,Moultry,12/12/2014,12/18/2014,11/3/2014,12/22/2014,,40,Yes,32,2014-12-12 0.01
406E,Yalbac406E,406,E,286926,1935340,43,Ocelot,1,2014,12,12,17.59,NA,,Bushnell,Bushnell,12/12/2014,12/20/2014,11/3/2014,12/22/2014,,40,Yes,45,2014-12-12 17.59
405E,Yalbac405E,405,E,283533,1933999,178,Ocelot,1,2014,12,13,3.16,NA,,Moultrie,Moultry,12/13/2014,12/18/2014,11/3/2014,12/22/2014,,41,Yes,32,2014-12-13 3.16
407E,Yalbac407E,407,E,284554,1935262,484,Ocelot,1,2014,12,21,18.36,NA,,Bushnell,Bushnell,12/21/2014,12/22/2014,11/3/2014,12/22/2014,,49,Yes,45,2014-12-21 18.36
407F,Yalbac407F,407,F,288175,1935951,19,Ocelot,1,2014,12,23,6.3,NA,,Bushnell,Bushnell,12/23/2014,2/8/2015,12/22/2014,2/18/2015,,2,Yes,47,2014-12-23 6.30
409F,Yalbac409F,409,F,290371,1936481,22,Ocelot,1,2014,12,30,5.34,NA,,Moultrie,Moultry,12/30/2014,2/17/2015,12/22/2014,2/18/2015,,9,Yes,23,2014-12-30 5.34
405F,Yalbac405F,405,F,285409,1935699,94,Ocelot,1,2015,1,10,2.5,NA,,Moultrie,Moultry,1/10/2015,2/15/2015,12/22/2014,2/18/2015,,20,Yes,47,2015-01-10 2.50
407F,Yalbac407F,407,F,288175,1935951,100,Ocelot,1,2015,1,10,5.44,NA,,Bushnell,Bushnell,1/10/2015,2/8/2015,12/22/2014,2/18/2015,,20,Yes,47,2015-01-10 5.44
407F,Yalbac407F,407,F,288175,1935951,109,Ocelot,1,2015,1,12,2.31,NA,,Bushnell,Bushnell,1/12/2015,2/8/2015,12/22/2014,2/18/2015,,22,Yes,47,2015-01-12 2.31
407F,Yalbac407F,407,F,288175,1935951,115,Ocelot,1,2015,1,16,5.46,NA,,Bushnell,Bushnell,1/16/2015,2/8/2015,12/22/2014,2/18/2015,,26,Yes,47,2015-01-16 5.46
403F,Yalbac403F,403,F,291689,1929549,671,Ocelot,1,2015,1,25,1.07,NA,,Bushnell,Bushnell,1/25/2015,2/17/2015,12/22/2014,2/18/2015,,35,Yes,47,2015-01-25 1.07
409F,Yalbac409F,409,F,290371,1936481,307,Ocelot,1,2015,1,28,1.41,NA,,Moultrie,Moultry,1/28/2015,2/17/2015,12/22/2014,2/18/2015,,38,Yes,23,2015-01-28 1.41
409F,Yalbac409F,409,F,290371,1936481,311,Ocelot,2,2015,1,28,3.1,NA,With Young,Moultrie,Moultry,1/28/2015,2/17/2015,12/22/2014,2/18/2015,,38,Yes,23,2015-01-28 3.10
409F,Yalbac409F,409,F,290371,1936481,331,Ocelot,2,2015,1,30,6.42,NA,With Young,Moultrie,Moultry,1/30/2015,2/17/2015,12/22/2014,2/18/2015,,40,Yes,23,2015-01-30 6.42
413F,Yalbac413F,413,F,305716,1928611,1333,Ocelot,1,2015,2,3,4.52,NA,,ScoutGuard,Scoutguard,2/3/2015,2/17/2015,12/22/2014,2/18/2015,,44,Yes,47,2015-02-03 4.52
409F,Yalbac409F,409,F,290371,1936481,344,Ocelot,1,2015,2,7,3.57,NA,,Moultrie,Moultry,2/7/2015,2/17/2015,12/22/2014,2/18/2015,,48,Yes,23,2015-02-07 3.57
405F,Yalbac405F,405,F,285409,1935699,208,Ocelot,2,2015,2,10,3.42,NA,With Young,Moultrie,Moultry,2/10/2015,2/15/2015,12/22/2014,2/18/2015,,51,Yes,47,2015-02-10 3.42
409F,Yalbac409F,409,F,290371,1936481,355,Ocelot,1,2015,2,14,22.22,NA,,Moultrie,Moultry,2/14/2015,2/17/2015,12/22/2014,2/18/2015,,55,Yes,23,2015-02-14 22.22
403F,Yalbac403F,403,F,291689,1929549,1166,Ocelot,1,2015,2,15,20.57,NA,,Bushnell,Bushnell,2/15/2015,2/17/2015,12/22/2014,2/18/2015,,56,Yes,47,2015-02-15 20.57
404F,Yalbac404F,404,F,304653,1927840,1208,Ocelot,1,2015,2,15,7.29,NA,,ScoutGuard,Scoutguard,2/15/2015,2/17/2015,12/22/2014,2/18/2015,,56,Yes,47,2015-02-15 7.29
407E,Yalbac407E,407,E,284554,1935262,136,Ovenbird,1,2014,11,12,8.23,NA,,Bushnell,Bushnell,11/12/2014,12/22/2014,11/3/2014,12/22/2014,,10,No,45,2014-11-12 8.23
402F,Yalbac402F,402,F,303762,1927588,102,Ovenbird,1,2015,1,22,9.19,NA,,Bushnell,Bushnell,1/22/2015,2/17/2015,12/22/2014,2/18/2015,,32,No,47,2015-01-22 9.19
408B,Yalbac408B,408,B,284005,1935106,38,Paca,1,2014,4,28,21.11,21,,HCO ScoutGuard,Scoutguard,4/28/2014,5/23/2014,4/23/2014,5/28/2014,,6,Yes,25,2014-04-28 21.11
412B,Yalbac412B,412,B,283420,1931719,247,Paca,1,2014,5,20,22.43,22.5,,HCO ScoutGuard,Scoutguard,5/20/2014,5/29/2014,4/23/2014,5/28/2014,,28,Yes,35,2014-05-20 22.43
401C,Yalbac401c,401,C,305786,1928483,32,Paca,1,2014,5,30,3.14,3,,Moultrie,Moultry,5/30/2014,6/11/2014,5/28/2014,7/18/2014,,3,Yes,12,2014-05-30 3.14
404C,Yalbac404C,404,C,304607,1927908,13,Paca,1,2014,5,30,22.29,22,,HCO ScoutGuard,Scoutguard,5/30/2014,7/17/2014,5/28/2014,7/18/2014,,3,Yes,47,2014-05-30 22.29
407C,Yalbac407C,407,C,287745,1932109,13,Paca,1,2014,5,30,20.28,20,,Bushnell,Bushnell,5/30/2014,7/16/2014,5/28/2014,7/18/2014,,3,Yes,45,2014-05-30 20.28
408C,Yalbac408C,408,C,283344,1933425,54,Paca,1,2014,5,31,23.28,23,,HCO ScoutGuard,Scoutguard,5/31/2014,7/18/2014,5/28/2014,7/18/2014,,4,Yes,48,2014-05-31 23.28
409C,Yalbac409C,409,C,287509,1932206,7,Paca,1,2014,5,31,8.21,8,,Moultrie,Moultry,5/31/2014,7/17/2014,5/28/2014,7/18/2014,,4,Yes,48,2014-05-31 8.21
411C,Yalbac411C,411,C,283393,1933215,35,Paca,1,2014,5,31,1.32,1.5,,HCO ScoutGuard,Scoutguard,5/31/2014,7/16/2014,5/28/2014,7/18/2014,,4,Yes,48,2014-05-31 1.32
405C,Yalbac405C,405,C,283406,1933798,37,Paca,1,2014,6,1,22.33,22.5,,Moultrie,Moultry,6/1/2014,7/16/2014,5/28/2014,7/18/2014,,5,Yes,48,2014-06-01 22.33
408C,Yalbac408C,408,C,283344,1933425,55,Paca,1,2014,6,1,4,4,,HCO ScoutGuard,Scoutguard,6/1/2014,7/18/2014,5/28/2014,7/18/2014,,5,Yes,48,2014-06-01 4.00
407C,Yalbac407C,407,C,287745,1932109,22,Paca,1,2014,6,2,1.11,1,,Bushnell,Bushnell,6/2/2014,7/16/2014,5/28/2014,7/18/2014,,6,Yes,45,2014-06-02 1.11
403C,Yalbac403C,403,C,290976,1926510,27,Paca,1,2014,6,4,2.11,2,,Bushnell,Bushnell,6/4/2014,7/28/2014,5/28/2014,7/18/2014,,8,Yes,60,2014-06-04 2.11
408C,Yalbac408C,408,C,283344,1933425,85,Paca,1,2014,6,4,0.55,0.5,,HCO ScoutGuard,Scoutguard,6/4/2014,7/18/2014,5/28/2014,7/18/2014,,8,Yes,48,2014-06-04 0.55
403C,Yalbac403C,403,C,290976,1926510,88,Paca,1,2014,6,9,2.43,2.43,,Bushnell,Bushnell,6/9/2014,7/28/2014,5/28/2014,7/18/2014,,13,Yes,60,2014-06-09 2.43
408C,Yalbac408C,408,C,283344,1933425,142,Paca,1,2014,6,9,3.44,3.5,,HCO ScoutGuard,Scoutguard,6/9/2014,7/18/2014,5/28/2014,7/18/2014,,13,Yes,48,2014-06-09 3.44
404C,Yalbac404C,404,C,304607,1927908,304,Paca,1,2014,6,21,23.24,23,,HCO ScoutGuard,Scoutguard,6/21/2014,7/17/2014,5/28/2014,7/18/2014,,25,Yes,47,2014-06-21 23.24
404C,Yalbac404C,404,C,304607,1927908,386,Paca,1,2014,7,1,21.35,21.5,,HCO ScoutGuard,Scoutguard,7/1/2014,7/17/2014,5/28/2014,7/18/2014,,35,Yes,47,2014-07-01 21.35
407C,Yalbac407C,407,C,287745,1932109,220,Paca,1,2014,7,4,1.42,1.42,,Bushnell,Bushnell,7/4/2014,7/16/2014,5/28/2014,7/18/2014,,38,Yes,45,2014-07-04 1.42
407C,Yalbac407C,407,C,287745,1932109,227,Paca,1,2014,7,6,3.23,3,,Bushnell,Bushnell,7/6/2014,7/16/2014,5/28/2014,7/18/2014,,40,Yes,45,2014-07-06 3.23
409C,Yalbac409C,409,C,287509,1932206,193,Paca,1,2014,7,7,1.31,1.5,,Moultrie,Moultry,7/7/2014,7/17/2014,5/28/2014,7/18/2014,,41,Yes,48,2014-07-07 1.31
404C,Yalbac404C,404,C,304607,1927908,831,Paca,1,2014,7,17,21.43,21.5,,HCO ScoutGuard,Scoutguard,7/17/2014,7/17/2014,5/28/2014,7/18/2014,,51,Yes,47,2014-07-17 21.43
401C2,Yalbac401,401,C2,306148,1928079,44,Paca,1,2014,7,27,21.08,21,,Moultricam,Moultry,7/27/2014,9/17/2014,7/18/2014,9/18/2014,,10,Yes,60,2014-07-27 21.08
402C2,Yalbac402,402,C2,303764,1927657,20,Paca,1,2014,7,29,23.44,23.5,,Bushnell,Bushnell,7/29/2014,9/17/2014,7/18/2014,9/18/2014,,12,Yes,60,2014-07-29 23.44
402C2,Yalbac402,402,C2,303764,1927657,44,Paca,1,2014,8,9,3.11,3,,Bushnell,Bushnell,8/9/2014,9/17/2014,7/18/2014,9/18/2014,,23,Yes,60,2014-08-09 3.11
401C2,Yalbac401,401,C2,306148,1928079,85,Paca,1,2014,8,12,19.14,19,,Moultricam,Moultry,8/12/2014,9/17/2014,7/18/2014,9/18/2014,,26,Yes,60,2014-08-12 19.14
401C2,Yalbac401,401,C2,306148,1928079,128,Paca,1,2014,8,16,20.59,20.5,,Moultricam,Moultry,8/16/2014,9/17/2014,7/18/2014,9/18/2014,,30,Yes,60,2014-08-16 20.59
408C2,Yalbac408,408,C2,283344,1933425,1035,Paca,1,2014,8,24,1.38,1.5,,HCO ScoutGuard,Scoutguard,8/24/2014,9/18/2014,7/18/2014,9/18/2014,,38,Yes,50,2014-08-24 1.38
406C2,Yalbac406,406,C2,283359,1934195,203,Paca,1,2014,8,27,23.25,23,,Bushnell,Bushnell,8/27/2014,9/17/2014,7/18/2014,9/18/2014,,41,Yes,50,2014-08-27 23.25
401C2,Yalbac401,401,C2,306148,1928079,154,Paca,1,2014,8,28,12.47,12.5,,Moultricam,Moultry,8/28/2014,9/17/2014,7/18/2014,9/18/2014,,42,Yes,60,2014-08-28 12.47
402C2,Yalbac402,402,C2,303764,1927657,146,Paca,1,2014,8,31,1.32,1.5,,Bushnell,Bushnell,8/31/2014,9/17/2014,7/18/2014,9/18/2014,,45,Yes,60,2014-08-31 1.32
406C2,Yalbac406,406,C2,283359,1934195,206,Paca,2,2014,9,1,0.51,0.5,,Bushnell,Bushnell,9/1/2014,9/17/2014,7/18/2014,9/18/2014,,46,Yes,50,2014-09-01 0.51
406C2,Yalbac406,406,C2,283359,1934195,221,Paca,1,2014,9,2,0.12,0,,Bushnell,Bushnell,9/2/2014,9/17/2014,7/18/2014,9/18/2014,,47,Yes,50,2014-09-02 0.12
402C2,Yalbac402,402,C2,303764,1927657,194,Paca,1,2014,9,6,3.54,3.5,,Bushnell,Bushnell,9/6/2014,9/17/2014,7/18/2014,9/18/2014,,51,Yes,60,2014-09-06 3.54
402C2,Yalbac402,402,C2,303764,1927657,212,Paca,1,2014,9,10,2.16,2,,Bushnell,Bushnell,9/10/2014,9/17/2014,7/18/2014,9/18/2014,,55,Yes,60,2014-09-10 2.16
402C2,Yalbac402,402,C2,303764,1927657,241,Paca,1,2014,9,16,1.06,1,,Bushnell,Bushnell,9/16/2014,9/17/2014,7/18/2014,9/18/2014,,61,Yes,60,2014-09-16 1.06
402C2,Yalbac402,402,C2,303764,1927657,260,Paca,1,2014,9,17,23.48,23.5,,Bushnell,Bushnell,9/17/2014,9/17/2014,7/18/2014,9/18/2014,,62,Yes,60,2014-09-17 23.48
402D,Yalbac402D,402,D,303878,1927199,22,Paca,1,2014,9,21,0.54,NA,,Bushnell,Bushnell,9/21/2014,11/2/2014,9/18/2014,11/3/2014,,4,Yes,40,2014-09-21 0.54
401D,Yalbac401D,401,D,305786,1928483,7,Paca,1,2014,9,23,4.3,NA,,Moultricam,Moultry,9/23/2014,11/3/2014,9/18/2014,11/3/2014,,6,Yes,40,2014-09-23 4.30
413D,Yalbac413D,413,D,302850,1927087,52,Paca,1,2014,9,26,23.24,NA,,Bushnell,Bushnell,9/26/2014,11/2/2014,9/18/2014,11/3/2014,,9,Yes,44,2014-09-26 23.24
402D,Yalbac402D,402,D,303878,1927199,64,Paca,1,2014,10,6,4.22,NA,,Bushnell,Bushnell,10/6/2014,11/2/2014,9/18/2014,11/3/2014,,19,Yes,40,2014-10-06 4.22
402D,Yalbac402D,402,D,303878,1927199,79,Paca,1,2014,10,11,20.29,NA,,Bushnell,Bushnell,10/11/2014,11/2/2014,9/18/2014,11/3/2014,,24,Yes,40,2014-10-11 20.29
406D,Yalbac406D,406,D,292120,1930183,145,Paca,1,2014,10,14,21.22,NA,,Bushnell,Bushnell,10/14/2014,11/2/2014,9/18/2014,11/3/2014,,27,Yes,44,2014-10-14 21.22
402D,Yalbac402D,402,D,303878,1927199,88,Paca,1,2014,10,17,22.04,NA,,Bushnell,Bushnell,10/17/2014,11/2/2014,9/18/2014,11/3/2014,,30,Yes,40,2014-10-17 22.04
402D,Yalbac402D,402,D,303878,1927199,91,Paca,1,2014,10,22,3.32,NA,,Bushnell,Bushnell,10/22/2014,11/2/2014,9/18/2014,11/3/2014,,35,Yes,40,2014-10-22 3.32
401D,Yalbac401D,401,D,305786,1928483,73,Paca,1,2014,10,23,3.35,NA,,Moultricam,Moultry,10/23/2014,11/3/2014,9/18/2014,11/3/2014,,36,Yes,40,2014-10-23 3.35
