"site","Location","Cam.nr","Series","Picture","Species","Nr","Year","Month","Day","Hour_exact","Hour_BERDS","Comment","Camera.Brand","Easting.1","Northing.1","Mammal","Brand","Date_Place","Date_Remov","obsdate","Last.Record","Days","visit","Notes","Conservati","Active_Log","Logged_in","Hurricane","Fire_Damag","Location_d","Landscape","date_time_obs","First_Obs"
"507G","Yalbac507G",507,"G",67,"Ocelot",1,2015,11,30,3.35,3.5,"","Bushnell",282985,1935446,"Yes","Bushnell",2015-11-09,2015-12-01,2015-11-30,2015-12-02,22,22," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-11-30 3.35",2015-11-09
"507H","Yalbac507H",507,"H",61,"Ocelot",1,2015,12,6,19.51,20,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2015-12-06,2016-03-01,90,6,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-06 19.51",2015-12-01
"506G","Yalbac506G",506,"G",328,"Ocelot",1,2015,12,7,17.33,17.5,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-12-07,2016-01-10,61,29," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-07 17.33",2015-11-09
"507H","Yalbac507H",507,"H",163,"Ocelot",1,2016,12,7,1.23,1.5,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2015-12-07,2016-03-01,90,7,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-07 1.23",2015-12-01
"510H","Yalbac510H",510,"H",64,"Ocelot",1,2015,12,8,8.03,8,"","Moultrie",282719,1935522.766,"Yes","Moultrycam",2015-12-01,2016-02-29,2015-12-08,2016-03-01,90,8," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-08 8.03",2015-12-01
"510H","Yalbac510H",510,"H",70,"Ocelot",1,2015,12,9,2.53,3,"","Moultrie",282719,1935522.766,"Yes","Moultrycam",2015-12-01,2016-02-29,2015-12-09,2016-03-01,90,9," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-09 2.53",2015-12-01
"506G","Yalbac506G",506,"G",394,"Ocelot",1,2015,12,14,21.25,21.5,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-12-14,2016-01-10,61,36," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-14 21.25",2015-11-09
"506G","Yalbac506G",506,"G",409,"Ocelot",1,2015,12,17,22.45,23,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-12-17,2016-01-10,61,39," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-17 22.45",2015-11-09
"509H","Yalbac509H",509,"H",190,"Ocelot",1,2015,12,20,2.25,2.5,"","Bushnell",283730,1935382.07,"Yes","Bushnell",2015-12-01,2016-02-29,2015-12-20,2016-03-01,90,20," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-20 2.25",2015-12-01
"510H","Yalbac510H",510,"H",166,"Ocelot",1,2015,12,20,4.26,4.5,"","Moultrie",282719,1935522.766,"Yes","Moultrycam",2015-12-01,2016-02-29,2015-12-20,2016-03-01,90,20," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-20 4.26",2015-12-01
"509H","Yalbac509H",509,"H",196,"Ocelot",1,2015,12,21,5.45,6,"","Bushnell",283730,1935382.07,"Yes","Bushnell",2015-12-01,2016-02-29,2015-12-21,2016-03-01,90,21," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-21 5.45",2015-12-01
"511H","Yalbac511H",511,"H",91,"Ocelot",1,2015,12,22,3.57,4,"","Moultrie",282087,1935456.716,"Yes","Moultrycam",2015-12-01,2016-02-29,2015-12-22,2016-03-01,90,22," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-22 3.57",2015-12-01
"510H","Yalbac510H",510,"H",181,"Ocelot",1,2015,12,23,4.13,4,"","Moultrie",282719,1935522.766,"Yes","Moultrycam",2015-12-01,2016-02-29,2015-12-23,2016-03-01,90,23," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-23 4.13",2015-12-01
"506G","Yalbac506G",506,"G",451,"Ocelot",1,2015,12,25,23.5,24,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-12-25,2016-01-10,61,47," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-25 23.50",2015-11-09
"501C","Yalbac501c",501,"C",11,"Opossum",1,2015,4,11,4.55,5,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-04-11,2015-05-30,49,2," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-04-11 4.55",2015-04-10
"501C","Yalbac501c",501,"C",38,"Opossum",1,2015,4,14,21.23,21.5,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-04-14,2015-05-30,49,5," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-04-14 21.23",2015-04-10
"501C","Yalbac501c",501,"C",41,"Opossum",1,2015,4,15,0.54,1,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-04-15,2015-05-30,49,6," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-04-15 0.54",2015-04-10
"501C","Yalbac501c",501,"C",56,"Opossum",1,2015,4,16,19.21,19.5,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-04-16,2015-05-30,49,7," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-04-16 19.21",2015-04-10
"501C","Yalbac501c",501,"C",77,"Opossum",1,2015,4,19,22.02,22,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-04-19,2015-05-30,49,10," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-04-19 22.02",2015-04-10
"501C","Yalbac501c",501,"C",92,"Opossum",1,2015,4,23,3.02,3,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-04-23,2015-05-30,49,14," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-04-23 3.02",2015-04-10
"501C","Yalbac501c",501,"C",140,"Opossum",1,2015,4,24,20.59,21,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-04-24,2015-05-30,49,15," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-04-24 20.59",2015-04-10
"501C","Yalbac501c",501,"C",164,"Opossum",1,2015,4,28,22.58,23,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-04-28,2015-05-30,49,19," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-04-28 22.58",2015-04-10
"501C","Yalbac501c",501,"C",170,"Opossum",1,2015,4,29,20.54,21,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-04-29,2015-05-30,49,20," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-04-29 20.54",2015-04-10
"501C","Yalbac501c",501,"C",173,"Opossum",1,2015,4,30,1.04,1,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-04-30,2015-05-30,49,21," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-04-30 1.04",2015-04-10
"501C","Yalbac501c",501,"C",191,"Opossum",1,2015,5,2,0.07,0,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-02,2015-05-30,49,23," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-02 0.07",2015-04-10
"501C","Yalbac501c",501,"C",200,"Opossum",1,2015,5,3,4.51,5,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-03,2015-05-30,49,24," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-03 4.51",2015-04-10
"501C","Yalbac501c",501,"C",203,"Opossum",1,2015,5,3,22.01,22,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-03,2015-05-30,49,24," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-03 22.01",2015-04-10
"501C","Yalbac501c",501,"C",209,"Opossum",1,2015,5,4,2,2,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-04,2015-05-30,49,25," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-04 2.00",2015-04-10
"501C","Yalbac501c",501,"C",224,"Opossum",1,2015,5,6,0.31,0.5,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-06,2015-05-30,49,27," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-06 0.31",2015-04-10
"501C","Yalbac501c",501,"C",257,"Opossum",1,2015,5,8,23.54,24,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-08,2015-05-30,49,29," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-08 23.54",2015-04-10
"501C","Yalbac501c",501,"C",269,"Opossum",1,2015,5,10,3.39,4,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-10,2015-05-30,49,31," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-10 3.39",2015-04-10
"501C","Yalbac501c",501,"C",278,"Opossum",1,2015,5,11,1.02,1,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-11,2015-05-30,49,32," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-11 1.02",2015-04-10
"509C","Yalbac509c",509,"C",94,"Opossum",1,2015,5,12,21.44,21.5,"","Bushnell",280114,1935198,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-12,2015-05-30,49,33," ","No","Yes","2015","Yes","No","Along narrow logging trail","Disturbed High forest","2015-05-12 21.44",2015-04-10
"501C","Yalbac501c",501,"C",317,"Opossum",1,2015,5,13,22.49,23,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-13,2015-05-30,49,34," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-13 22.49",2015-04-10
"501C","Yalbac501c",501,"C",368,"Opossum",1,2015,5,17,21.56,22,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-17,2015-05-30,49,38," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-17 21.56",2015-04-10
"501C","Yalbac501c",501,"C",386,"Opossum",1,2015,5,21,1.29,1.5,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-21,2015-05-30,49,42," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-21 1.29",2015-04-10
"501C","Yalbac501c",501,"C",395,"Opossum",1,2015,5,22,0.41,1,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-22,2015-05-30,49,43," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-22 0.41",2015-04-10
"501C","Yalbac501c",501,"C",407,"Opossum",1,2015,5,23,2.26,2.5,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-23,2015-05-30,49,44," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-23 2.26",2015-04-10
"501C","Yalbac501c",501,"C",410,"Opossum",5,2015,5,23,3.56,4,"Female with many babies on her back","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-23,2015-05-30,49,44," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-23 3.56",2015-04-10
"501C","Yalbac501c",501,"C",416,"Opossum",1,2015,5,23,21.56,22,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-23,2015-05-30,49,44," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-23 21.56",2015-04-10
"501C","Yalbac501c",501,"C",434,"Opossum",1,2015,5,25,2.32,2.5,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-25,2015-05-30,49,46," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-25 2.32",2015-04-10
"501C","Yalbac501c",501,"C",497,"Opossum",1,2015,5,29,22.42,22.5,"","Bushnell",292447,1954693,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-29,2015-05-30,49,50," ","No","Yes",NA,"No","No","Along narrow seismic line","Mature forest","2015-05-29 22.42",2015-04-10
"502D","Yalbac502D",502,"D",3304,"Opossum",1,2015,6,7,22.21,22.5,"","Moultrie",291686,1955608,"Yes","Moultrycam",2015-05-30,2015-06-29,2015-06-07,2015-08-06,67,9," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-07 22.21",2015-05-30
"506D","Yalbac506D",506,"D",106,"Opossum",1,2015,6,19,22.26,22.5,"","Bushnell",291532,1956956,"Yes","Bushnell",2015-05-30,2015-06-29,2015-06-19,2015-08-06,67,21," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-06-19 22.26",2015-05-30
"507D","Yalbac507D",507,"D",106,"Opossum",1,2015,7,25,14.06,14,"","Bushnell",283856,1935164,"Yes","Bushnell",2015-05-30,2015-06-29,2015-07-25,2015-08-06,67,57," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-07-25 14.06",2015-05-30
"503D","Yalbac503D",503,"D",88,"Opossum",1,2015,7,28,21.33,21.5,"","Bushnell",292559,1958254,"Yes","Bushnell",2015-05-30,2015-06-29,2015-07-28,2015-08-06,67,60," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-28 21.33",2015-05-30
"504F","Yalbac504F",504,"F",334,"Opossum",1,2015,9,24,3.08,3,"","HCO ScoutGuard",289314,1956370,"Yes","Scoutguard",2015-09-15,2015-11-09,2015-09-24,2015-10-11,25,10,"Only movies","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-24 3.08",2015-09-15
"504F","Yalbac504F",504,"F",361,"Opossum",1,2015,9,27,4.03,4,"","HCO ScoutGuard",289314,1956370,"Yes","Scoutguard",2015-09-15,2015-11-09,2015-09-27,2015-10-11,25,13,"Only movies","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-27 4.03",2015-09-15
"506G","Yalbac506G",506,"G",184,"Opossum",1,2015,11,19,4.4,4.5,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-11-19,2016-01-10,61,11," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-11-19 4.40",2015-11-09
"507H","Yalbac507H",507,"H",325,"Opossum",1,2016,1,6,21.12,21,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-01-06,2016-03-01,90,37,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-06 21.12",2015-12-01
"507H","Yalbac507H",507,"H",331,"Opossum",1,2016,1,8,2.35,2.5,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-01-08,2016-03-01,90,39,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-08 2.35",2015-12-01
"507H","Yalbac507H",507,"H",622,"Opossum",1,2016,1,26,23.12,23,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-01-26,2016-03-01,90,57,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-26 23.12",2015-12-01
"509H","Yalbac509H",509,"H",2353,"Opossum",1,2016,2,15,5.17,5.5,"","Bushnell",283730,1935382.07,"Yes","Bushnell",2015-12-01,2016-02-29,2016-02-15,2016-03-01,90,77," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-02-15 5.17",2015-12-01
"512E","Yalbac512E",512,"E",719,"Opossum",1,2015,8,6,20.39,20.5,"","ScoutGuard",282178,1935684,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-06,2015-09-16,78,39," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-06 20.39",2015-06-29
"506E","Yalbac506E",506,"E",116,"Opossum",1,2015,8,15,19.01,19,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-15,2015-09-16,78,48," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-15 19.01",2015-06-29
"506E","Yalbac506E",506,"E",154,"Opossum",1,2015,8,22,1.55,2,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-22,2015-09-16,78,55," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-22 1.55",2015-06-29
"506E","Yalbac506E",506,"E",233,"Opossum",1,2015,8,29,23.36,23.5,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-08-29,2015-09-16,78,62," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-29 23.36",2015-06-29
"512E","Yalbac512E",512,"E",1947,"Opossum",1,2015,9,1,3.37,3.5,"","ScoutGuard",282178,1935684,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-09-01,2015-09-16,78,65," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-09-01 3.37",2015-06-29
"506E","Yalbac506E",506,"E",280,"Opossum",1,2015,9,4,19.18,19,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-04,2015-09-16,78,68," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-04 19.18",2015-06-29
"506E","Yalbac506E",506,"E",341,"Opossum",1,2015,9,13,19.13,19,"","Bushnell",292491,1955895,"Yes","Bushnell",2015-06-29,2015-09-15,2015-09-13,2015-09-16,78,77," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-13 19.13",2015-06-29
"511FG","Yalbac511G",511,"G",34,"Opossum",1,2015,9,27,2.59,3,"","Moultrie",282114,1934484,"Yes","Moultrycam",2015-09-15,2015-12-01,2015-09-27,2015-12-02,77,13," ","No","Yes","2015","Yes","No","Along narrow logging trail","Disturbed High forest","2015-09-27 2.59",2015-09-15
"511FG","Yalbac511G",511,"G",79,"Opossum",1,2015,10,13,19.37,19.5,"","Moultrie",282114,1934484,"Yes","Moultrycam",2015-09-15,2015-12-01,2015-10-13,2015-12-02,77,29," ","No","Yes","2015","Yes","No","Along narrow logging trail","Disturbed High forest","2015-10-13 19.37",2015-09-15
"511FG","Yalbac511G",511,"G",89,"Opossum",1,2015,10,27,4.18,4,"","Moultrie",282114,1934484,"Yes","Moultrycam",2015-09-15,2015-12-01,2015-10-27,2015-12-02,77,43," ","No","Yes","2015","Yes","No","Along narrow logging trail","Disturbed High forest","2015-10-27 4.18",2015-09-15
"512F","Yalbac512F",512,"F",154,"Opossum",1,2015,10,27,0.07,0,"","ScoutGuard",281718,1935445,"Yes","Scoutguard",2015-09-15,2015-11-09,2015-10-27,2015-11-10,55,43," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-10-27 0.07",2015-09-15
"512F","Yalbac512F",512,"F",204,"Opossum",1,2015,11,9,2.41,2.5,"","ScoutGuard",281718,1935445,"Yes","Scoutguard",2015-09-15,2015-11-09,2015-11-09,2015-11-10,55,56," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-11-09 2.41",2015-09-15
"511FG","Yalbac511G",511,"G",133,"Opossum",1,2015,11,17,3.54,4,"","Moultrie",282114,1934484,"Yes","Moultrycam",2015-09-15,2015-12-01,2015-11-17,2015-12-02,77,64," ","No","Yes","2015","Yes","No","Along narrow logging trail","Disturbed High forest","2015-11-17 3.54",2015-09-15
"511FG","Yalbac511G",511,"G",151,"Opossum",1,2015,11,24,4.33,4.5,"","Moultrie",282114,1934484,"Yes","Moultrycam",2015-09-15,2015-12-01,2015-11-24,2015-12-02,77,71," ","No","Yes","2015","Yes","No","Along narrow logging trail","Disturbed High forest","2015-11-24 4.33",2015-09-15
"503E","Yalbac503E",503,"E",436,"Ornate Hawk-eagle",1,2015,8,24,11.42,11.5,"","Bushnell",291322,1957347,"No","Bushnell",2015-06-29,2015-09-15,2015-08-24,2015-09-16,78,57," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-08-24 11.42",2015-06-29
"505G","Yalbac505G",505,"G",229,"Paca",1,2016,1,1,19.58,9,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2016-01-01,2016-01-10,61,54," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2016-01-01 19.58",2015-11-09
"503G","Yalbac503G",503,"G",41,"Paca",1,2016,1,4,22.59,23,"","Bushnell",291304,1957372,"Yes","Bushnell",2015-11-09,2015-01-09,2016-01-04,2016-01-10,61,57," ","No","Yes",NA,"No","No","At Pond","Mature forest","2016-01-04 22.59",2015-11-09
"503G","Yalbac503G",503,"G",45,"Paca",1,2016,1,4,22.15,22.5,"","Bushnell",291304,1957372,"Yes","Bushnell",2015-11-09,2015-01-09,2016-01-04,2016-01-10,61,57," ","No","Yes",NA,"No","No","At Pond","Mature forest","2016-01-04 22.15",2015-11-09
"506G","Yalbac506G",506,"G",595,"Paca",1,2016,1,4,22.59,23,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2016-01-04,2016-01-10,61,57," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2016-01-04 22.59",2015-11-09
"510H","Yalbac510H",510,"H",460,"Paca",1,2016,1,14,4.29,4.5,"","Moultrie",282719,1935522.766,"Yes","Moultrycam",2015-12-01,2016-02-29,2016-01-14,2016-03-01,90,45," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-14 4.29",2015-12-01
"507C","Yalbac507c",507,"C",79,"Paca",1,2015,4,19,19.29,19.5,"","Bushnell",283656,1935412,"Yes","Bushnell",2015-04-10,2015-05-30,2015-04-19,2015-05-30,49,10," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-04-19 19.29",2015-04-10
"507C","Yalbac507c",507,"C",91,"Paca",1,2015,4,24,3.39,3.5,"","Bushnell",283656,1935412,"Yes","Bushnell",2015-04-10,2015-05-30,2015-04-24,2015-05-30,49,15," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-04-24 3.39",2015-04-10
"507C","Yalbac507c",507,"C",133,"Paca",1,2015,4,26,4.06,4,"","Bushnell",283656,1935412,"Yes","Bushnell",2015-04-10,2015-05-30,2015-04-26,2015-05-30,49,17," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-04-26 4.06",2015-04-10
"507C","Yalbac507c",507,"C",223,"Paca",1,2015,5,3,19.03,19,"","Bushnell",283656,1935412,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-03,2015-05-30,49,24," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-05-03 19.03",2015-04-10
"507C","Yalbac507c",507,"C",343,"Paca",1,2015,5,20,22.19,22.5,"","Bushnell",283656,1935412,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-20,2015-05-30,49,41," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-05-20 22.19",2015-04-10
"507C","Yalbac507c",507,"C",349,"Paca",1,2015,5,25,3.06,3,"","Bushnell",283656,1935412,"Yes","Bushnell",2015-04-10,2015-05-30,2015-05-25,2015-05-30,49,46," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-05-25 3.06",2015-04-10
