site,Location,Cam.nr,series,picture,Species,Nr,Year,Month,Day,Hour,Comment,camera.brand,Location.1,Logging,Date.Placement,Date.Removed,obsdate,Days,Northing,Easting,Conservati,Active_Log,Logged_in,Hurricane,Fire_Damag,Location_d,Landscape,Area,Last_Record_clean,First_Obs,Last.Record_clean,date_time_obs
709B,Yalbac 709B,709,B,79,Boat-billed Heron,1,2017,6,12,4.31,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/12/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-12 4.31
709B,Yalbac 709B,709,B,71,Gray Fox,1,2017,6,8,5.2,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/8/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-08 5.20
709B,Yalbac 709B,709,B,28,Great Curassow,1,2017,5,29,14.29,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/29/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-29 14.29
709B,Yalbac 709B,709,B,43,Great Curassow,1,2017,5,31,6.16,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/31/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-31 6.16
709B,Yalbac 709B,709,B,55,Great Curassow,1,2017,6,6,11.17,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/6/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-06 11.17
709B,Yalbac 709B,709,B,97,Great Curassow,1,2017,6,19,12.25,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/19/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-19 12.25
709B,Yalbac 709B,709,B,112,Great Curassow,1,2017,6,22,13.21,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/22/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-22 13.21
709B,Yalbac 709B,709,B,163,Great Curassow,1,2017,7,4,7.58,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/4/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-04 7.58
709B,Yalbac 709B,709,B,220,Great Curassow,1,2017,7,8,9.2,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/8/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-08 9.20
709B,Yalbac 709B,709,B,280,Great Curassow,1,2017,7,11,6.56,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/11/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-11 6.56
709B,Yalbac 709B,709,B,475,Great Curassow,1,2017,7,15,9.46,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/15/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-15 9.46
709B,Yalbac 709B,709,B,808,Great Curassow,1,2017,7,17,5.27,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/17/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-17 5.27
709B,Yalbac 709B,709,B,103,Nine-banded Armadillo,1,2017,6,20,22.06,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/20/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-20 22.06
709B,Yalbac 709B,709,B,34,Ocellated Turkey,1,2017,5,30,15.42,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/30/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-30 15.42
709B,Yalbac 709B,709,B,37,Ocellated Turkey,1,2017,5,30,17.43,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/30/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-30 17.43
709B,Yalbac 709B,709,B,52,Ocellated Turkey,1,2017,6,6,9.32,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/6/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-06 9.32
709B,Yalbac 709B,709,B,73,Ocellated Turkey,1,2017,6,9,14.32,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/9/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-09 14.32
709B,Yalbac 709B,709,B,85,Ocellated Turkey,1,2017,6,15,12.16,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/15/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-15 12.16
709B,Yalbac 709B,709,B,88,Ocellated Turkey,4,2017,6,17,8.04,3 chicks,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/17/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-17 8.04
709B,Yalbac 709B,709,B,91,Ocellated Turkey,1,2017,6,18,15.42,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/18/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-18 15.42
709B,Yalbac 709B,709,B,109,Ocellated Turkey,1,2017,6,22,10.15,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/22/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-22 10.15
709B,Yalbac 709B,709,B,115,Ocellated Turkey,1,2017,6,22,16.49,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/22/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-22 16.49
709B,Yalbac 709B,709,B,130,Ocellated Turkey,1,2017,6,30,9.5,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/30/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-30 9.50
709B,Yalbac 709B,709,B,214,Ocellated Turkey,1,2017,7,8,12.38,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/8/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-08 12.38
709B,Yalbac 709B,709,B,253,Ocellated Turkey,1,2017,7,8,15.47,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/8/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-08 15.47
709B,Yalbac 709B,709,B,256,Ocellated Turkey,1,2017,7,9,9.03,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/9/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-09 9.03
709B,Yalbac 709B,709,B,274,Ocellated Turkey,1,2017,7,10,16.06,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/10/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-10 16.06
709B,Yalbac 709B,709,B,291,Ocellated Turkey,1,2017,7,12,6.46,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/12/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-12 6.46
709B,Yalbac 709B,709,B,295,Ocellated Turkey,1,2017,7,12,7.42,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/12/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-12 7.42
709B,Yalbac 709B,709,B,22,White-tailed Deer,1,2017,5,16,8.32,bambi,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/16/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-16 8.32
709B,Yalbac 709B,709,B,76,White-tailed Deer,1,2017,6,10,15.22,bambi,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/10/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-10 15.22
709B,Yalbac 709B,709,B,124,White-tailed Deer,1,2017,6,29,11.12,bambi,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/29/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-29 11.12
709B,Yalbac 709B,709,B,202,White-tailed Deer,1,2017,7,6,14.4,bambi,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/6/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-06 14.40
709B,Yalbac 709B,709,B,208,White-tailed Deer,1,2017,7,6,23.46,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/6/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-06 23.46
709B,Yalbac 709B,709,B,268,White-tailed Deer,1,2017,7,10,10.49,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/10/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-10 10.49
709B,Yalbac 709B,709,B,442,White-tailed Deer,1,2017,7,14,7.14,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/14/2017,63,1932774,292905,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-14 7.14
709E,Yalbac 709E,709,E,91,Baird's Tapir,1,2017,9,20,2.04,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/20/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-20 2.04
709E,Yalbac 709E,709,E,16,Boat-billed Heron,1,2017,9,2,19.38,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/2/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-02 19.38
709E,Yalbac 709E,709,E,19,Gray Fox,1,2017,9,3,19.56,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/3/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-03 19.56
709E,Yalbac 709E,709,E,64,Gray Fox,1,2017,9,14,17.04,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/14/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-14 17.04
709E,Yalbac 709E,709,E,157,Gray Fox,1,2017,10,7,21.44,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/7/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-07 21.44
709E,Yalbac 709E,709,E,160,Gray Fox,1,2017,10,9,17.29,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/9/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-09 17.29
709E,Yalbac 709E,709,E,13,Great Curassow,2,2017,9,2,17.36,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/2/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-02 17.36
709E,Yalbac 709E,709,E,22,Great Curassow,6,2017,9,6,6.01,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/6/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-06 6.01
709E,Yalbac 709E,709,E,34,Great Curassow,3,2017,9,6,7.07,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/6/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-06 7.07
709E,Yalbac 709E,709,E,58,Great Curassow,3,2017,9,10,5.49,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/10/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-10 5.49
709E,Yalbac 709E,709,E,85,Great Curassow,1,2017,9,19,6.37,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/19/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-19 6.37
709E,Yalbac 709E,709,E,118,Great Curassow,1,2017,9,30,7.02,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/30/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-30 7.02
709E,Yalbac 709E,709,E,145,Great Curassow,1,2017,10,5,17.31,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/5/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-05 17.31
709E,Yalbac 709E,709,E,184,Great Curassow,1,2017,10,19,5.54,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/19/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-19 5.54
709E,Yalbac 709E,709,E,193,Great Curassow,2,2017,10,21,17.25,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/21/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-21 17.25
709E,Yalbac 709E,709,E,223,Great Curassow,1,2017,10,28,8.16,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/28/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-28 8.16
709E,Yalbac 709E,709,E,226,Great Curassow,1,2017,10,29,7.14,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/29/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-29 7.14
709E,Yalbac 709E,709,E,94,Jaguar,1,2017,9,20,7.53,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/20/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-20 7.53
709E,Yalbac 709E,709,E,172,Jaguar,1,2017,10,11,23.55,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/11/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-11 23.55
709E,Yalbac 709E,709,E,175,Margay,1,2017,10,12,20.24,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/12/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-12 20.24
709E,Yalbac 709E,709,E,73,Ocellated Turkey,1,2017,9,16,6.02,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/16/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-16 6.02
709E,Yalbac 709E,709,E,166,Ocellated Turkey,1,2017,10,11,8.36,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/11/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-11 8.36
709E,Yalbac 709E,709,E,82,Ocelot,1,2017,9,18,11.33,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/18/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-18 11.33
709E,Yalbac 709E,709,E,109,Ocelot,1,2017,9,23,21.41,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/23/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-23 21.41
709E,Yalbac 709E,709,E,112,Ocelot,1,2017,9,24,18.35,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/24/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-24 18.35
709E,Yalbac 709E,709,E,181,Ocelot,1,2017,10,19,16.33,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/19/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-19 16.33
709E,Yalbac 709E,709,E,7,Paca,1,2017,9,1,2.56,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/1/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-01 2.56
709E,Yalbac 709E,709,E,187,Paca,1,2017,10,19,23.02,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/19/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-19 23.02
709E,Yalbac 709E,709,E,97,Puma,1,2017,9,20,18.46,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/20/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-20 18.46
709E,Yalbac 709E,709,E,124,Puma,1,2017,10,1,1.15,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/1/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-01 1.15
709E,Yalbac 709E,709,E,163,Puma,1,2017,10,10,4.1,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/10/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-10 4.10
709E,Yalbac 709E,709,E,139,Racoon,1,2017,10,1,18.44,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/1/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-01 18.44
709E,Yalbac 709E,709,E,133,Racoon,1,2017,10,1,8.56,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/1/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-01 8.56
709E,Yalbac 709E,709,E,154,Racoon,1,2017,10,6,5.5,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/6/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-06 5.50
709E,Yalbac 709E,709,E,4,White-tailed Deer,1,2017,8,31,8.46,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,8/31/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-08-31 8.46
709E,Yalbac 709E,709,E,61,White-tailed Deer,1,2017,9,11,11.06,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/11/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-11 11.06
709E,Yalbac 709E,709,E,67,White-tailed Deer,1,2017,9,15,8.37,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,9/15/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-09-15 8.37
709E,Yalbac 709E,709,E,127,White-tailed Deer,1,2017,10,1,7.33,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/1/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-01 7.33
709E,Yalbac 709E,709,E,136,White-tailed Deer,1,2017,10,1,9.32,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/1/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-01 9.32
709E,Yalbac 709E,709,E,142,White-tailed Deer,1,2017,10,3,12,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/3/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-03 12.00
709E,Yalbac 709E,709,E,178,White-tailed Deer,1,2017,10,13,10.35,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/13/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-13 10.35
709E,Yalbac 709E,709,E,217,White-tailed Deer,1,2017,10,24,16.23,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/24/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-24 16.23
709E,Yalbac 709E,709,E,220,White-tailed Deer,1,2017,10,26,6.48,,Bushnell,Yalbac,Yes,8/29/2017,10/31/2017,10/26/2017,34,1941213,290305,,,NA,,,,,,10/3/2017,8/29/2017,10/29/2017,2017-10-26 6.48
709F,Yalbac 709F,709,F,10,Gray Fox,1,2017,11,2,5.08,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/2/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-02 5.08
709F,Yalbac 709F,709,F,23,Gray Fox,1,2017,11,10,3.04,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/10/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-10 3.04
709F,Yalbac 709F,709,F,40,Gray Fox,1,2017,11,18,0.14,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/18/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-18 0.14
709F,Yalbac 709F,709,F,48,Gray Fox,1,2017,11,18,4.3,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/18/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-18 4.30
709F,Yalbac 709F,709,F,55,Gray Fox,1,2017,11,22,5.55,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/22/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-22 5.55
709F,Yalbac 709F,709,F,7,Great Curassow,1,2017,11,1,9.46,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/1/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-01 9.46
709F,Yalbac 709F,709,F,13,Great Curassow,1,2017,11,3,7.26,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/3/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-03 7.26
709F,Yalbac 709F,709,F,31,Great Curassow,1,2017,11,12,6.02,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/12/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-12 6.02
709F,Yalbac 709F,709,F,53,Great Curassow,1,2017,11,20,9.1,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/20/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-20 9.10
709F,Yalbac 709F,709,F,58,Great Curassow,1,2017,11,22,6.38,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/22/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-22 6.38
709F,Yalbac 709F,709,F,61,Great Curassow,1,2017,11,22,7.25,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/22/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-22 7.25
709F,Yalbac 709F,709,F,37,Ocelot,1,2017,11,17,3.14,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/17/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-17 3.14
709F,Yalbac 709F,709,F,16,Racoon,1,2017,11,5,0.38,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/5/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-05 0.38
709F,Yalbac 709F,709,F,29,White-tailed Deer,1,2017,11,11,13.19,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/11/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-11 13.19
709F,Yalbac 709F,709,F,34,White-tailed Deer,1,2017,11,12,14.1,,Bushnell,Yalbac,Yes,10/31/2017,12/1/2017,11/12/2017,23,1941212,290304,,,NA,,,,,,11/24/2017,10/31/2017,11/24/2017,2017-11-12 14.10
709G,Yalbac 709G,709,G,31,Gray Fox,2,2017,12,6,10.17,met jong,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/6/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-06 10.17
709G,Yalbac 709G,709,G,43,Gray Fox,1,2017,12,9,23.48,,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/9/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-09 23.48
709G,Yalbac 709G,709,G,46,Gray Fox,1,2017,12,10,4.07,,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/10/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-10 4.07
709G,Yalbac 709G,709,G,49,Gray Fox,1,2017,12,12,4.23,,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/12/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-12 4.23
709G,Yalbac 709G,709,G,52,Gray Fox,1,2017,12,13,2.58,,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/13/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-13 2.58
709G,Yalbac 709G,709,G,73,Gray Fox,1,2017,12,18,13.26,,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/18/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-18 13.26
709G,Yalbac 709G,709,G,76,Gray Fox,1,2017,12,20,3.52,,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/20/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-20 3.52
709G,Yalbac 709G,709,G,82,Gray Fox,1,2017,12,20,22.53,,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/20/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-20 22.53
709G,Yalbac 709G,709,G,88,Gray Fox,1,2017,12,22,18.39,,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/22/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-22 18.39
709G,Yalbac 709G,709,G,91,Gray Fox,1,2017,12,23,4.55,,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/23/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-23 4.55
709G,Yalbac 709G,709,G,133,Gray Fox,1,2017,12,29,4.43,,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/29/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-29 4.43
709G,Yalbac 709G,709,G,19,Great Curassow,1,2017,12,5,9.09,,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/5/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-05 9.09
709G,Yalbac 709G,709,G,97,Great Curassow,1,2017,12,24,6.37,,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/24/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-24 6.37
709G,Yalbac 709G,709,G,100,Great Curassow,1,2017,12,25,6.23,,Bushnell,Yalbac,Yes,12/1/2017,1/2/2018,12/25/2017,32,1941212,290304,,,NA,,,,,,1/3/2018,12/1/2017,1/3/2018,2017-12-25 6.23
